i,x,y,z,posErr,ok
108,-6.323607,19.989886,-8.575000,0.000000,1
109,-6.315204,19.978735,-8.575000,0.000000,1
110,-6.306418,19.967885,-8.575000,0.000000,1
111,-6.297258,19.957348,-8.575000,0.000000,1
112,-6.287736,19.947137,-8.575000,0.000000,1
113,-6.277863,19.937264,-8.575000,0.000000,1
114,-6.267652,19.927742,-8.575000,0.000000,1
115,-6.257115,19.918582,-8.575000,0.000000,1
116,-6.246265,19.909796,-8.575000,0.000000,1
117,-6.235114,19.901393,-8.575000,0.000000,1
118,-6.223677,19.893385,-8.575000,0.000000,1
119,-6.211968,19.885781,-8.575000,0.000000,1
120,-6.200000,19.878590,-8.575000,0.000000,1
121,-6.187789,19.871821,-8.575000,0.000000,1
122,-6.175348,19.865482,-8.575000,0.000000,1
123,-6.162695,19.859582,-8.575000,0.000000,1
124,-6.149843,19.854126,-8.575000,0.000000,1
125,-6.136808,19.849123,-8.575000,0.000000,1
126,-6.123607,19.844577,-8.575000,0.000000,1
127,-6.110255,19.840495,-8.575000,0.000000,1
128,-6.096769,19.836882,-8.575000,0.000000,1
129,-6.083165,19.833741,-8.575000,0.000000,1
130,-6.069459,19.831077,-8.575000,0.000000,1
131,-6.055669,19.828893,-8.575000,0.000000,1
132,-6.041811,19.827191,-8.575000,0.000000,1
133,-6.027903,19.825974,-8.575000,0.000000,1
134,-6.013960,19.825244,-8.575000,0.000000,1
135,-6.000000,19.825000,-8.575000,0.000000,1
136,-5.986040,19.825244,-8.575000,0.000000,1
137,-5.972097,19.825974,-8.575000,0.000000,1
138,-5.958189,19.827191,-8.575000,0.000000,1
139,-5.944331,19.828893,-8.575000,0.000000,1
140,-5.930541,19.831077,-8.575000,0.000000,1
141,-5.916835,19.833741,-8.575000,0.000000,1
142,-5.903231,19.836882,-8.575000,0.000000,1
143,-5.889745,19.840495,-8.575000,0.000000,1
144,-5.876393,19.844577,-8.575000,0.000000,1
145,-5.863192,19.849123,-8.575000,0.000000,1
146,-5.850157,19.854126,-8.575000,0.000000,1
147,-5.837305,19.859582,-8.575000,0.000000,1
148,-5.824652,19.865482,-8.575000,0.000000,1
149,-5.812211,19.871821,-8.575000,0.000000,1
150,-5.800000,19.878590,-8.575000,0.000000,1
151,-5.788032,19.885781,-8.575000,0.000000,1
152,-5.776323,19.893385,-8.575000,0.000000,1
153,-5.764886,19.901393,-8.575000,0.000000,1
154,-5.753735,19.909796,-8.575000,0.000000,1
155,-5.742885,19.918582,-8.575000,0.000000,1
156,-5.732348,19.927742,-8.575000,0.000000,1
157,-5.722137,19.937264,-8.575000,0.000000,1
158,-5.712264,19.947137,-8.575000,0.000000,1
159,-5.702742,19.957348,-8.575000,0.000000,1
160,-5.693582,19.967885,-8.575000,0.000000,1
161,-5.684796,19.978735,-8.575000,0.000000,1
162,-5.676393,19.989886,-8.575000,0.000000,1
163,-5.668385,20.001323,-8.575000,0.000000,1
164,-5.660781,20.013032,-8.575000,0.000000,1
165,-5.653590,20.025000,-8.575000,0.000000,1
166,-5.646821,20.037211,-8.575000,0.000000,1
167,-5.640482,20.049652,-8.575000,0.000000,1
168,-5.634582,20.062305,-8.575000,0.000000,1
169,-5.629126,20.075157,-8.575000,0.000000,1
170,-5.624123,20.088192,-8.575000,0.000000,1
171,-5.619577,20.101393,-8.575000,0.000000,1
172,-5.615495,20.114745,-8.575000,0.000000,1
173,-5.611882,20.128231,-8.575000,0.000000,1
174,-5.608741,20.141835,-8.575000,0.000000,1
175,-5.606077,20.155541,-8.575000,0.000000,1
176,-5.603893,20.169331,-8.575000,0.000000,1
177,-5.602191,20.183189,-8.575000,0.000000,1
178,-5.600974,20.197097,-8.575000,0.000000,1
179,-5.600244,20.211040,-8.575000,0.000000,1
