ix,iy,iz,x,y,z,posErr,targetDist,ok
3,3,3,5.475745,12.475745,7.475745,0.000006,3.028433,1
4,3,3,12.951491,12.475745,7.475745,5.398358,5.024746,0
0,4,3,-16.951491,19.951491,7.475745,7.693355,7.319743,0
1,4,3,-9.475745,19.951491,7.475745,2.509936,2.136324,0
2,4,3,-2.000000,19.951491,7.475745,0.227352,0.146405,0
3,4,3,5.475745,19.951491,7.475745,2.373448,1.999837,0
4,4,3,12.951491,19.951491,7.475745,7.495012,7.121401,0
0,0,4,-16.951491,-9.951491,14.951491,18.754459,18.380847,0
1,0,4,-9.475745,-9.951491,14.951491,15.782324,15.408713,0
2,0,4,-2.000000,-9.951491,14.951491,14.692125,14.318514,0
3,0,4,5.475745,-9.951491,14.951491,15.713102,15.339491,0
4,0,4,12.951491,-9.951491,14.951491,18.629628,18.256016,0
0,1,4,-16.951491,-2.475745,14.951491,14.031882,13.658270,0
1,1,4,-9.475745,-2.475745,14.951491,10.421509,10.047898,0
2,1,4,-2.000000,-2.475745,14.951491,9.045379,8.671768,0
3,1,4,5.475745,-2.475745,14.951491,10.335103,9.961492,0
4,1,4,12.951491,-2.475745,14.951491,13.883607,13.509996,0
0,2,4,-16.951491,5.000000,14.951491,10.882526,10.508914,0
1,2,4,-9.475745,5.000000,14.951491,6.647799,6.274188,0
2,2,4,-2.000000,5.000000,14.951491,4.954327,4.580715,0
3,2,4,5.475745,5.000000,14.951491,6.543078,6.169467,0
4,2,4,12.951491,5.000000,14.951491,10.713001,10.339390,0
0,3,4,-16.951491,12.475745,14.951491,10.017135,9.643524,0
1,3,4,-9.475745,12.475745,14.951491,5.565890,5.192279,0
2,3,4,-2.000000,12.475745,14.951491,3.750783,3.377172,0
3,3,4,5.475745,12.475745,14.951491,5.454389,5.080777,0
4,3,4,12.951491,12.475745,14.951491,9.840656,9.467045,0
0,4,4,-16.951491,19.951491,14.951491,11.695585,11.321974,0
1,4,4,-9.475745,19.951491,14.951491,7.643964,7.270353,0
2,4,4,-2.000000,19.951491,14.951491,6.048283,5.674672,0
3,4,4,5.475745,19.951491,14.951491,7.544794,7.171183,0
4,4,4,12.951491,19.951491,14.951491,11.532111,11.158500,0
