ix,iy,iz,x,y,z,posErr,ok
9,1,0,-10.195146,11.927824,-10.634930,4.451387,0
10,1,0,-9.432392,11.927824,-10.634930,4.213312,0
11,1,0,-8.669638,11.927824,-10.634930,4.010052,0
12,1,0,-7.906884,11.927824,-10.634930,3.843029,0
13,1,0,-7.144131,11.927824,-10.634930,3.713470,0
14,1,0,-6.381377,11.927824,-10.634930,3.622364,0
15,1,0,-5.618623,11.927824,-10.634930,3.570429,0
16,1,0,-4.855869,11.927824,-10.634930,3.558080,0
17,1,0,-4.093116,11.927824,-10.634930,3.585419,0
18,1,0,-3.330362,11.927824,-10.634930,3.652223,0
19,1,0,-2.567608,11.927824,-10.634930,3.757961,0
20,1,0,-1.804854,11.927824,-10.634930,3.901808,0
21,1,0,-1.042100,11.927824,-10.634930,4.082682,0
22,1,0,-0.279347,11.927824,-10.634930,4.299275,0
23,1,0,0.483407,11.927824,-10.634930,4.550105,0
24,1,0,1.246161,11.927824,-10.634930,4.833554,0
25,1,0,2.008915,11.927824,-10.634930,5.147913,0
26,1,0,2.771668,11.927824,-10.634930,5.491425,0
27,1,0,3.534422,11.927824,-10.634930,5.862317,0
28,1,0,4.297176,11.927824,-10.634930,6.258834,0
29,1,0,5.059930,11.927824,-10.634930,6.679260,0
0,2,0,-17.059930,12.690578,-10.634930,7.489630,0
1,2,0,-16.297176,12.690578,-10.634930,7.003842,0
2,2,0,-15.534422,12.690578,-10.634930,6.537681,0
3,2,0,-14.771668,12.690578,-10.634930,6.092745,0
4,2,0,-14.008915,12.690578,-10.634930,5.670725,0
5,2,0,-13.246161,12.690578,-10.634930,5.273394,0
6,2,0,-12.483407,12.690578,-10.634930,4.902593,0
7,2,0,-11.720653,12.690578,-10.634930,4.560206,0
8,2,0,-10.957900,12.690578,-10.634930,4.248136,0
9,2,0,-10.195146,12.690578,-10.634930,3.968270,0
10,2,0,-9.432392,12.690578,-10.634930,3.722432,0
11,2,0,-8.669638,12.690578,-10.634930,3.512341,0
12,2,0,-7.906884,12.690578,-10.634930,3.339558,0
13,2,0,-7.144131,12.690578,-10.634930,3.205437,0
14,2,0,-6.381377,12.690578,-10.634930,3.111072,0
15,2,0,-5.618623,12.690578,-10.634930,3.057260,0
16,2,0,-4.855869,12.690578,-10.634930,3.044463,0
17,2,0,-4.093116,12.690578,-10.634930,3.072793,0
18,2,0,-3.330362,12.690578,-10.634930,3.142004,0
19,2,0,-2.567608,12.690578,-10.634930,3.251504,0
20,2,0,-1.804854,12.690578,-10.634930,3.400380,0
21,2,0,-1.042100,12.690578,-10.634930,3.587433,0
22,2,0,-0.279347,12.690578,-10.634930,3.811227,0
23,2,0,0.483407,12.690578,-10.634930,4.070134,0
24,2,0,1.246161,12.690578,-10.634930,4.362390,0
25,2,0,2.008915,12.690578,-10.634930,4.686140,0
26,2,0,2.771668,12.690578,-10.634930,5.039489,0
27,2,0,3.534422,12.690578,-10.634930,5.420537,0
28,2,0,4.297176,12.690578,-10.634930,5.827411,0
29,2,0,5.059930,12.690578,-10.634930,6.258296,0
0,3,0,-17.059930,13.453332,-10.634930,7.119420,0
1,3,0,-16.297176,13.453332,-10.634930,6.623482,0
2,3,0,-15.534422,13.453332,-10.634930,6.147038,0
3,3,0,-14.771668,13.453332,-10.634930,5.691748,0
4,3,0,-14.008915,13.453332,-10.634930,5.259381,0
5,3,0,-13.246161,13.453332,-10.634930,4.851801,0
6,3,0,-12.483407,13.453332,-10.634930,4.470956,0
7,3,0,-11.720653,13.453332,-10.634930,4.118855,0
8,3,0,-10.957900,13.453332,-10.634930,3.797538,0
9,3,0,-10.195146,13.453332,-10.634930,3.509036,0
10,3,0,-9.432392,13.453332,-10.634930,3.255330,0
11,3,0,-8.669638,13.453332,-10.634930,3.038295,0
12,3,0,-7.906884,13.453332,-10.634930,2.859642,0
13,3,0,-7.144131,13.453332,-10.634930,2.720861,0
14,3,0,-6.381377,13.453332,-10.634930,2.623162,0
15,3,0,-5.618623,13.453332,-10.634930,2.567427,0
16,3,0,-4.855869,13.453332,-10.634930,2.554171,0
17,3,0,-4.093116,13.453332,-10.634930,2.583517,0
18,3,0,-3.330362,13.453332,-10.634930,2.655192,0
19,3,0,-2.567608,13.453332,-10.634930,2.768539,0
20,3,0,-1.804854,13.453332,-10.634930,2.922547,0
21,3,0,-1.042100,13.453332,-10.634930,3.115894,0
22,3,0,-0.279347,13.453332,-10.634930,3.346999,0
23,3,0,0.483407,13.453332,-10.634930,3.614082,0
24,3,0,1.246161,13.453332,-10.634930,3.915222,0
25,3,0,2.008915,13.453332,-10.634930,4.248414,0
26,3,0,2.771668,13.453332,-10.634930,4.611617,0
27,3,0,3.534422,13.453332,-10.634930,5.002798,0
28,3,0,4.297176,13.453332,-10.634930,5.419971,0
29,3,0,5.059930,13.453332,-10.634930,5.861215,0
0,4,0,-17.059930,14.216085,-10.634930,6.774123,0
1,4,0,-16.297176,14.216085,-10.634930,6.268322,0
2,4,0,-15.534422,14.216085,-10.634930,5.781852,0
3,4,0,-14.771668,14.216085,-10.634930,5.316431,0
4,4,0,-14.008915,14.216085,-10.634930,4.873902,0
5,4,0,-13.246161,14.216085,-10.634930,4.456220,0
6,4,0,-12.483407,14.216085,-10.634930,4.065438,0
7,4,0,-11.720653,14.216085,-10.634930,3.703688,0
8,4,0,-10.957900,14.216085,-10.634930,3.373150,0
9,4,0,-10.195146,14.216085,-10.634930,3.076008,0
10,4,0,-9.432392,14.216085,-10.634930,2.814403,0
11,4,0,-8.669638,14.216085,-10.634930,2.590375,0
12,4,0,-7.906884,14.216085,-10.634930,2.405794,0
13,4,0,-7.144131,14.216085,-10.634930,2.262296,0
14,4,0,-6.381377,14.216085,-10.634930,2.161217,0
15,4,0,-5.618623,14.216085,-10.634930,2.103531,0
16,4,0,-4.855869,14.216085,-10.634930,2.089808,0
17,4,0,-4.093116,14.216085,-10.634930,2.120186,0
18,4,0,-3.330362,14.216085,-10.634930,2.194360,0
19,4,0,-2.567608,14.216085,-10.634930,2.311606,0
20,4,0,-1.804854,14.216085,-10.634930,2.470804,0
21,4,0,-1.042100,14.216085,-10.634930,2.670500,0
22,4,0,-0.279347,14.216085,-10.634930,2.908959,0
23,4,0,0.483407,14.216085,-10.634930,3.184241,0
24,4,0,1.246161,14.216085,-10.634930,3.494260,0
25,4,0,2.008915,14.216085,-10.634930,3.836851,0
26,4,0,2.771668,14.216085,-10.634930,4.209826,0
27,4,0,3.534422,14.216085,-10.634930,4.611022,0
28,4,0,4.297176,14.216085,-10.634930,5.038331,0
29,4,0,5.059930,14.216085,-10.634930,5.489735,0
0,5,0,-17.059930,14.978839,-10.634930,6.455209,0
1,5,0,-16.297176,14.978839,-10.634930,5.939939,0
2,5,0,-15.534422,14.978839,-10.634930,5.443810,0
3,5,0,-14.771668,14.978839,-10.634930,4.968595,0
4,5,0,-14.008915,14.978839,-10.634930,4.516206,0
5,5,0,-13.246161,14.978839,-10.634930,4.088684,0
6,5,0,-12.483407,14.978839,-10.634930,3.688186,0
7,5,0,-11.720653,14.978839,-10.634930,3.316968,0
8,5,0,-10.957900,14.978839,-10.634930,2.977346,0
9,5,0,-10.195146,14.978839,-10.634930,2.671660,0
10,5,0,-9.432392,14.978839,-10.634930,2.402218,0
11,5,0,-8.669638,14.978839,-10.634930,2.171228,0
12,5,0,-7.906884,14.978839,-10.634930,1.980729,0
13,5,0,-7.144131,14.978839,-10.634930,1.832513,0
14,5,0,-6.381377,14.978839,-10.634930,1.728045,0
15,5,0,-5.618623,14.978839,-10.634930,1.668401,0
16,5,0,-4.855869,14.978839,-10.634930,1.654209,0
17,5,0,-4.093116,14.978839,-10.634930,1.685622,0
18,5,0,-3.330362,14.978839,-10.634930,1.762305,0
19,5,0,-2.567608,14.978839,-10.634930,1.883456,0
20,5,0,-1.804854,14.978839,-10.634930,2.047843,0
21,5,0,-1.042100,14.978839,-10.634930,2.253870,0
22,5,0,-0.279347,14.978839,-10.634930,2.499642,0
23,5,0,0.483407,14.978839,-10.634930,2.783048,0
24,5,0,1.246161,14.978839,-10.634930,3.101833,0
25,5,0,2.008915,14.978839,-10.634930,3.453671,0
26,5,0,2.771668,14.978839,-10.634930,3.836225,0
27,5,0,3.534422,14.978839,-10.634930,4.247196,0
28,5,0,4.297176,14.978839,-10.634930,4.684364,0
29,5,0,5.059930,14.978839,-10.634930,5.145612,0
0,6,0,-17.059930,15.741593,-10.634930,6.164142,0
1,6,0,-16.297176,15.741593,-10.634930,5.639910,0
2,6,0,-15.534422,15.741593,-10.634930,5.134609,0
3,6,0,-14.771668,15.741593,-10.634930,4.650062,0
4,6,0,-14.008915,15.741593,-10.634930,4.188244,0
5,6,0,-13.246161,15.741593,-10.634930,3.751277,0
6,6,0,-12.483407,15.741593,-10.634930,3.341419,0
7,6,0,-11.720653,15.741593,-10.634930,2.961042,0
8,6,0,-10.957900,15.741593,-10.634930,2.612602,0
9,6,0,-10.195146,15.741593,-10.634930,2.298591,0
10,6,0,-9.432392,15.741593,-10.634930,2.021485,0
11,6,0,-8.669638,15.741593,-10.634930,1.783665,0
12,6,0,-7.906884,15.741593,-10.634930,1.587344,0
13,6,0,-7.144131,15.741593,-10.634930,1.434473,0
14,6,0,-6.381377,15.741593,-10.634930,1.326657,0
15,6,0,-5.618623,15.741593,-10.634930,1.265075,0
16,6,0,-4.855869,15.741593,-10.634930,1.250420,0
17,6,0,-4.093116,15.741593,-10.634930,1.282858,0
18,6,0,-3.330362,15.741593,-10.634930,1.362022,0
19,6,0,-2.567608,15.741593,-10.634930,1.487028,0
20,6,0,-1.804854,15.741593,-10.634930,1.656529,0
21,6,0,-1.042100,15.741593,-10.634930,1.868779,0
22,6,0,-0.279347,15.741593,-10.634930,2.121717,0
23,6,0,0.483407,15.741593,-10.634930,2.413057,0
24,6,0,1.246161,15.741593,-10.634930,2.740373,0
25,6,0,2.008915,15.741593,-10.634930,3.101175,0
26,6,0,2.771668,15.741593,-10.634930,3.492979,0
27,6,0,3.534422,15.741593,-10.634930,3.913355,0
28,6,0,4.297176,15.741593,-10.634930,4.359971,0
29,6,0,5.059930,15.741593,-10.634930,4.830621,0
0,7,0,-17.059930,16.504347,-10.634930,5.902353,0
1,7,0,-16.297176,16.504347,-10.634930,5.369785,0
2,7,0,-15.534422,16.504347,-10.634930,4.855926,0
3,7,0,-14.771668,16.504347,-10.634930,4.362643,0
4,7,0,-14.008915,16.504347,-10.634930,3.891969,0
5,7,0,-13.246161,16.504347,-10.634930,3.446099,0
6,7,0,-12.483407,16.504347,-10.634930,3.027384,0
7,7,0,-11.720653,16.504347,-10.634930,2.638308,0
8,7,0,-10.957900,16.504347,-10.634930,2.281461,0
9,7,0,-10.195146,16.504347,-10.634930,1.959484,0
10,7,0,-9.432392,16.504347,-10.634930,1.675018,0
11,7,0,-8.669638,16.504347,-10.634930,1.430620,0
12,7,0,-7.906884,16.504347,-10.634930,1.228674,0
13,7,0,-7.144131,16.504347,-10.634930,1.071296,0
14,7,0,-6.381377,16.504347,-10.634930,0.960232,0
15,7,0,-5.618623,16.504347,-10.634930,0.896770,0
16,7,0,-4.855869,16.504347,-10.634930,0.881665,0
17,7,0,-4.093116,16.504347,-10.634930,0.915098,0
18,7,0,-3.330362,16.504347,-10.634930,0.996668,0
19,7,0,-2.567608,16.504347,-10.634930,1.125413,0
20,7,0,-1.804854,16.504347,-10.634930,1.299862,0
21,7,0,-1.042100,16.504347,-10.634930,1.518117,0
22,7,0,-0.279347,16.504347,-10.634930,1.777950,0
23,7,0,0.483407,16.504347,-10.634930,2.076898,0
24,7,0,1.246161,16.504347,-10.634930,2.412365,0
25,7,0,2.008915,16.504347,-10.634930,2.781702,0
26,7,0,2.771668,16.504347,-10.634930,3.182278,0
27,7,0,3.534422,16.504347,-10.634930,3.611541,0
28,7,0,4.297176,16.504347,-10.634930,4.067053,0
29,7,0,5.059930,16.504347,-10.634930,4.546522,0
0,8,0,-17.059930,17.267100,-10.634930,5.671213,0
1,8,0,-16.297176,17.267100,-10.634930,5.131059,0
2,8,0,-15.534422,17.267100,-10.634930,4.609388,0
3,8,0,-14.771668,17.267100,-10.634930,4.108105,0
4,8,0,-14.008915,17.267100,-10.634930,3.629294,0
5,8,0,-13.246161,17.267100,-10.634930,3.175216,0
6,8,0,-12.483407,17.267100,-10.634930,2.748307,0
7,8,0,-11.720653,17.267100,-10.634930,2.351156,0
8,8,0,-10.957900,17.267100,-10.634930,1.986475,0
9,8,0,-10.195146,17.267100,-10.634930,1.657050,0
10,8,0,-9.432392,17.267100,-10.634930,1.365679,0
11,8,0,-8.669638,17.267100,-10.634930,1.115088,0
12,8,0,-7.906884,17.267100,-10.634930,0.907835,0
13,8,0,-7.144131,17.267100,-10.634930,0.746210,0
14,8,0,-6.381377,17.267100,-10.634930,0.632129,0
15,8,0,-5.618623,17.267100,-10.634930,0.566977,0
16,8,0,-4.855869,17.267100,-10.634930,0.551479,0
17,8,0,-4.093116,17.267100,-10.634930,0.585787,0
18,8,0,-3.330362,17.267100,-10.634930,0.669552,0
19,8,0,-2.567608,17.267100,-10.634930,0.801797,0
20,8,0,-1.804854,17.267100,-10.634930,0.980914,0
21,8,0,-1.042100,17.267100,-10.634930,1.204831,0
22,8,0,-0.279347,17.267100,-10.634930,1.471145,0
23,8,0,0.483407,17.267100,-10.634930,1.777224,0
24,8,0,1.246161,17.267100,-10.634930,2.120303,0
25,8,0,2.008915,17.267100,-10.634930,2.497580,0
26,8,0,2.771668,17.267100,-10.634930,2.906290,0
27,8,0,3.534422,17.267100,-10.634930,3.343763,0
28,8,0,4.297176,17.267100,-10.634930,3.807466,0
29,8,0,5.059930,17.267100,-10.634930,4.295026,0
0,9,0,-17.059930,18.029854,-10.634930,5.472007,0
1,9,0,-16.297176,18.029854,-10.634930,4.925134,0
2,9,0,-15.534422,18.029854,-10.634930,4.396529,0
3,9,0,-14.771668,18.029854,-10.634930,3.888124,0
4,9,0,-14.008915,18.029854,-10.634930,3.402046,0
5,9,0,-13.246161,18.029854,-10.634930,2.940616,0
6,9,0,-12.483407,18.029854,-10.634930,2.506343,0
7,9,0,-11.720653,18.029854,-10.634930,2.101910,0
8,9,0,-10.957900,18.029854,-10.634930,1.730140,0
9,9,0,-10.195146,18.029854,-10.634930,1.393953,0
10,9,0,-9.432392,18.029854,-10.634930,1.096294,0
11,9,0,-8.669638,18.029854,-10.634930,0.840053,0
12,9,0,-7.906884,18.029854,-10.634930,0.628016,0
13,9,0,-7.144131,18.029854,-10.634930,0.462985,0
14,9,0,-6.381377,18.029854,-10.634930,0.347737,0
15,9,0,-5.618623,18.029854,-10.634930,0.283401,0
16,9,0,-4.855869,18.029854,-10.634930,0.268390,0
17,9,0,-4.093116,18.029854,-10.634930,0.301793,0
18,9,0,-3.330362,18.029854,-10.634930,0.385302,0
19,9,0,-2.567608,18.029854,-10.634930,0.519643,0
20,9,0,-1.804854,18.029854,-10.634930,0.702778,0
21,9,0,-1.042100,18.029854,-10.634930,0.931844,0
22,9,0,-0.279347,18.029854,-10.634930,1.204071,0
23,9,0,0.483407,18.029854,-10.634930,1.516635,0
24,9,0,1.246161,18.029854,-10.634930,1.866616,0
25,9,0,2.008915,18.029854,-10.634930,2.251070,0
26,9,0,2.771668,18.029854,-10.634930,2.667105,0
27,9,0,3.534422,18.029854,-10.634930,3.111948,0
28,9,0,4.297176,18.029854,-10.634930,3.582978,0
29,9,0,5.059930,18.029854,-10.634930,4.077756,0
0,10,0,-17.059930,18.792608,-10.634930,5.305897,0
1,10,0,-16.297176,18.792608,-10.634930,4.753292,0
2,10,0,-15.534422,18.792608,-10.634930,4.218754,0
3,10,0,-14.771668,18.792608,-10.634930,3.704241,0
4,10,0,-14.008915,18.792608,-10.634930,3.211915,0
5,10,0,-13.246161,18.792608,-10.634930,2.744145,0
6,10,0,-12.483407,18.792608,-10.634930,2.303503,0
7,10,0,-11.720653,18.792608,-10.634930,1.892752,0
8,10,0,-10.957900,18.792608,-10.634930,1.514816,0
9,10,0,-10.195146,18.792608,-10.634930,1.172727,0
10,10,0,-9.432392,18.792608,-10.634930,0.869567,0
11,10,0,-8.669638,18.792608,-10.634930,0.608461,0
12,10,0,-7.906884,18.792608,-10.634930,0.393332,0
13,10,0,-7.144131,18.792608,-10.634930,0.231763,0
14,10,0,-6.381377,18.792608,-10.634930,0.131842,0
15,10,0,-5.618623,18.792608,-10.634930,0.085939,0
16,10,0,-4.855869,18.792608,-10.634930,0.076589,0
17,10,0,-4.093116,18.792608,-10.634930,0.098133,0
18,10,0,-3.330362,18.792608,-10.634930,0.162381,0
19,10,0,-2.567608,18.792608,-10.634930,0.285847,0
20,10,0,-1.804854,18.792608,-10.634930,0.468867,0
21,10,0,-1.042100,18.792608,-10.634930,0.701986,0
22,10,0,-0.279347,18.792608,-10.634930,0.979366,0
23,10,0,0.483407,18.792608,-10.634930,1.297600,0
24,10,0,1.246161,18.792608,-10.634930,1.653598,0
25,10,0,2.008915,18.792608,-10.634930,2.044288,0
26,10,0,2.771668,18.792608,-10.634930,2.466671,0
27,10,0,3.534422,18.792608,-10.634930,2.917880,0
28,10,0,4.297176,18.792608,-10.634930,3.395222,0
29,10,0,5.059930,18.792608,-10.634930,3.896200,0
0,11,0,-17.059930,19.555362,-10.634930,5.173898,0
1,11,0,-16.297176,19.555362,-10.634930,4.616649,0
2,11,0,-15.534422,19.555362,-10.634930,4.077296,0
3,11,0,-14.771668,19.555362,-10.634930,3.557816,0
4,11,0,-14.008915,19.555362,-10.634930,3.060396,0
5,11,0,-13.246161,19.555362,-10.634930,2.587445,0
6,11,0,-12.483407,19.555362,-10.634930,2.141586,0
7,11,0,-11.720653,19.555362,-10.634930,1.725647,0
8,11,0,-10.957900,19.555362,-10.634930,1.342632,0
9,11,0,-10.195146,19.555362,-10.634930,0.995671,0
10,11,0,-9.432392,19.555362,-10.634930,0.687993,0
11,11,0,-8.669638,19.555362,-10.634930,0.423582,0
12,11,0,-7.906884,19.555362,-10.634930,0.213493,0
13,11,0,-7.144131,19.555362,-10.634930,0.083290,0
14,11,0,-6.381377,19.555362,-10.634930,0.030494,0
15,11,0,-5.618623,19.555362,-10.634930,0.014977,0
16,11,0,-4.855869,19.555362,-10.634930,0.012473,0
17,11,0,-4.093116,19.555362,-10.634930,0.018571,0
18,11,0,-3.330362,19.555362,-10.634930,0.043875,0
19,11,0,-2.567608,19.555362,-10.634930,0.121880,0
20,11,0,-1.804854,19.555362,-10.634930,0.285043,0
21,11,0,-1.042100,19.555362,-10.634930,0.518035,0
22,11,0,-0.279347,19.555362,-10.634930,0.799440,0
23,11,0,0.483407,19.555362,-10.634930,1.122354,0
24,11,0,1.246161,19.555362,-10.634930,1.483315,0
25,11,0,2.008915,19.555362,-10.634930,1.879135,0
26,11,0,2.771668,19.555362,-10.634930,2.306726,0
27,11,0,3.534422,19.555362,-10.634930,2.763145,0
28,11,0,4.297176,19.555362,-10.634930,3.245641,0
29,11,0,5.059930,19.555362,-10.634930,3.751669,0
0,12,0,-17.059930,20.318116,-10.634930,5.076845,0
1,12,0,-16.297176,20.318116,-10.634930,4.516132,0
2,12,0,-15.534422,20.318116,-10.634930,3.973180,0
3,12,0,-14.771668,20.318116,-10.634930,3.449980,0
4,12,0,-14.008915,20.318116,-10.634930,2.948741,0
5,12,0,-13.246161,20.318116,-10.634930,2.471896,0
6,12,0,-12.483407,20.318116,-10.634930,2.022109,0
7,12,0,-11.720653,20.318116,-10.634930,1.602255,0
8,12,0,-10.957900,20.318116,-10.634930,1.215399,0
9,12,0,-10.195146,20.318116,-10.634930,0.864751,0
10,12,0,-9.432392,20.318116,-10.634930,0.553774,0
11,12,0,-8.669638,20.318116,-10.634930,0.289595,0
12,12,0,-7.906884,20.318116,-10.634930,0.102852,0
13,12,0,-7.144131,20.318116,-10.634930,0.024784,0
14,12,0,-6.381377,20.318116,-10.634930,0.006290,1
15,12,0,-5.618623,20.318116,-10.634930,0.002564,1
16,12,0,-4.855869,20.318116,-10.634930,0.002050,1
17,12,0,-4.093116,20.318116,-10.634930,0.003348,1
18,12,0,-3.330362,20.318116,-10.634930,0.010165,0
19,12,0,-2.567608,20.318116,-10.634930,0.043434,0
20,12,0,-1.804854,20.318116,-10.634930,0.160888,0
21,12,0,-1.042100,20.318116,-10.634930,0.382872,0
22,12,0,-0.279347,20.318116,-10.634930,0.666375,0
23,12,0,0.483407,20.318116,-10.634930,0.992804,0
24,12,0,1.246161,20.318116,-10.634930,1.357520,0
25,12,0,2.008915,20.318116,-10.634930,1.757217,0
26,12,0,2.771668,20.318116,-10.634930,2.188734,0
27,12,0,3.534422,20.318116,-10.634930,2.649074,0
28,12,0,4.297176,20.318116,-10.634930,3.135439,0
29,12,0,5.059930,20.318116,-10.634930,3.645252,0
0,13,0,-17.059930,21.080869,-10.634930,5.015371,0
1,13,0,-16.297176,21.080869,-10.634930,4.452440,0
2,13,0,-15.534422,21.080869,-10.634930,3.907183,0
3,13,0,-14.771668,21.080869,-10.634930,3.381597,0
4,13,0,-14.008915,21.080869,-10.634930,2.877903,0
5,13,0,-13.246161,21.080869,-10.634930,2.398555,0
6,13,0,-12.483407,21.080869,-10.634930,1.946237,0
7,13,0,-11.720653,21.080869,-10.634930,1.523858,0
8,13,0,-10.957900,21.080869,-10.634930,1.134522,0
9,13,0,-10.195146,21.080869,-10.634930,0.781494,0
10,13,0,-9.432392,21.080869,-10.634930,0.468618,0
11,13,0,-8.669638,21.080869,-10.634930,0.208844,0
12,13,0,-7.906884,21.080869,-10.634930,0.053476,0
13,13,0,-7.144131,21.080869,-10.634930,0.009186,1
14,13,0,-6.381377,21.080869,-10.634930,0.001902,1
15,13,0,-5.618623,21.080869,-10.634930,0.000703,1
16,13,0,-4.855869,21.080869,-10.634930,0.000550,1
17,13,0,-4.093116,21.080869,-10.634930,0.000943,1
18,13,0,-3.330362,21.080869,-10.634930,0.003270,1
19,13,0,-2.567608,21.080869,-10.634930,0.018040,0
20,13,0,-1.804854,21.080869,-10.634930,0.096188,0
21,13,0,-1.042100,21.080869,-10.634930,0.298558,0
22,13,0,-0.279347,21.080869,-10.634930,0.581786,0
23,13,0,0.483407,21.080869,-10.634930,0.910428,0
24,13,0,1.246161,21.080869,-10.634930,1.277573,0
25,13,0,2.008915,21.080869,-10.634930,1.679772,0
26,13,0,2.771668,21.080869,-10.634930,2.113820,0
27,13,0,3.534422,21.080869,-10.634930,2.576684,0
28,13,0,4.297176,21.080869,-10.634930,3.065536,0
29,13,0,5.059930,21.080869,-10.634930,3.577779,0
0,14,0,-17.059930,21.843623,-10.634930,4.989883,0
1,14,0,-16.297176,21.843623,-10.634930,4.426027,0
2,14,0,-15.534422,21.843623,-10.634930,3.879808,0
3,14,0,-14.771668,21.843623,-10.634930,3.353226,0
4,14,0,-14.008915,21.843623,-10.634930,2.848507,0
5,14,0,-13.246161,21.843623,-10.634930,2.368112,0
6,14,0,-12.483407,21.843623,-10.634930,1.914736,0
7,14,0,-11.720653,21.843623,-10.634930,1.491299,0
8,14,0,-10.957900,21.843623,-10.634930,1.100923,0
9,14,0,-10.195146,21.843623,-10.634930,0.746900,0
10,14,0,-9.432392,21.843623,-10.634930,0.433351,0
11,14,0,-8.669638,21.843623,-10.634930,0.177321,0
12,14,0,-7.906884,21.843623,-10.634930,0.038641,0
13,14,0,-7.144131,21.843623,-10.634930,0.005763,1
14,14,0,-6.381377,21.843623,-10.634930,0.001099,1
15,14,0,-5.618623,21.843623,-10.634930,0.000390,1
16,14,0,-4.855869,21.843623,-10.634930,0.000302,1
17,14,0,-4.093116,21.843623,-10.634930,0.000529,1
18,14,0,-3.330362,21.843623,-10.634930,0.001939,1
19,14,0,-2.567608,21.843623,-10.634930,0.011847,0
20,14,0,-1.804854,21.843623,-10.634930,0.074198,0
21,14,0,-1.042100,21.843623,-10.634930,0.264353,0
22,14,0,-0.279347,21.843623,-10.634930,0.546664,0
23,14,0,0.483407,21.843623,-10.634930,0.876202,0
24,14,0,1.246161,21.843623,-10.634930,1.244363,0
25,14,0,2.008915,21.843623,-10.634930,1.647611,0
26,14,0,2.771668,21.843623,-10.634930,2.082719,0
27,14,0,3.534422,21.843623,-10.634930,2.546639,0
28,14,0,4.297176,21.843623,-10.634930,3.036530,0
29,14,0,5.059930,21.843623,-10.634930,3.549788,0
0,15,0,-17.059930,22.606377,-10.634930,5.000552,0
1,15,0,-16.297176,22.606377,-10.634930,4.437084,0
2,15,0,-15.534422,22.606377,-10.634930,3.891268,0
3,15,0,-14.771668,22.606377,-10.634930,3.365103,0
4,15,0,-14.008915,22.606377,-10.634930,2.860814,0
5,15,0,-13.246161,22.606377,-10.634930,2.380858,0
6,15,0,-12.483407,22.606377,-10.634930,1.927925,0
7,15,0,-11.720653,22.606377,-10.634930,1.504932,0
8,15,0,-10.957900,22.606377,-10.634930,1.114993,0
9,15,0,-10.195146,22.606377,-10.634930,0.761386,0
10,15,0,-9.432392,22.606377,-10.634930,0.448092,0
11,15,0,-8.669638,22.606377,-10.634930,0.190180,0
12,15,0,-7.906884,22.606377,-10.634930,0.044162,0
13,15,0,-7.144131,22.606377,-10.634930,0.006899,1
14,15,0,-6.381377,22.606377,-10.634930,0.001343,1
15,15,0,-5.618623,22.606377,-10.634930,0.000480,1
16,15,0,-4.855869,22.606377,-10.634930,0.000372,1
17,15,0,-4.093116,22.606377,-10.634930,0.000650,1
