ix,iy,iz,x,y,z,posErr,targetDist,ok
20,1,0,0.628856,2.439204,-20.886567,18.074147,18.077820,0
21,1,0,1.954627,2.439204,-20.886567,18.358773,18.361849,0
22,1,0,3.280398,2.439204,-20.886567,18.699734,18.702119,0
23,1,0,4.606169,2.439204,-20.886567,19.095122,19.096737,0
24,1,0,5.931940,2.439204,-20.886567,19.542830,19.543610,0
25,1,0,7.257711,2.439204,-20.886567,20.040600,20.040496,0
26,1,0,8.583482,2.439204,-20.886567,20.586073,31.805226,0
27,1,0,9.909253,2.439204,-20.886567,21.176829,32.224970,0
28,1,0,11.235024,2.439204,-20.886567,21.810429,32.555840,0
29,1,0,12.560796,2.439204,-20.886567,22.484447,32.778839,0
30,1,0,13.886567,2.439204,-20.886567,23.196501,32.910486,0
0,2,0,-25.886567,3.764976,-20.886567,23.623134,23.617762,0
1,2,0,-24.560796,3.764976,-20.886567,22.841961,22.837597,0
2,2,0,-23.235024,3.764976,-20.886567,22.095383,22.092048,0
3,2,0,-21.909253,3.764976,-20.886567,21.385785,21.383496,0
4,2,0,-20.583482,3.764976,-20.886567,20.715642,20.714406,0
5,2,0,-19.257711,3.764976,-20.886567,20.087500,20.087314,0
6,2,0,-17.931940,3.764976,-20.886567,19.503945,19.504796,0
7,2,0,-16.606169,3.764976,-20.886567,18.967573,18.969433,0
8,2,0,-15.280398,3.764976,-20.886567,18.480954,18.483780,0
9,2,0,-13.954627,3.764976,-20.886567,18.046579,18.050311,0
10,2,0,-12.628856,3.764976,-20.886567,17.666816,17.671376,0
11,2,0,-11.303084,3.764976,-20.886567,17.343853,17.349147,0
12,2,0,-9.977313,3.764976,-20.886567,17.079644,17.085559,0
13,2,0,-8.651542,3.764976,-20.886567,16.875855,16.882261,0
14,2,0,-7.325771,3.764976,-20.886567,16.733812,16.740569,0
15,2,0,-6.000000,3.764976,-20.886567,16.654465,16.661419,0
16,2,0,-4.674229,3.764976,-20.886567,16.638352,16.645346,0
17,2,0,-3.348458,3.764976,-20.886567,16.685582,16.692458,0
18,2,0,-2.022687,3.764976,-20.886567,16.795833,16.802436,0
19,2,0,-0.696916,3.764976,-20.886567,16.968364,16.974545,0
20,2,0,0.628856,3.764976,-20.886567,17.202034,17.207658,0
21,2,0,1.954627,3.764976,-20.886567,17.495344,17.500291,0
22,2,0,3.280398,3.764976,-20.886567,17.846481,17.850645,0
23,2,0,4.606169,3.764976,-20.886567,18.253369,18.256664,0
24,2,0,5.931940,3.764976,-20.886567,18.713724,18.716081,0
25,2,0,7.257711,3.764976,-20.886567,19.225111,19.226479,0
26,2,0,8.583482,3.764976,-20.886567,19.784994,30.937115,0
27,2,0,9.909253,3.764976,-20.886567,20.390786,31.309563,0
28,2,0,11.235024,3.764976,-20.886567,21.039891,31.581726,0
29,2,0,12.560796,3.764976,-20.886567,21.729737,31.753234,0
30,2,0,13.886567,3.764976,-20.886567,22.457813,31.860432,0
0,3,0,-25.886567,5.090747,-20.886567,22.945402,22.940901,0
1,3,0,-24.560796,5.090747,-20.886567,22.148305,22.144896,0
2,3,0,-23.235024,5.090747,-20.886567,21.385785,21.383496,0
3,3,0,-21.909253,5.090747,-20.886567,20.660332,20.659186,0
4,3,0,-20.583482,5.090747,-20.886567,19.974544,19.974554,0
5,3,0,-19.257711,5.090747,-20.886567,19.331103,19.332273,0
6,3,0,-17.931940,5.090747,-20.886567,18.732750,18.735070,0
7,3,0,-16.606169,5.090747,-20.886567,18.182252,18.185696,0
8,3,0,-15.280398,5.090747,-20.886567,17.682353,17.686879,0
9,3,0,-13.954627,5.090747,-20.886567,17.235734,17.241280,0
10,3,0,-12.628856,5.090747,-20.886567,16.844950,16.851432,0
11,3,0,-11.303084,5.090747,-20.886567,16.512373,16.519687,0
12,3,0,-9.977313,5.090747,-20.886567,16.240128,16.248147,0
13,3,0,-8.651542,5.090747,-20.886567,16.030031,16.038612,0
14,3,0,-7.325771,5.090747,-20.886567,15.883534,15.892516,0
15,3,0,-6.000000,5.090747,-20.886567,15.801678,15.810887,0
16,3,0,-4.674229,5.090747,-20.886567,15.785054,15.794308,0
17,3,0,-3.348458,5.090747,-20.886567,15.833780,15.842899,0
18,3,0,-2.022687,5.090747,-20.886567,15.947506,15.956311,0
19,3,0,-0.696916,5.090747,-20.886567,16.125415,16.133739,0
20,3,0,0.628856,5.090747,-20.886567,16.366260,16.373949,0
21,3,0,1.954627,5.090747,-20.886567,16.668402,16.675322,0
22,3,0,3.280398,5.090747,-20.886567,17.029867,17.035901,0
23,3,0,4.606169,5.090747,-20.886567,17.448400,17.453454,0
24,3,0,5.931940,5.090747,-20.886567,17.921532,17.925532,0
25,3,0,7.257711,5.090747,-20.886567,18.446637,29.674200,0
26,3,0,8.583482,5.090747,-20.886567,19.020999,30.079268,0
27,3,0,9.909253,5.090747,-20.886567,19.641855,30.398094,0
28,3,0,11.235024,5.090747,-20.886567,20.306447,30.614790,0
29,3,0,12.560796,5.090747,-20.886567,21.012058,30.749358,0
30,3,0,13.886567,5.090747,-20.886567,21.756046,30.851994,0
0,4,0,-25.886567,6.416518,-20.886567,22.306570,22.302938,0
1,4,0,-24.560796,6.416518,-20.886567,21.493849,21.491397,0
2,4,0,-23.235024,6.416518,-20.886567,20.715642,20.714406,0
3,4,0,-21.909253,6.416518,-20.886567,19.974544,19.974554,0
4,4,0,-20.583482,6.416518,-20.886567,19.273270,19.274548,0
5,4,0,-19.257711,6.416518,-20.886567,18.614643,18.617198,0
6,4,0,-17.931940,6.416518,-20.886567,18.001558,18.005387,0
7,4,0,-16.606169,6.416518,-20.886567,17.436953,17.442033,0
8,4,0,-15.280398,6.416518,-20.886567,16.923758,16.930048,0
9,4,0,-13.954627,6.416518,-20.886567,16.464846,16.472282,0
10,4,0,-12.628856,6.416518,-20.886567,16.062970,16.071462,0
11,4,0,-11.303084,6.416518,-20.886567,15.720695,15.730129,0
12,4,0,-9.977313,6.416518,-20.886567,15.440326,15.450564,0
13,4,0,-8.651542,6.416518,-20.886567,15.223844,15.234723,0
14,4,0,-7.325771,6.416518,-20.886567,15.072834,15.084170,0
15,4,0,-6.000000,6.416518,-20.886567,14.988434,15.000030,0
16,4,0,-4.674229,6.416518,-20.886567,14.971290,14.982939,0
17,4,0,-3.348458,6.416518,-20.886567,15.021536,15.033029,0
18,4,0,-2.022687,6.416518,-20.886567,15.138783,15.149918,0
19,4,0,-0.696916,6.416518,-20.886567,15.322140,15.332726,0
20,4,0,0.628856,6.416518,-20.886567,15.570243,15.580105,0
21,4,0,1.954627,6.416518,-20.886567,15.881304,15.890292,0
22,4,0,3.280398,6.416518,-20.886567,16.253176,16.261161,0
23,4,0,4.606169,6.416518,-20.886567,16.683416,16.690298,0
24,4,0,5.931940,6.416518,-20.886567,17.169358,17.175059,0
25,4,0,7.257711,6.416518,-20.886567,17.708182,28.872783,0
26,4,0,8.583482,6.416518,-20.886567,18.296980,29.232018,0
27,4,0,9.909253,6.416518,-20.886567,18.932812,29.495709,0
28,4,0,11.235024,6.416518,-20.886567,19.612755,29.666325,0
29,4,0,12.560796,6.416518,-20.886567,20.333947,29.781506,0
30,4,0,13.886567,6.416518,-20.886567,21.093614,29.897178,0
0,5,0,-25.886567,7.742289,-20.886567,21.708910,21.706137,0
1,5,0,-24.560796,7.742289,-20.886567,20.881000,20.879498,0
2,5,0,-23.235024,7.742289,-20.886567,20.087500,20.087314,0
3,5,0,-21.909253,7.742289,-20.886567,19.331103,19.332273,0
4,5,0,-20.583482,7.742289,-20.886567,18.614643,18.617198,0
5,5,0,-19.257711,7.742289,-20.886567,17.941077,17.945036,0
6,5,0,-17.931940,7.742289,-20.886567,17.313458,17.318822,0
7,5,0,-16.606169,7.742289,-20.886567,16.734893,16.741647,0
8,5,0,-15.280398,7.742289,-20.886567,16.208503,16.216607,0
9,5,0,-13.954627,7.742289,-20.886567,15.737359,15.746747,0
10,5,0,-12.628856,7.742289,-20.886567,15.324417,15.334996,0
11,5,0,-11.303084,7.742289,-20.886567,14.972444,14.984090,0
12,5,0,-9.977313,7.742289,-20.886567,14.683938,14.696496,0
13,5,0,-8.651542,7.742289,-20.886567,14.461048,14.474336,0
14,5,0,-7.325771,7.742289,-20.886567,14.305503,14.319313,0
15,5,0,-6.000000,7.742289,-20.886567,14.218544,14.232651,0
16,5,0,-4.674229,7.742289,-20.886567,14.200878,14.215046,0
17,5,0,-3.348458,7.742289,-20.886567,14.252651,14.266642,0
18,5,0,-2.022687,7.742289,-20.886567,14.373439,14.387020,0
19,5,0,-0.696916,7.742289,-20.886567,14.562267,14.575220,0
20,5,0,0.628856,7.742289,-20.886567,14.817648,14.829778,0
21,5,0,1.954627,7.742289,-20.886567,15.137636,15.148775,0
22,5,0,3.280398,7.742289,-20.886567,15.519903,15.529910,0
23,5,0,4.606169,7.742289,-20.886567,15.961807,15.970574,0
24,5,0,5.931940,7.742289,-20.886567,16.460480,27.700168,0
25,5,0,7.257711,7.742289,-20.886567,17.012899,28.090078,0
26,5,0,8.583482,7.742289,-20.886567,17.615961,28.398415,0
27,5,0,9.909253,7.742289,-20.886567,18.266547,28.611069,0
28,5,0,11.235024,7.742289,-20.886567,18.961569,28.749411,0
29,5,0,12.560796,7.742289,-20.886567,19.698018,28.862521,0
30,5,0,13.886567,7.742289,-20.886567,20.472995,29.004502,0
0,6,0,-25.886567,9.068060,-20.886567,21.154712,21.152778,0
1,6,0,-24.560796,9.068060,-20.886567,20.312194,20.311625,0
2,6,0,-23.235024,9.068060,-20.886567,19.503945,19.504796,0
3,6,0,-21.909253,9.068060,-20.886567,18.732750,18.735070,0
4,6,0,-20.583482,9.068060,-20.886567,18.001558,18.005387,0
5,6,0,-19.257711,9.068060,-20.886567,17.313458,17.318822,0
6,6,0,-17.931940,9.068060,-20.886567,16.671653,16.678564,0
7,6,0,-16.606169,9.068060,-20.886567,16.079425,16.087873,0
8,6,0,-15.280398,9.068060,-20.886567,15.540082,15.550031,0
9,6,0,-13.954627,9.068060,-20.886567,15.056896,15.068281,0
10,6,0,-12.628856,9.068060,-20.886567,14.633033,14.645756,0
11,6,0,-11.303084,9.068060,-20.886567,14.271467,14.285393,0
12,6,0,-9.977313,9.068060,-20.886567,13.974893,13.989853,0
13,6,0,-8.651542,9.068060,-20.886567,13.745641,13.761430,0
14,6,0,-7.325771,9.068060,-20.886567,13.585586,13.601971,0
15,6,0,-6.000000,9.068060,-20.886567,13.496081,13.512805,0
16,6,0,-4.674229,9.068060,-20.886567,13.477896,13.494690,0
17,6,0,-3.348458,9.068060,-20.886567,13.531189,13.547780,0
18,6,0,-2.022687,9.068060,-20.886567,13.655499,13.671622,0
19,6,0,-0.696916,9.068060,-20.886567,13.849763,13.865172,0
20,6,0,0.628856,9.068060,-20.886567,14.112365,14.126840,0
21,6,0,1.954627,9.068060,-20.886567,14.441194,14.454548,0
22,6,0,3.280398,9.068060,-20.886567,14.833733,14.845812,0
23,6,0,4.606169,9.068060,-20.886567,15.287135,15.297824,0
24,6,0,5.931940,9.068060,-20.886567,15.798323,26.981546,0
25,6,0,7.257711,9.068060,-20.886567,16.364069,27.327798,0
26,6,0,8.583482,9.068060,-20.886567,16.981074,27.584626,0
27,6,0,9.909253,9.068060,-20.886567,17.646037,27.755348,0
28,6,0,11.235024,9.068060,-20.886567,18.355708,27.876918,0
29,6,0,12.560796,9.068060,-20.886567,19.106937,28.002459,0
30,6,0,13.886567,9.068060,-20.886567,19.896700,28.179071,0
0,7,0,-25.886567,10.393831,-20.886567,20.646252,20.645129,0
1,7,0,-24.560796,10.393831,-20.886567,19.789865,19.790200,0
2,7,0,-23.235024,10.393831,-20.886567,18.967573,18.969433,0
3,7,0,-21.909253,10.393831,-20.886567,18.182252,18.185696,0
4,7,0,-20.583482,10.393831,-20.886567,17.436953,17.442033,0
5,7,0,-19.257711,10.393831,-20.886567,16.734893,16.741647,0
6,7,0,-17.931940,10.393831,-20.886567,16.079425,16.087873,0
7,7,0,-16.606169,10.393831,-20.886567,15.473997,15.484137,0
8,7,0,-15.280398,10.393831,-20.886567,14.922104,14.933906,0
9,7,0,-13.954627,10.393831,-20.886567,14.427219,14.440620,0
10,7,0,-12.628856,10.393831,-20.886567,13.992718,14.007614,0
11,7,0,-11.303084,10.393831,-20.886567,13.621785,13.638034,0
12,7,0,-9.977313,10.393831,-20.886567,13.317318,13.334733,0
13,7,0,-8.651542,10.393831,-20.886567,13.081830,13.100184,0
14,7,0,-7.325771,10.393831,-20.886567,12.917350,12.936381,0
15,7,0,-6.000000,10.393831,-20.886567,12.825344,12.844761,0
16,7,0,-4.674229,10.393831,-20.886567,12.806649,12.826144,0
17,7,0,-3.348458,10.393831,-20.886567,12.861436,12.880700,0
18,7,0,-2.022687,10.393831,-20.886567,12.989203,13.007936,0
19,7,0,-0.696916,10.393831,-20.886567,13.188799,13.206723,0
20,7,0,0.628856,10.393831,-20.886567,13.458472,13.475340,0
21,7,0,1.954627,10.393831,-20.886567,13.795944,13.811549,0
22,7,0,3.280398,10.393831,-20.886567,14.198500,14.212676,0
23,7,0,4.606169,10.393831,-20.886567,14.663088,14.675713,0
24,7,0,5.931940,10.393831,-20.886567,15.186419,26.291681,0
25,7,0,7.257711,10.393831,-20.886567,15.765059,26.590093,0
26,7,0,8.583482,10.393831,-20.886567,16.395514,26.799553,0
27,7,0,9.909253,10.393831,-20.886567,17.074305,26.940610,0
28,7,0,11.235024,10.393831,-20.886567,17.798026,27.059892,0
29,7,0,12.560796,10.393831,-20.886567,18.563386,27.208189,0
30,7,0,13.886567,10.393831,-20.886567,19.367247,27.423194,0
0,8,0,-25.886567,11.719602,-20.886567,20.185762,20.185408,0
1,8,0,-24.560796,11.719602,-20.886567,19.316408,19.317605,0
2,8,0,-23.235024,11.719602,-20.886567,18.480954,18.483780,0
3,8,0,-21.909253,11.719602,-20.886567,17.682353,17.686879,0
4,8,0,-20.583482,11.719602,-20.886567,16.923758,16.930048,0
5,8,0,-19.257711,11.719602,-20.886567,16.208503,16.216607,0
6,8,0,-17.931940,11.719602,-20.886567,15.540082,15.550031,0
7,8,0,-16.606169,11.719602,-20.886567,14.922104,14.933906,0
8,8,0,-15.280398,11.719602,-20.886567,14.358245,14.371877,0
9,8,0,-13.954627,11.719602,-20.886567,13.852175,13.867576,0
10,8,0,-12.628856,11.719602,-20.886567,13.407476,13.424541,0
11,8,0,-11.303084,11.719602,-20.886567,13.027544,13.046120,0
12,8,0,-9.977313,11.719602,-20.886567,12.715478,12.735363,0
13,8,0,-8.651542,11.719602,-20.886567,12.473977,12.494919,0
14,8,0,-7.325771,11.719602,-20.886567,12.305224,12.326929,0
15,8,0,-6.000000,11.719602,-20.886567,12.210801,12.232943,0
16,8,0,-4.674229,11.719602,-20.886567,12.191612,12.213843,0
17,8,0,-3.348458,11.719602,-20.886567,12.247843,12.269813,0
18,8,0,-2.022687,11.719602,-20.886567,12.378951,12.400320,0
19,8,0,-0.696916,11.719602,-20.886567,12.583693,12.604149,0
20,8,0,0.628856,11.719602,-20.886567,12.860180,12.879450,0
21,8,0,1.954627,11.719602,-20.886567,13.205963,13.223818,0
22,8,0,3.280398,11.719602,-20.886567,13.618133,13.634396,0
23,8,0,4.606169,11.719602,-20.886567,14.093430,25.301020,0
24,8,0,5.931940,11.719602,-20.886567,14.628356,25.633377,0
25,8,0,7.257711,11.719602,-20.886567,15.219272,25.883616,0
26,8,0,8.583482,11.719602,-20.886567,15.862497,26.053738,0
27,8,0,9.909253,11.719602,-20.886567,16.554379,26.178152,0
28,8,0,11.235024,11.719602,-20.886567,17.291360,26.306692,0
29,8,0,12.560796,11.719602,-20.886567,18.070022,26.483665,0
30,8,0,13.886567,11.719602,-20.886567,18.887115,26.737165,0
0,9,0,-25.886567,13.045373,-20.886567,19.775388,19.775749,0
1,9,0,-24.560796,13.045373,-20.886567,18.894138,18.896140,0
2,9,0,-23.235024,13.045373,-20.886567,18.046579,18.050311,0
3,9,0,-21.909253,13.045373,-20.886567,17.235734,17.241280,0
4,9,0,-20.583482,13.045373,-20.886567,16.464846,16.472282,0
5,9,0,-19.257711,13.045373,-20.886567,15.737359,15.746747,0
6,9,0,-17.931940,13.045373,-20.886567,15.056896,15.068281,0
7,9,0,-16.606169,13.045373,-20.886567,14.427219,14.440620,0
8,9,0,-15.280398,13.045373,-20.886567,13.852175,13.867576,0
9,9,0,-13.954627,13.045373,-20.886567,13.335623,13.352966,0
10,9,0,-12.628856,13.045373,-20.886567,12.881343,12.900524,0
11,9,0,-11.303084,13.045373,-20.886567,12.492936,12.513793,0
12,9,0,-9.977313,13.045373,-20.886567,12.173700,12.196015,0
13,9,0,-8.651542,13.045373,-20.886567,11.926515,11.950012,0
14,9,0,-7.325771,13.045373,-20.886567,11.753718,11.778071,0
15,9,0,-6.000000,13.045373,-20.886567,11.657006,11.681849,0
16,9,0,-4.674229,13.045373,-20.886567,11.637349,11.662293,0
17,9,0,-3.348458,13.045373,-20.886567,11.694948,11.719598,0
18,9,0,-2.022687,13.045373,-20.886567,11.829219,11.853195,0
19,9,0,-0.696916,13.045373,-20.886567,12.038828,12.061782,0
20,9,0,0.628856,13.045373,-20.886567,12.321750,12.343380,0
21,9,0,1.954627,13.045373,-20.886567,12.675369,12.695426,0
22,9,0,3.280398,13.045373,-20.886567,13.096582,13.114877,0
23,9,0,4.606169,13.045373,-20.886567,13.581929,24.723731,0
24,9,0,5.931940,13.045373,-20.886567,14.127707,25.011402,0
25,9,0,7.257711,13.045373,-20.886567,14.730083,25.216953,0
26,9,0,8.583482,13.045373,-20.886567,15.385196,25.357929,0
27,9,0,9.909253,13.045373,-20.886567,16.089231,25.477331,0
28,9,0,11.235024,13.045373,-20.886567,16.838490,25.622867,0
29,9,0,12.560796,13.045373,-20.886567,17.629432,25.830546,0
30,9,0,13.886567,13.045373,-20.886567,18.458712,26.119977,0
0,10,0,-25.886567,14.371144,-20.886567,19.417153,19.418164,0
1,10,0,-24.560796,14.371144,-20.886567,18.525245,18.527981,0
2,10,0,-23.235024,14.371144,-20.886567,17.666816,17.671376,0
3,10,0,-21.909253,14.371144,-20.886567,16.844950,16.851432,0
4,10,0,-20.583482,14.371144,-20.886567,16.062970,16.071462,0
5,10,0,-19.257711,14.371144,-20.886567,15.324417,15.334996,0
6,10,0,-17.931940,14.371144,-20.886567,14.633033,14.645756,0
7,10,0,-16.606169,14.371144,-20.886567,13.992718,14.007614,0
8,10,0,-15.280398,14.371144,-20.886567,13.407476,13.424541,0
9,10,0,-13.954627,14.371144,-20.886567,12.881343,12.900524,0
10,10,0,-12.628856,14.371144,-20.886567,12.418287,12.439479,0
11,10,0,-11.303084,14.371144,-20.886567,12.022099,12.045134,0
12,10,0,-9.977313,14.371144,-20.886567,11.696268,11.720911,0
13,10,0,-8.651542,14.371144,-20.886567,11.443846,11.469798,0
14,10,0,-7.325771,14.371144,-20.886567,11.267319,11.294221,0
15,10,0,-6.000000,14.371144,-20.886567,11.168494,11.195941,0
16,10,0,-4.674229,14.371144,-20.886567,11.148405,11.175964,0
17,10,0,-3.348458,14.371144,-20.886567,11.207267,11.234499,0
18,10,0,-2.022687,14.371144,-20.886567,11.344457,11.370941,0
19,10,0,-0.696916,14.371144,-20.886567,11.558553,11.583903,0
20,10,0,0.628856,14.371144,-20.886567,11.847400,11.871286,0
21,10,0,1.954627,14.371144,-20.886567,12.208219,12.230373,0
22,10,0,3.280398,14.371144,-20.886567,12.637727,23.873884,0
23,10,0,4.606169,14.371144,-20.886567,13.132270,24.189915,0
24,10,0,5.931940,14.371144,-20.886567,13.687954,24.432315,0
25,10,0,7.257711,14.371144,-20.886567,14.300765,24.599584,0
26,10,0,8.583482,14.371144,-20.886567,14.966673,24.721792,0
27,10,0,9.909253,14.371144,-20.886567,15.681717,24.845042,0
28,10,0,11.235024,14.371144,-20.886567,16.442068,25.011520,0
29,10,0,12.560796,14.371144,-20.886567,17.244079,25.248876,0
30,10,0,13.886567,14.371144,-20.886567,18.084314,25.569880,0
0,11,0,-25.886567,15.696916,-20.886567,19.112913,19.114494,0
1,11,0,-24.560796,15.696916,-20.886567,18.211746,18.215128,0
2,11,0,-23.235024,15.696916,-20.886567,17.343853,17.349147,0
3,11,0,-21.909253,15.696916,-20.886567,16.512373,16.519687,0
4,11,0,-20.583482,15.696916,-20.886567,15.720695,15.730129,0
5,11,0,-19.257711,15.696916,-20.886567,14.972444,14.984090,0
6,11,0,-17.931940,15.696916,-20.886567,14.271467,14.285393,0
7,11,0,-16.606169,15.696916,-20.886567,13.621785,13.638033,0
8,11,0,-15.280398,15.696916,-20.886567,13.027544,13.046120,0
9,11,0,-13.954627,15.696916,-20.886567,12.492936,12.513793,0
10,11,0,-12.628856,15.696916,-20.886567,12.022099,12.045134,0
11,11,0,-11.303084,15.696916,-20.886567,11.619000,11.644038,0
12,11,0,-9.977313,15.696916,-20.886567,11.287301,11.314094,0
13,11,0,-8.651542,15.696916,-20.886567,11.030212,11.058438,0
14,11,0,-7.325771,15.696916,-20.886567,10.850358,10.879626,0
15,11,0,-6.000000,15.696916,-20.886567,10.749645,10.779513,0
16,11,0,-4.674229,15.696916,-20.886567,10.729172,10.759162,0
17,11,0,-3.348458,15.696916,-20.886567,10.789161,10.818792,0
18,11,0,-2.022687,15.696916,-20.886567,10.928957,10.957765,0
19,11,0,-0.696916,15.696916,-20.886567,11.147053,11.174619,0
20,11,0,0.628856,15.696916,-20.886567,11.441176,11.467142,0
21,11,0,1.954627,15.696916,-20.886567,11.808397,11.832477,0
22,11,0,3.280398,15.696916,-20.886567,12.245265,23.429835,0
23,11,0,4.606169,15.696916,-20.886567,12.747951,23.704360,0
24,11,0,5.931940,15.696916,-20.886567,13.312388,23.903853,0
25,11,0,7.257711,15.696916,-20.886567,13.934398,24.040702,0
26,11,0,8.583482,15.696916,-20.886567,14.609801,24.153091,0
27,11,0,9.909253,15.696916,-20.886567,15.334504,24.285760,0
28,11,0,11.235024,15.696916,-20.886567,16.104564,24.473871,0
29,11,0,12.560796,15.696916,-20.886567,16.916241,24.737671,0
30,11,0,13.886567,15.696916,-20.886567,17.766024,25.084770,0
0,12,0,-25.886567,17.022687,-20.886567,18.864312,18.866372,0
1,12,0,-24.560796,17.022687,-20.886567,17.955433,17.959360,0
2,12,0,-23.235024,17.022687,-20.886567,17.079644,17.085559,0
3,12,0,-21.909253,17.022687,-20.886567,16.240128,16.248147,0
4,12,0,-20.583482,17.022687,-20.886567,15.440326,15.450564,0
5,12,0,-19.257711,17.022687,-20.886567,14.683938,14.696496,0
6,12,0,-17.931940,17.022687,-20.886567,13.974893,13.989853,0
7,12,0,-16.606169,17.022687,-20.886567,13.317318,13.334733,0
8,12,0,-15.280398,17.022687,-20.886567,12.715478,12.735363,0
9,12,0,-13.954627,17.022687,-20.886567,12.173700,12.196015,0
10,12,0,-12.628856,17.022687,-20.886567,11.696268,11.720911,0
11,12,0,-11.303084,17.022687,-20.886567,11.287301,11.314094,0
12,12,0,-9.977313,17.022687,-20.886567,10.950610,10.979293,0
13,12,0,-8.651542,17.022687,-20.886567,10.689547,10.719777,0
14,12,0,-7.325771,17.022687,-20.886567,10.506856,10.538214,0
15,12,0,-6.000000,17.022687,-20.886567,10.404534,10.436541,0
16,12,0,-4.674229,17.022687,-20.886567,10.383731,10.415872,0
17,12,0,-3.348458,17.022687,-20.886567,10.444683,10.476434,0
18,12,0,-2.022687,17.022687,-20.886567,10.586700,10.617561,0
19,12,0,-0.696916,17.022687,-20.886567,10.808206,10.837723,0
20,12,0,0.628856,17.022687,-20.886567,11.106819,11.134611,0
21,12,0,1.954627,17.022687,-20.886567,11.479481,11.505245,0
22,12,0,3.280398,17.022687,-20.886567,11.922594,23.041045,0
23,12,0,4.606169,17.022687,-20.886567,12.432177,23.272921,0
24,12,0,5.931940,17.022687,-20.886567,13.004012,23.434024,0
25,12,0,7.257711,17.022687,-20.886567,13.633782,23.548270,0
26,12,0,8.583482,17.022687,-20.886567,14.317177,23.657401,0
27,12,0,9.909253,17.022687,-20.886567,15.049994,23.801908,0
28,12,0,11.235024,17.022687,-20.886567,15.828194,24.009823,0
29,12,0,12.560796,17.022687,-20.886567,16.647960,24.295358,0
