i,x,y,z,posErr,ok
56,-7.123820,23.781552,-1.000000,0.006869,1
57,-7.220210,23.740636,-1.000000,0.005418,1
58,-7.315113,23.696382,-1.000000,0.004257,1
59,-7.408415,23.648843,-1.000000,0.003332,1
60,-7.500000,23.598076,-1.000000,0.002599,1
61,-7.589758,23.544144,-1.000000,0.002021,1
62,-7.677579,23.487113,-1.000000,0.001565,1
63,-7.763356,23.427051,-1.000000,0.001209,1
64,-7.846984,23.364032,-1.000000,0.000931,1
65,-7.928363,23.298133,-1.000000,0.000715,1
66,-8.007392,23.229434,-1.000000,0.000548,1
67,-8.083975,23.158019,-1.000000,0.000418,1
68,-8.158019,23.083975,-1.000000,0.000319,1
69,-8.229434,23.007392,-1.000000,0.000242,1
70,-8.298133,22.928363,-1.000000,0.000184,1
71,-8.364032,22.846984,-1.000000,0.000139,1
72,-8.427051,22.763356,-1.000000,0.000105,1
73,-8.487113,22.677579,-1.000000,0.000080,1
74,-8.544144,22.589758,-1.000000,0.000060,1
75,-8.598076,22.500000,-1.000000,0.000045,1
76,-8.648843,22.408415,-1.000000,0.000034,1
77,-8.696382,22.315113,-1.000000,0.000026,1
78,-8.740636,22.220210,-1.000000,0.000019,1
79,-8.781552,22.123820,-1.000000,0.000014,1
80,-8.819078,22.026060,-1.000000,0.000011,1
81,-8.853170,21.927051,-1.000000,0.000008,1
82,-8.883785,21.826912,-1.000000,0.000006,1
83,-8.910887,21.725766,-1.000000,0.000004,1
84,-8.934443,21.623735,-1.000000,0.000003,1
85,-8.954423,21.520945,-1.000000,0.000002,1
86,-8.970804,21.417519,-1.000000,0.000002,1
87,-8.983566,21.313585,-1.000000,0.000001,1
88,-8.992692,21.209269,-1.000000,0.000001,1
89,-8.998172,21.104698,-1.000000,0.000001,1
90,-9.000000,21.000000,-1.000000,0.000001,1
91,-8.998172,20.895302,-1.000000,0.000000,1
92,-8.992692,20.790731,-1.000000,0.000000,1
93,-8.983566,20.686415,-1.000000,0.000000,1
94,-8.970804,20.582481,-1.000000,0.000000,1
95,-8.954423,20.479055,-1.000000,0.000000,1
96,-8.934443,20.376265,-1.000000,0.000000,1
97,-8.910887,20.274234,-1.000000,0.000000,1
98,-8.883785,20.173088,-1.000000,0.000000,1
99,-8.853170,20.072949,-1.000000,0.000000,1
100,-8.819078,19.973940,-1.000000,0.000000,1
101,-8.781552,19.876180,-1.000000,0.000000,1
102,-8.740636,19.779790,-1.000000,0.000000,1
103,-8.696382,19.684887,-1.000000,0.000000,1
104,-8.648843,19.591585,-1.000000,0.000000,1
105,-8.598076,19.500000,-1.000000,0.000000,1
106,-8.544144,19.410242,-1.000000,0.000000,1
107,-8.487113,19.322421,-1.000000,0.000000,1
108,-8.427051,19.236644,-1.000000,0.000000,1
109,-8.364032,19.153016,-1.000000,0.000000,1
110,-8.298133,19.071637,-1.000000,0.000000,1
111,-8.229434,18.992608,-1.000000,0.000000,1
112,-8.158019,18.916025,-1.000000,0.000000,1
113,-8.083975,18.841981,-1.000000,0.000000,1
114,-8.007392,18.770566,-1.000000,0.000000,1
115,-7.928363,18.701867,-1.000000,0.000000,1
116,-7.846984,18.635968,-1.000000,0.000000,1
117,-7.763356,18.572949,-1.000000,0.000000,1
118,-7.677579,18.512887,-1.000000,0.000000,1
119,-7.589758,18.455856,-1.000000,0.000000,1
120,-7.500000,18.401924,-1.000000,0.000000,1
121,-7.408415,18.351157,-1.000000,0.000000,1
122,-7.315113,18.303618,-1.000000,0.000000,1
123,-7.220210,18.259364,-1.000000,0.000000,1
124,-7.123820,18.218448,-1.000000,0.000001,1
125,-7.026060,18.180922,-1.000000,0.000001,1
126,-6.927051,18.146830,-1.000000,0.000001,1
127,-6.826912,18.116215,-1.000000,0.000001,1
128,-6.725766,18.089113,-1.000000,0.000001,1
129,-6.623735,18.065557,-1.000000,0.000001,1
130,-6.520945,18.045577,-1.000000,0.000002,1
131,-6.417519,18.029196,-1.000000,0.000002,1
132,-6.313585,18.016434,-1.000000,0.000002,1
133,-6.209269,18.007308,-1.000000,0.000003,1
134,-6.104698,18.001828,-1.000000,0.000004,1
135,-6.000000,18.000000,-1.000000,0.000005,1
136,-5.895302,18.001828,-1.000000,0.000006,1
137,-5.790731,18.007308,-1.000000,0.000008,1
138,-5.686415,18.016434,-1.000000,0.000010,1
139,-5.582481,18.029196,-1.000000,0.000013,1
140,-5.479055,18.045577,-1.000000,0.000017,1
141,-5.376265,18.065557,-1.000000,0.000022,1
142,-5.274234,18.089113,-1.000000,0.000028,1
143,-5.173088,18.116215,-1.000000,0.000036,1
144,-5.072949,18.146830,-1.000000,0.000046,1
145,-4.973940,18.180922,-1.000000,0.000058,1
146,-4.876180,18.218448,-1.000000,0.000072,1
147,-4.779790,18.259364,-1.000000,0.000090,1
148,-4.684887,18.303618,-1.000000,0.000111,1
149,-4.591585,18.351157,-1.000000,0.000136,1
150,-4.500000,18.401924,-1.000000,0.000167,1
151,-4.410242,18.455856,-1.000000,0.000203,1
152,-4.322421,18.512887,-1.000000,0.000246,1
153,-4.236644,18.572949,-1.000000,0.000298,1
154,-4.153016,18.635968,-1.000000,0.000360,1
155,-4.071637,18.701867,-1.000000,0.000434,1
156,-3.992608,18.770566,-1.000000,0.000522,1
157,-3.916025,18.841981,-1.000000,0.000626,1
158,-3.841981,18.916025,-1.000000,0.000750,1
159,-3.770566,18.992608,-1.000000,0.000895,1
160,-3.701867,19.071637,-1.000000,0.001066,1
161,-3.635968,19.153016,-1.000000,0.001265,1
162,-3.572949,19.236644,-1.000000,0.001496,1
163,-3.512887,19.322421,-1.000000,0.001762,1
164,-3.455856,19.410242,-1.000000,0.002067,1
165,-3.401924,19.500000,-1.000000,0.002415,1
166,-3.351157,19.591585,-1.000000,0.002806,1
167,-3.303618,19.684887,-1.000000,0.003244,1
168,-3.259364,19.779790,-1.000000,0.003727,1
169,-3.218448,19.876180,-1.000000,0.004256,1
170,-3.180922,19.973940,-1.000000,0.004827,1
171,-3.146830,20.072949,-1.000000,0.005432,1
172,-3.116215,20.173088,-1.000000,0.006064,1
173,-3.089113,20.274234,-1.000000,0.006709,1
174,-3.065557,20.376265,-1.000000,0.007350,1
175,-3.045577,20.479055,-1.000000,0.007963,1
176,-3.029196,20.582481,-1.000000,0.008521,1
177,-3.016434,20.686415,-1.000000,0.008991,1
178,-3.007308,20.790731,-1.000000,0.009332,1
179,-3.001828,20.895302,-1.000000,0.009498,1
