ix,iy,x,y,z,posErr,ok
19,1,4.7095,9.5155,-8.5750,6.900565,0
20,1,5.8994,9.5155,-8.5750,7.569677,0
0,2,-17.8994,10.7055,-8.5750,8.079909,0
1,2,-16.7095,10.7055,-8.5750,7.300284,0
2,2,-15.5195,10.7055,-8.5750,6.566489,0
3,2,-14.3296,10.7055,-8.5750,5.884467,0
4,2,-13.1396,10.7055,-8.5750,5.260700,0
5,2,-11.9497,10.7055,-8.5750,4.702090,0
6,2,-10.7598,10.7055,-8.5750,4.215775,0
7,2,-9.5698,10.7055,-8.5750,3.808835,0
8,2,-8.3799,10.7055,-8.5750,3.487919,0
9,2,-7.1899,10.7055,-8.5750,3.258799,0
10,2,-6.0000,10.7055,-8.5750,3.125915,0
11,2,-4.8101,10.7055,-8.5750,3.091972,0
12,2,-3.6201,10.7055,-8.5750,3.157677,0
13,2,-2.4302,10.7055,-8.5750,3.321667,0
14,2,-1.2402,10.7055,-8.5750,3.580648,0
15,2,-0.0503,10.7055,-8.5750,3.929705,0
16,2,1.1396,10.7055,-8.5750,4.362737,0
17,2,2.3296,10.7055,-8.5750,4.872911,0
18,2,3.5195,10.7055,-8.5750,5.453091,0
19,2,4.7095,10.7055,-8.5750,6.096188,0
20,2,5.8994,10.7055,-8.5750,6.795419,0
0,3,-17.8994,11.8954,-8.5750,7.403836,0
1,3,-16.7095,11.8954,-8.5750,6.594431,0
2,3,-15.5195,11.8954,-8.5750,5.830052,0
3,3,-14.3296,11.8954,-8.5750,5.117069,0
4,3,-13.1396,11.8954,-8.5750,4.462554,0
5,3,-11.9497,11.8954,-8.5750,3.874181,0
6,3,-10.7598,11.8954,-8.5750,3.360029,0
7,3,-9.5698,11.8954,-8.5750,2.928270,0
8,3,-8.3799,11.8954,-8.5750,2.586707,0
9,3,-7.1899,11.8954,-8.5750,2.342224,0
10,3,-6.0000,11.8954,-8.5750,2.200178,0
11,3,-4.8101,11.8954,-8.5750,2.163865,0
12,3,-3.6201,11.8954,-8.5750,2.234148,0
13,3,-2.4302,11.8954,-8.5750,2.409362,0
14,3,-1.2402,11.8954,-8.5750,2.685504,0
15,3,-0.0503,11.8954,-8.5750,3.056666,0
16,3,1.1396,11.8954,-8.5750,3.515604,0
17,3,2.3296,11.8954,-8.5750,4.054342,0
18,3,3.5195,11.8954,-8.5750,4.664695,0
19,3,4.7095,11.8954,-8.5750,5.338683,0
20,3,5.8994,11.8954,-8.5750,6.068810,0
0,4,-17.8994,13.0854,-8.5750,6.781496,0
1,4,-16.7095,13.0854,-8.5750,5.942543,0
2,4,-15.5195,13.0854,-8.5750,5.147506,0
3,4,-14.3296,13.0854,-8.5750,4.403146,0
4,4,-13.1396,13.0854,-8.5750,3.717107,0
5,4,-11.9497,13.0854,-8.5750,3.097853,0
6,4,-10.7598,13.0854,-8.5750,2.554480,0
7,4,-9.5698,13.0854,-8.5750,2.096371,0
8,4,-8.3799,13.0854,-8.5750,1.732669,0
9,4,-7.1899,13.0854,-8.5750,1.471575,0
10,4,-6.0000,13.0854,-8.5750,1.319567,0
11,4,-4.8101,13.0854,-8.5750,1.280669,0
12,4,-3.6201,13.0854,-8.5750,1.355940,0
13,4,-2.4302,13.0854,-8.5750,1.543340,0
14,4,-1.2402,13.0854,-8.5750,1.837994,0
15,4,-0.0503,13.0854,-8.5750,2.232787,0
16,4,1.1396,13.0854,-8.5750,2.719134,0
17,4,2.3296,13.0854,-8.5750,3.287746,0
18,4,3.5195,13.0854,-8.5750,3.929284,0
19,4,4.7095,13.0854,-8.5750,4.634824,0
20,4,5.8994,13.0854,-8.5750,5.396152,0
0,5,-17.8994,14.2753,-8.5750,6.218689,0
1,5,-16.7095,14.2753,-8.5750,5.351043,0
2,5,-15.5195,14.2753,-8.5750,4.525920,0
3,5,-14.3296,14.2753,-8.5750,3.750415,0
4,5,-13.1396,14.2753,-8.5750,3.032705,0
5,5,-11.9497,14.2753,-8.5750,2.382029,0
6,5,-10.7598,14.2753,-8.5750,1.808536,0
7,5,-9.5698,14.2753,-8.5750,1.322929,0
8,5,-8.3799,14.2753,-8.5750,0.935860,0
9,5,-7.1899,14.2753,-8.5750,0.657130,0
10,5,-6.0000,14.2753,-8.5750,0.494799,0
11,5,-4.8101,14.2753,-8.5750,0.453383,0
12,5,-3.6201,14.2753,-8.5750,0.533600,0
13,5,-2.4302,14.2753,-8.5750,0.733802,0
14,5,-1.2402,14.2753,-8.5750,1.048099,0
15,5,-0.0503,14.2753,-8.5750,1.467749,0
16,5,1.1396,14.2753,-8.5750,1.982588,0
17,5,2.3296,14.2753,-8.5750,2.581868,0
18,5,3.5195,14.2753,-8.5750,3.255008,0
19,5,4.7095,14.2753,-8.5750,3.992124,0
20,5,5.8994,14.2753,-8.5750,4.784305,0
0,6,-17.8994,15.4652,-8.5750,5.721394,0
1,6,-16.7095,15.4652,-8.5750,4.826662,0
2,6,-15.5195,15.4652,-8.5750,3.972842,0
3,6,-14.3296,15.4652,-8.5750,3.167285,0
4,6,-13.1396,15.4652,-8.5750,2.418629,0
5,6,-11.9497,15.4652,-8.5750,1.736841,0
6,6,-10.7598,15.4652,-8.5750,1.133115,0
7,6,-9.5698,15.4652,-8.5750,0.619630,0
8,6,-8.3799,15.4652,-8.5750,0.218689,0
9,6,-7.1899,15.4652,-8.5750,0.031247,0
10,6,-6.0000,15.4652,-8.5750,0.004554,1
11,6,-4.8101,15.4652,-8.5750,0.002569,1
12,6,-3.6201,15.4652,-8.5750,0.007575,1
13,6,-2.4302,15.4652,-8.5750,0.063217,0
14,6,-1.2402,15.4652,-8.5750,0.330644,0
15,6,-0.0503,15.4652,-8.5750,0.772957,0
16,6,1.1396,15.4652,-8.5750,1.316645,0
17,6,2.3296,15.4652,-8.5750,1.946573,0
18,6,3.5195,15.4652,-8.5750,2.650871,0
19,6,4.7095,15.4652,-8.5750,3.418712,0
20,6,5.8994,15.4652,-8.5750,4.240551,0
0,7,-17.8994,16.6552,-8.5750,5.295575,0
1,7,-16.7095,16.6552,-8.5750,4.376230,0
2,7,-15.5195,16.6552,-8.5750,3.496067,0
3,7,-14.3296,16.6552,-8.5750,2.662612,0
4,7,-13.1396,16.6552,-8.5750,1.884869,0
5,7,-11.9497,16.6552,-8.5750,1.173443,0
6,7,-10.7598,16.6552,-8.5750,0.540759,0
7,7,-9.5698,16.6552,-8.5750,0.066476,0
8,7,-8.3799,16.6552,-8.5750,0.000434,1
9,7,-7.1899,16.6552,-8.5750,0.000003,1
10,7,-6.0000,16.6552,-8.5750,0.000000,1
11,7,-4.8101,16.6552,-8.5750,0.000000,1
12,7,-3.6201,16.6552,-8.5750,0.000000,1
13,7,-2.4302,16.6552,-8.5750,0.000012,1
14,7,-1.2402,16.6552,-8.5750,0.002521,1
15,7,-0.0503,16.6552,-8.5750,0.177905,0
16,7,1.1396,16.6552,-8.5750,0.733268,0
17,7,2.3296,16.6552,-8.5750,1.392645,0
18,7,3.5195,16.6552,-8.5750,2.126493,0
19,7,4.7095,16.6552,-8.5750,2.923096,0
20,7,5.8994,16.6552,-8.5750,3.772367,0
0,8,-17.8994,17.8451,-8.5750,4.946929,0
1,8,-16.7095,17.8451,-8.5750,4.006367,0
2,8,-15.5195,17.8451,-8.5750,3.103287,0
3,8,-14.3296,17.8451,-8.5750,2.245306,0
4,8,-13.1396,17.8451,-8.5750,1.441692,0
5,8,-11.9497,17.8451,-8.5750,0.703599,0
6,8,-10.7598,17.8451,-8.5750,0.091367,0
7,8,-9.5698,17.8451,-8.5750,0.000116,1
8,8,-8.3799,17.8451,-8.5750,0.000000,1
9,8,-7.1899,17.8451,-8.5750,0.000000,1
10,8,-6.0000,17.8451,-8.5750,0.000000,1
11,8,-4.8101,17.8451,-8.5750,0.000000,1
12,8,-3.6201,17.8451,-8.5750,0.000000,1
13,8,-2.4302,17.8451,-8.5750,0.000000,1
14,8,-1.2402,17.8451,-8.5750,0.000000,1
15,8,-0.0503,17.8451,-8.5750,0.001395,1
16,8,1.1396,17.8451,-8.5750,0.252147,0
17,8,2.3296,17.8451,-8.5750,0.931337,0
18,8,3.5195,17.8451,-8.5750,1.691696,0
19,8,4.7095,17.8451,-8.5750,2.513783,0
20,8,5.8994,17.8451,-8.5750,3.387085,0
0,9,-17.8994,19.0351,-8.5750,4.680575,0
1,9,-16.7095,19.0351,-8.5750,3.723110,0
2,9,-15.5195,19.0351,-8.5750,2.801628,0
3,9,-14.3296,19.0351,-8.5750,1.923774,0
4,9,-13.1396,19.0351,-8.5750,1.098980,0
5,9,-11.9497,19.0351,-8.5750,0.341252,0
6,9,-10.7598,19.0351,-8.5750,0.001569,1
7,9,-9.5698,19.0351,-8.5750,0.000000,1
8,9,-8.3799,19.0351,-8.5750,0.000000,1
9,9,-7.1899,19.0351,-8.5750,0.000000,1
10,9,-6.0000,19.0351,-8.5750,0.000000,1
11,9,-4.8101,19.0351,-8.5750,0.000000,1
12,9,-3.6201,19.0351,-8.5750,0.000000,1
13,9,-2.4302,19.0351,-8.5750,0.000000,1
14,9,-1.2402,19.0351,-8.5750,0.000000,1
15,9,-0.0503,19.0351,-8.5750,0.000002,1
16,9,1.1396,19.0351,-8.5750,0.019684,0
17,9,2.3296,19.0351,-8.5750,0.573805,0
18,9,3.5195,19.0351,-8.5750,1.355870,0
19,9,4.7095,19.0351,-8.5750,2.198749,0
20,9,5.8994,19.0351,-8.5750,3.091463,0
0,10,-17.8994,20.2250,-8.5750,4.500729,0
1,10,-16.7095,20.2250,-8.5750,3.531492,0
2,10,-15.5195,20.2250,-8.5750,2.597116,0
3,10,-14.3296,20.2250,-8.5750,1.705239,0
4,10,-13.1396,20.2250,-8.5750,0.865383,0
5,10,-11.9497,20.2250,-8.5750,0.121317,0
6,10,-10.7598,20.2250,-8.5750,0.000028,1
7,10,-9.5698,20.2250,-8.5750,0.000000,1
8,10,-8.3799,20.2250,-8.5750,0.000000,1
9,10,-7.1899,20.2250,-8.5750,0.000000,1
10,10,-6.0000,20.2250,-8.5750,0.000000,1
11,10,-4.8101,20.2250,-8.5750,0.000000,1
12,10,-3.6201,20.2250,-8.5750,0.000000,1
13,10,-2.4302,20.2250,-8.5750,0.000000,1
14,10,-1.2402,20.2250,-8.5750,0.000000,1
15,10,-0.0503,20.2250,-8.5750,0.000000,1
16,10,1.1396,20.2250,-8.5750,0.000741,1
17,10,2.3296,20.2250,-8.5750,0.332057,0
18,10,3.5195,20.2250,-8.5750,1.127181,0
19,10,4.7095,20.2250,-8.5750,1.984810,0
20,10,5.8994,20.2250,-8.5750,2.891192,0
0,11,-17.8994,21.4149,-8.5750,4.410404,0
1,11,-16.7095,21.4149,-8.5750,3.435141,0
2,11,-15.5195,21.4149,-8.5750,2.494139,0
3,11,-14.3296,21.4149,-8.5750,1.595025,0
4,11,-13.1396,21.4149,-8.5750,0.747367,0
5,11,-11.9497,21.4149,-8.5750,0.049047,0
6,11,-10.7598,21.4149,-8.5750,0.000003,1
7,11,-9.5698,21.4149,-8.5750,0.000000,1
8,11,-8.3799,21.4149,-8.5750,0.000000,1
9,11,-7.1899,21.4149,-8.5750,0.000000,1
10,11,-6.0000,21.4149,-8.5750,0.000000,1
11,11,-4.8101,21.4149,-8.5750,0.000000,1
12,11,-3.6201,21.4149,-8.5750,0.000000,1
13,11,-2.4302,21.4149,-8.5750,0.000000,1
14,11,-1.2402,21.4149,-8.5750,0.000000,1
15,11,-0.0503,21.4149,-8.5750,0.000000,1
16,11,1.1396,21.4149,-8.5750,0.000097,1
17,11,2.3296,21.4149,-8.5750,0.216015,0
18,11,3.5195,21.4149,-8.5750,1.011704,0
19,11,4.7095,21.4149,-8.5750,1.876972,0
20,11,5.8994,21.4149,-8.5750,2.790397,0
0,12,-17.8994,22.6049,-8.5750,4.411165,0
1,12,-16.7095,22.6049,-8.5750,3.435953,0
2,12,-15.5195,22.6049,-8.5750,2.495007,0
3,12,-14.3296,22.6049,-8.5750,1.595954,0
4,12,-13.1396,22.6049,-8.5750,0.748363,0
5,12,-11.9497,22.6049,-8.5750,0.049177,0
6,12,-10.7598,22.6049,-8.5750,0.000002,1
7,12,-9.5698,22.6049,-8.5750,0.000000,1
8,12,-8.3799,22.6049,-8.5750,0.000000,1
9,12,-7.1899,22.6049,-8.5750,0.000000,1
10,12,-6.0000,22.6049,-8.5750,0.000000,1
11,12,-4.8101,22.6049,-8.5750,0.000000,1
12,12,-3.6201,22.6049,-8.5750,0.000000,1
13,12,-2.4302,22.6049,-8.5750,0.000000,1
14,12,-1.2402,22.6049,-8.5750,0.000000,1
15,12,-0.0503,22.6049,-8.5750,0.000000,1
16,12,1.1396,22.6049,-8.5750,0.000093,1
17,12,2.3296,22.6049,-8.5750,0.216814,0
18,12,3.5195,22.6049,-8.5750,1.012679,0
19,12,4.7095,22.6049,-8.5750,1.877882,0
20,12,5.8994,22.6049,-8.5750,2.791247,0
0,13,-17.8994,23.7948,-8.5750,4.502998,0
1,13,-16.7095,23.7948,-8.5750,3.533912,0
2,13,-15.5195,23.7948,-8.5750,2.599701,0
3,13,-14.3296,23.7948,-8.5750,1.708004,0
4,13,-13.1396,23.7948,-8.5750,0.868342,0
5,13,-11.9497,23.7948,-8.5750,0.122814,0
6,13,-10.7598,23.7948,-8.5750,0.000022,1
7,13,-9.5698,23.7948,-8.5750,0.000000,1
8,13,-8.3799,23.7948,-8.5750,0.000000,1
9,13,-7.1899,23.7948,-8.5750,0.000000,1
10,13,-6.0000,23.7948,-8.5750,0.000000,1
11,13,-4.8101,23.7948,-8.5750,0.000000,1
12,13,-3.6201,23.7948,-8.5750,0.000000,1
13,13,-2.4302,23.7948,-8.5750,0.000000,1
14,13,-1.2402,23.7948,-8.5750,0.000000,1
15,13,-0.0503,23.7948,-8.5750,0.000000,1
16,13,1.1396,23.7948,-8.5750,0.000681,1
17,13,2.3296,23.7948,-8.5750,0.334913,0
18,13,3.5195,23.7948,-8.5750,1.130077,0
19,13,4.7095,23.7948,-8.5750,1.987516,0
20,13,5.8994,23.7948,-8.5750,2.893722,0
0,14,-17.8994,24.9848,-8.5750,4.684314,0
1,14,-16.7095,24.9848,-8.5750,3.727090,0
2,14,-15.5195,24.9848,-8.5750,2.805872,0
3,14,-14.3296,24.9848,-8.5750,1.928305,0
4,14,-13.1396,24.9848,-8.5750,1.103818,0
5,14,-11.9497,24.9848,-8.5750,0.346042,0
6,14,-10.7598,24.9848,-8.5750,0.001395,1
7,14,-9.5698,24.9848,-8.5750,0.000000,1
8,14,-8.3799,24.9848,-8.5750,0.000000,1
9,14,-7.1899,24.9848,-8.5750,0.000000,1
10,14,-6.0000,24.9848,-8.5750,0.000000,1
11,14,-4.8101,24.9848,-8.5750,0.000000,1
12,14,-3.6201,24.9848,-8.5750,0.000000,1
13,14,-2.4302,24.9848,-8.5750,0.000000,1
14,14,-1.2402,24.9848,-8.5750,0.000000,1
15,14,-0.0503,24.9848,-8.5750,0.000001,1
16,14,1.1396,24.9848,-8.5750,0.019472,0
17,14,2.3296,24.9848,-8.5750,0.578829,0
18,14,3.5195,24.9848,-8.5750,1.360608,0
19,14,4.7095,24.9848,-8.5750,2.203186,0
20,14,5.8994,24.9848,-8.5750,3.095621,0
0,15,-17.8994,26.1747,-8.5750,4.952077,0
1,15,-16.7095,26.1747,-8.5750,4.011835,0
2,15,-15.5195,26.1747,-8.5750,3.109103,0
3,15,-14.3296,26.1747,-8.5750,2.251496,0
4,15,-13.1396,26.1747,-8.5750,1.448278,0
5,15,-11.9497,26.1747,-8.5750,0.710587,0
6,15,-10.7598,26.1747,-8.5750,0.093671,0
7,15,-9.5698,26.1747,-8.5750,0.000070,1
8,15,-8.3799,26.1747,-8.5750,0.000000,1
9,15,-7.1899,26.1747,-8.5750,0.000000,1
10,15,-6.0000,26.1747,-8.5750,0.000000,1
11,15,-4.8101,26.1747,-8.5750,0.000000,1
12,15,-3.6201,26.1747,-8.5750,0.000000,1
13,15,-2.4302,26.1747,-8.5750,0.000000,1
14,15,-1.2402,26.1747,-8.5750,0.000000,1
15,15,-0.0503,26.1747,-8.5750,0.001129,1
16,15,1.1396,26.1747,-8.5750,0.258167,0
17,15,2.3296,26.1747,-8.5750,0.938202,0
18,15,3.5195,26.1747,-8.5750,1.698153,0
19,15,4.7095,26.1747,-8.5750,2.519851,0
20,15,5.8994,26.1747,-8.5750,3.392786,0
0,16,-17.8994,27.3646,-8.5750,5.302052,0
1,16,-16.7095,27.3646,-8.5750,4.383092,0
2,16,-15.5195,27.3646,-8.5750,3.503343,0
3,16,-14.3296,27.3646,-8.5750,2.670329,0
4,16,-13.1396,27.3646,-8.5750,1.893048,0
5,16,-11.9497,27.3646,-8.5750,1.182096,0
6,16,-10.7598,27.3646,-8.5750,0.549802,0
7,16,-9.5698,27.3646,-8.5750,0.067851,0
8,16,-8.3799,27.3646,-8.5750,0.000238,1
9,16,-7.1899,27.3646,-8.5750,0.000001,1
10,16,-6.0000,27.3646,-8.5750,0.000000,1
11,16,-4.8101,27.3646,-8.5750,0.000000,1
12,16,-3.6201,27.3646,-8.5750,0.000000,1
13,16,-2.4302,27.3646,-8.5750,0.000000,1
14,16,-1.2402,27.3646,-8.5750,0.001918,1
15,16,-0.0503,27.3646,-8.5750,0.184014,0
16,16,1.1396,27.3646,-8.5750,0.742233,0
17,16,2.3296,27.3646,-8.5750,1.401146,0
18,16,3.5195,27.3646,-8.5750,2.134522,0
19,16,4.7095,27.3646,-8.5750,2.930669,0
20,16,5.8994,27.3646,-8.5750,3.779507,0
0,17,-17.8994,28.5546,-8.5750,5.729109,0
1,17,-16.7095,28.5546,-8.5750,4.834811,0
2,17,-15.5195,28.5546,-8.5750,3.981453,0
3,17,-14.3296,28.5546,-8.5750,3.176382,0
4,17,-13.1396,28.5546,-8.5750,2.428230,0
5,17,-11.9497,28.5546,-8.5750,1.746952,0
6,17,-10.7598,28.5546,-8.5750,1.143725,0
7,17,-9.5698,28.5546,-8.5750,0.630663,0
8,17,-8.3799,28.5546,-8.5750,0.227244,0
9,17,-7.1899,28.5546,-8.5750,0.029915,0
10,17,-6.0000,28.5546,-8.5750,0.003197,1
11,17,-4.8101,28.5546,-8.5750,0.001557,1
12,17,-3.6201,28.5546,-8.5750,0.005912,1
13,17,-2.4302,28.5546,-8.5750,0.064035,0
14,17,-1.2402,28.5546,-8.5750,0.341038,0
15,17,-0.0503,28.5546,-8.5750,0.783881,0
16,17,1.1396,28.5546,-8.5750,1.327098,0
17,17,2.3296,28.5546,-8.5750,1.956521,0
18,17,3.5195,28.5546,-8.5750,2.660309,0
19,17,4.7095,28.5546,-8.5750,3.427651,0
20,17,5.8994,28.5546,-8.5750,4.249012,0
0,18,-17.8994,29.7445,-8.5750,6.227545,0
1,18,-16.7095,29.7445,-8.5750,5.360366,0
2,18,-15.5195,29.7445,-8.5750,4.535736,0
3,18,-14.3296,29.7445,-8.5750,3.760744,0
4,18,-13.1396,29.7445,-8.5750,3.043558,0
5,18,-11.9497,29.7445,-8.5750,2.393406,0
6,18,-10.7598,29.7445,-8.5750,1.820418,0
7,18,-9.5698,29.7445,-8.5750,1.335275,0
8,18,-8.3799,29.7445,-8.5750,0.948602,0
9,18,-7.1899,29.7445,-8.5750,0.670143,0
10,18,-6.0000,29.7445,-8.5750,0.507828,0
11,18,-4.8101,29.7445,-8.5750,0.466343,0
12,18,-3.6201,29.7445,-8.5750,0.546655,0
13,18,-2.4302,29.7445,-8.5750,0.746750,0
14,18,-1.2402,29.7445,-8.5750,1.060724,0
15,18,-0.0503,29.7445,-8.5750,1.479953,0
16,18,1.1396,29.7445,-8.5750,1.994312,0
17,18,2.3296,29.7445,-8.5750,2.593078,0
18,18,3.5195,29.7445,-8.5750,3.265693,0
19,18,4.7095,29.7445,-8.5750,4.002287,0
20,18,5.8994,29.7445,-8.5750,4.793961,0
0,19,-17.8994,30.9345,-8.5750,6.791393,0
1,19,-16.7095,30.9345,-8.5750,5.952928,0
2,19,-15.5195,30.9345,-8.5750,5.158398,0
3,19,-14.3296,30.9345,-8.5750,4.414561,0
4,19,-13.1396,30.9345,-8.5750,3.729051,0
5,19,-11.9497,30.9345,-8.5750,3.110318,0
6,19,-10.7598,30.9345,-8.5750,2.567441,0
7,19,-9.5698,30.9345,-8.5750,2.109781,0
8,19,-8.3799,30.9345,-8.5750,1.746459,0
9,19,-7.1899,30.9345,-8.5750,1.485651,0
10,19,-6.0000,30.9345,-8.5750,1.333816,0
11,19,-4.8101,30.9345,-8.5750,1.294962,0
12,19,-3.6201,30.9345,-8.5750,1.370147,0
13,19,-2.4302,30.9345,-8.5750,1.557337,0
14,19,-1.2402,30.9345,-8.5750,1.851672,0
15,19,-0.0503,30.9345,-8.5750,2.246060,0
16,19,1.1396,30.9345,-8.5750,2.731939,0
17,19,2.3296,30.9345,-8.5750,3.300046,0
18,19,3.5195,30.9345,-8.5750,3.941059,0
19,19,4.7095,30.9345,-8.5750,4.646071,0
20,19,5.8994,30.9345,-8.5750,5.406880,0
0,20,-17.8994,32.1244,-8.5750,7.414674,0
1,20,-16.7095,32.1244,-8.5750,6.605765,0
2,20,-15.5195,32.1244,-8.5750,5.841898,0
3,20,-14.3296,32.1244,-8.5750,5.129436,0
4,20,-13.1396,32.1244,-8.5750,4.475441,0
5,20,-11.9497,32.1244,-8.5750,3.887574,0
6,20,-10.7598,32.1244,-8.5750,3.373899,0
7,20,-9.5698,32.1244,-8.5750,2.942566,0
8,20,-8.3799,32.1244,-8.5750,2.601360,0
9,20,-7.1899,32.1244,-8.5750,2.357143,0
10,20,-6.0000,32.1244,-8.5750,2.215257,0
11,20,-4.8101,32.1244,-8.5750,2.178985,0
12,20,-3.6201,32.1244,-8.5750,2.249188,0
13,20,-2.4302,32.1244,-8.5750,2.424207,0
14,20,-1.2402,32.1244,-8.5750,2.700052,0
15,20,-0.0503,32.1244,-8.5750,3.070832,0
16,20,1.1396,32.1244,-8.5750,3.529326,0
17,20,2.3296,32.1244,-8.5750,4.067576,0
18,20,3.5195,32.1244,-8.5750,4.677417,0
19,20,4.7095,32.1244,-8.5750,5.350884,0
20,20,5.8994,32.1244,-8.5750,6.080491,0
