ix,iy,iz,x,y,z,posErr,targetDist,ok
30,0,0,19.619137,-2.394137,-25.194137,31.757472,31.703801,0
0,1,0,-29.619137,-0.752862,-25.194137,30.844770,30.791567,0
1,1,0,-27.977862,-0.752862,-25.194137,29.902749,29.850058,0
2,1,0,-26.336586,-0.752862,-25.194137,29.005804,28.953633,0
3,1,0,-24.695310,-0.752862,-25.194137,28.157027,28.105378,0
4,1,0,-23.054034,-0.752862,-25.194137,27.359608,27.308478,0
5,1,0,-21.412758,-0.752862,-25.194137,26.616804,26.566186,0
6,1,0,-19.771482,-0.752862,-25.194137,25.931904,25.881784,0
7,1,0,-18.130207,-0.752862,-25.194137,25.308176,25.258533,0
8,1,0,-16.488931,-0.752862,-25.194137,24.748814,24.699620,0
9,1,0,-14.847655,-0.752862,-25.194137,24.256875,24.208092,0
10,1,0,-13.206379,-0.752862,-25.194137,23.835207,23.786790,0
11,1,0,-11.565103,-0.752862,-25.194137,23.486381,23.438277,0
12,1,0,-9.923827,-0.752862,-25.194137,23.212619,23.164768,0
13,1,0,-8.282552,-0.752862,-25.194137,23.015730,22.968064,0
14,1,0,-6.641276,-0.752862,-25.194137,22.897049,22.849496,0
15,1,0,-5.000000,-0.752862,-25.194137,22.857397,22.809882,0
16,1,0,-3.358724,-0.752862,-25.194137,22.897049,22.849496,0
17,1,0,-1.717448,-0.752862,-25.194137,23.015730,22.968064,0
18,1,0,-0.076173,-0.752862,-25.194137,23.212619,23.164768,0
19,1,0,1.565103,-0.752862,-25.194137,23.486381,23.438277,0
20,1,0,3.206379,-0.752862,-25.194137,23.835207,23.786790,0
21,1,0,4.847655,-0.752862,-25.194137,24.256875,24.208092,0
22,1,0,6.488931,-0.752862,-25.194137,24.748814,24.699620,0
23,1,0,8.130207,-0.752862,-25.194137,25.308176,25.258533,0
24,1,0,9.771482,-0.752862,-25.194137,25.931904,25.881784,0
25,1,0,11.412758,-0.752862,-25.194137,26.616804,26.566186,0
26,1,0,13.054034,-0.752862,-25.194137,27.359608,27.308478,0
27,1,0,14.695310,-0.752862,-25.194137,28.157027,28.105378,0
28,1,0,16.336586,-0.752862,-25.194137,29.005804,28.953633,0
29,1,0,17.977862,-0.752862,-25.194137,29.902749,29.850058,0
30,1,0,19.619137,-0.752862,-25.194137,30.844770,30.791567,0
0,2,0,-29.619137,0.888414,-25.194137,29.977403,29.924670,0
1,2,0,-27.977862,0.888414,-25.194137,29.015013,28.962836,0
2,2,0,-26.336586,0.888414,-25.194137,28.097756,28.046143,0
3,2,0,-24.695310,0.888414,-25.194137,27.228870,27.177828,0
4,2,0,-23.054034,0.888414,-25.194137,26.411720,26.361248,0
5,2,0,-21.412758,0.888414,-25.194137,25.649757,25.599850,0
6,2,0,-19.771482,0.888414,-25.194137,24.946482,24.897127,0
7,2,0,-18.130207,0.888414,-25.194137,24.305394,24.256570,0
8,2,0,-16.488931,0.888414,-25.194137,23.729927,23.681604,0
9,2,0,-14.847655,0.888414,-25.194137,23.223383,23.175522,0
10,2,0,-13.206379,0.888414,-25.194137,22.788854,22.741405,0
11,2,0,-11.565103,0.888414,-25.194137,22.429141,22.382046,0
12,2,0,-9.923827,0.888414,-25.194137,22.146672,22.099863,0
13,2,0,-8.282552,0.888414,-25.194137,21.943431,21.896831,0
14,2,0,-6.641276,0.888414,-25.194137,21.820883,21.774412,0
15,2,0,-5.000000,0.888414,-25.194137,21.779932,21.733505,0
16,2,0,-3.358724,0.888414,-25.194137,21.820883,21.774412,0
17,2,0,-1.717448,0.888414,-25.194137,21.943431,21.896831,0
18,2,0,-0.076173,0.888414,-25.194137,22.146672,22.099863,0
19,2,0,1.565103,0.888414,-25.194137,22.429141,22.382046,0
20,2,0,3.206379,0.888414,-25.194137,22.788854,22.741405,0
21,2,0,4.847655,0.888414,-25.194137,23.223383,23.175522,0
22,2,0,6.488931,0.888414,-25.194137,23.729927,23.681604,0
23,2,0,8.130207,0.888414,-25.194137,24.305394,24.256570,0
24,2,0,9.771482,0.888414,-25.194137,24.946482,24.897127,0
25,2,0,11.412758,0.888414,-25.194137,25.649757,25.599850,0
26,2,0,13.054034,0.888414,-25.194137,26.411720,26.361248,0
27,2,0,14.695310,0.888414,-25.194137,27.228870,27.177828,0
28,2,0,16.336586,0.888414,-25.194137,28.097756,28.046143,0
29,2,0,17.977862,0.888414,-25.194137,29.015013,28.962836,0
30,2,0,19.619137,0.888414,-25.194137,29.977403,29.924670,0
0,3,0,-29.619137,2.529690,-25.194137,29.158302,29.106039,0
1,3,0,-27.977862,2.529690,-25.194137,28.175841,28.124180,0
2,3,0,-26.336586,2.529690,-25.194137,27.238506,27.187458,0
3,3,0,-24.695310,2.529690,-25.194137,26.349685,26.299258,0
4,3,0,-23.054034,2.529690,-25.194137,25.512913,25.463111,0
5,3,0,-21.412758,2.529690,-25.194137,24.731837,24.682656,0
6,3,0,-19.771482,2.529690,-25.194137,24.010175,23.961605,0
7,3,0,-18.130207,2.529690,-25.194137,23.351663,23.303683,0
8,3,0,-16.488931,2.529690,-25.194137,22.759986,22.712565,0
9,3,0,-14.847655,2.529690,-25.194137,22.238704,22.191801,0
10,3,0,-13.206379,2.529690,-25.194137,21.791165,21.744725,0
11,3,0,-11.565103,2.529690,-25.194137,21.420415,21.374374,0
12,3,0,-9.923827,2.529690,-25.194137,21.129104,21.083387,0
13,3,0,-8.282552,2.529690,-25.194137,20.919402,20.873923,0
14,3,0,-6.641276,2.529690,-25.194137,20.792918,20.747586,0
15,3,0,-5.000000,2.529690,-25.194137,20.750646,20.705362,0
16,3,0,-3.358724,2.529690,-25.194137,20.792918,20.747586,0
17,3,0,-1.717448,2.529690,-25.194137,20.919402,20.873923,0
18,3,0,-0.076173,2.529690,-25.194137,21.129104,21.083387,0
19,3,0,1.565103,2.529690,-25.194137,21.420415,21.374374,0
20,3,0,3.206379,2.529690,-25.194137,21.791165,21.744725,0
21,3,0,4.847655,2.529690,-25.194137,22.238704,22.191801,0
22,3,0,6.488931,2.529690,-25.194137,22.759986,22.712565,0
23,3,0,8.130207,2.529690,-25.194137,23.351663,23.303683,0
24,3,0,9.771482,2.529690,-25.194137,24.010175,23.961605,0
25,3,0,11.412758,2.529690,-25.194137,24.731837,24.682656,0
26,3,0,13.054034,2.529690,-25.194137,25.512913,25.463111,0
27,3,0,14.695310,2.529690,-25.194137,26.349685,26.299258,0
28,3,0,16.336586,2.529690,-25.194137,27.238506,27.187458,0
29,3,0,17.977862,2.529690,-25.194137,28.175841,28.124180,0
30,3,0,19.619137,2.529690,-25.194137,29.158302,29.106039,0
0,4,0,-29.619137,4.170966,-25.194137,28.390470,28.338674,0
1,4,0,-27.977862,4.170966,-25.194137,27.388410,27.337261,0
2,4,0,-26.336586,4.170966,-25.194137,26.431409,26.380923,0
3,4,0,-24.695310,4.170966,-25.194137,25.523001,25.473191,0
4,4,0,-23.054034,4.170966,-25.194137,24.666888,24.617761,0
5,4,0,-21.412758,4.170966,-25.194137,23.866913,23.818469,0
6,4,0,-19.771482,4.170966,-25.194137,23.127014,23.079243,0
7,4,0,-18.130207,4.170966,-25.194137,22.451168,22.404051,0
8,4,0,-16.488931,4.170966,-25.194137,21.843317,21.796822,0
9,4,0,-14.847655,4.170966,-25.194137,21.307289,21.261373,0
10,4,0,-13.206379,4.170966,-25.194137,20.846700,20.801305,0
11,4,0,-11.565103,4.170966,-25.194137,20.464855,20.419910,0
12,4,0,-9.923827,4.170966,-25.194137,20.164639,20.120060,0
13,4,0,-8.282552,4.170966,-25.194137,19.948422,19.904112,0
14,4,0,-6.641276,4.170966,-25.194137,19.817965,19.773821,0
15,4,0,-5.000000,4.170966,-25.194137,19.774357,19.730269,0
16,4,0,-3.358724,4.170966,-25.194137,19.817965,19.773821,0
17,4,0,-1.717448,4.170966,-25.194137,19.948422,19.904112,0
18,4,0,-0.076173,4.170966,-25.194137,20.164639,20.120060,0
19,4,0,1.565103,4.170966,-25.194137,20.464855,20.419910,0
20,4,0,3.206379,4.170966,-25.194137,20.846700,20.801305,0
21,4,0,4.847655,4.170966,-25.194137,21.307289,21.261373,0
22,4,0,6.488931,4.170966,-25.194137,21.843317,21.796822,0
23,4,0,8.130207,4.170966,-25.194137,22.451168,22.404051,0
24,4,0,9.771482,4.170966,-25.194137,23.127014,23.079243,0
25,4,0,11.412758,4.170966,-25.194137,23.866913,23.818469,0
26,4,0,13.054034,4.170966,-25.194137,24.666888,24.617761,0
27,4,0,14.695310,4.170966,-25.194137,25.523001,25.473191,0
28,4,0,16.336586,4.170966,-25.194137,26.431409,26.380923,0
29,4,0,17.977862,4.170966,-25.194137,27.388410,27.337261,0
30,4,0,19.619137,4.170966,-25.194137,28.390470,28.338674,0
0,5,0,-29.619137,5.812242,-25.194137,27.676955,27.625615,0
1,5,0,-27.977862,5.812242,-25.194137,26.655958,26.605312,0
2,5,0,-26.336586,5.812242,-25.194137,25.679899,25.629969,0
3,5,0,-24.695310,5.812242,-25.194137,24.752449,24.703251,0
4,5,0,-23.054034,5.812242,-25.194137,23.877475,23.829022,0
5,5,0,-21.412758,5.812242,-25.194137,23.059013,23.011306,0
6,5,0,-19.771482,5.812242,-25.194137,22.301218,22.254251,0
7,5,0,-18.130207,5.812242,-25.194137,21.608307,21.562063,0
8,5,0,-16.488931,5.812242,-25.194137,20.984487,20.938934,0
9,5,0,-14.847655,5.812242,-25.194137,20.433859,20.388951,0
10,5,0,-13.206379,5.812242,-25.194137,19.960317,19.915992,0
11,5,0,-11.565103,5.812242,-25.194137,19.567434,19.523615,0
12,5,0,-9.923827,5.812242,-25.194137,19.258342,19.214935,0
13,5,0,-8.282552,5.812242,-25.194137,19.035620,18.992519,0
14,5,0,-6.641276,5.812242,-25.194137,18.901193,18.858280,0
15,5,0,-5.000000,5.812242,-25.194137,18.856250,18.813400,0
16,5,0,-3.358724,5.812242,-25.194137,18.901193,18.858280,0
17,5,0,-1.717448,5.812242,-25.194137,19.035620,18.992519,0
18,5,0,-0.076173,5.812242,-25.194137,19.258342,19.214935,0
19,5,0,1.565103,5.812242,-25.194137,19.567434,19.523615,0
20,5,0,3.206379,5.812242,-25.194137,19.960317,19.915992,0
21,5,0,4.847655,5.812242,-25.194137,20.433859,20.388951,0
22,5,0,6.488931,5.812242,-25.194137,20.984487,20.938934,0
23,5,0,8.130207,5.812242,-25.194137,21.608307,21.562063,0
24,5,0,9.771482,5.812242,-25.194137,22.301218,22.254251,0
25,5,0,11.412758,5.812242,-25.194137,23.059013,23.011306,0
26,5,0,13.054034,5.812242,-25.194137,23.877475,23.829022,0
27,5,0,14.695310,5.812242,-25.194137,24.752449,24.703251,0
28,5,0,16.336586,5.812242,-25.194137,25.679899,25.629969,0
29,5,0,17.977862,5.812242,-25.194137,26.655958,26.605312,0
30,5,0,19.619137,5.812242,-25.194137,27.676955,27.625615,0
0,6,0,-29.619137,7.453518,-25.194137,27.020808,26.969908,0
1,6,0,-27.977862,7.453518,-25.194137,25.981744,25.931587,0
2,6,0,-26.336586,7.453518,-25.194137,24.987449,24.938061,0
3,6,0,-24.695310,7.453518,-25.194137,24.041724,23.993126,0
4,6,0,-23.054034,7.453518,-25.194137,23.148593,23.100801,0
5,6,0,-21.412758,7.453518,-25.194137,22.312275,22.265297,0
6,6,0,-19.771482,7.453518,-25.194137,21.537141,21.490973,0
7,6,0,-18.130207,7.453518,-25.194137,20.827647,20.782274,0
8,6,0,-16.488931,7.453518,-25.194137,20.188261,20.143652,0
9,6,0,-14.847655,7.453518,-25.194137,19.623362,19.579469,0
10,6,0,-13.206379,7.453518,-25.194137,19.137125,19.093884,0
11,6,0,-11.565103,7.453518,-25.194137,18.733399,18.690724,0
12,6,0,-9.923827,7.453518,-25.194137,18.415572,18.373359,0
13,6,0,-8.282552,7.453518,-25.194137,18.186439,18.144571,0
14,6,0,-6.641276,7.453518,-25.194137,18.048095,18.006439,0
15,6,0,-5.000000,7.453518,-25.194137,18.001834,17.960249,0
16,6,0,-3.358724,7.453518,-25.194137,18.048095,18.006439,0
17,6,0,-1.717448,7.453518,-25.194137,18.186439,18.144571,0
18,6,0,-0.076173,7.453518,-25.194137,18.415572,18.373359,0
19,6,0,1.565103,7.453518,-25.194137,18.733399,18.690724,0
20,6,0,3.206379,7.453518,-25.194137,19.137125,19.093884,0
21,6,0,4.847655,7.453518,-25.194137,19.623362,19.579469,0
22,6,0,6.488931,7.453518,-25.194137,20.188261,20.143652,0
23,6,0,8.130207,7.453518,-25.194137,20.827647,20.782274,0
24,6,0,9.771482,7.453518,-25.194137,21.537141,21.490973,0
25,6,0,11.412758,7.453518,-25.194137,22.312275,22.265297,0
26,6,0,13.054034,7.453518,-25.194137,23.148593,23.100801,0
27,6,0,14.695310,7.453518,-25.194137,24.041724,23.993126,0
28,6,0,16.336586,7.453518,-25.194137,24.987449,24.938061,0
29,6,0,17.977862,7.453518,-25.194137,25.981744,25.931587,0
30,6,0,19.619137,7.453518,-25.194137,27.020808,26.969908,0
0,7,0,-29.619137,9.094793,-25.194137,26.425038,26.374557,0
1,7,0,-27.977862,9.094793,-25.194137,25.369000,25.319309,0
2,7,0,-26.336586,9.094793,-25.194137,24.357521,24.308653,0
3,7,0,-24.695310,9.094793,-25.194137,23.394525,23.346505,0
4,7,0,-23.054034,9.094793,-25.194137,22.484181,22.437031,0
5,7,0,-21.412758,9.094793,-25.194137,21.630887,21.584618,0
6,7,0,-19.771482,9.094793,-25.194137,20.839215,20.793829,0
7,7,0,-18.130207,9.094793,-25.194137,20.113856,20.069339,0
8,7,0,-16.488931,9.094793,-25.194137,19.459535,19.415858,0
9,7,0,-14.847655,9.094793,-25.194137,18.880903,18.838018,0
10,7,0,-13.206379,9.094793,-25.194137,18.382420,18.340257,0
11,7,0,-11.565103,9.094793,-25.194137,17.968211,17.926678,0
12,7,0,-9.923827,9.094793,-25.194137,17.641920,17.600905,0
13,7,0,-8.282552,9.094793,-25.194137,17.406568,17.365938,0
14,7,0,-6.641276,9.094793,-25.194137,17.264419,17.224027,0
15,7,0,-5.000000,9.094793,-25.194137,17.216877,17.176566,0
16,7,0,-3.358724,9.094793,-25.194137,17.264419,17.224027,0
17,7,0,-1.717448,9.094793,-25.194137,17.406568,17.365938,0
18,7,0,-0.076173,9.094793,-25.194137,17.641920,17.600905,0
19,7,0,1.565103,9.094793,-25.194137,17.968211,17.926678,0
20,7,0,3.206379,9.094793,-25.194137,18.382420,18.340257,0
21,7,0,4.847655,9.094793,-25.194137,18.880903,18.838018,0
22,7,0,6.488931,9.094793,-25.194137,19.459535,19.415858,0
23,7,0,8.130207,9.094793,-25.194137,20.113856,20.069339,0
24,7,0,9.771482,9.094793,-25.194137,20.839215,20.793829,0
25,7,0,11.412758,9.094793,-25.194137,21.630887,21.584618,0
26,7,0,13.054034,9.094793,-25.194137,22.484181,22.437031,0
27,7,0,14.695310,9.094793,-25.194137,23.394525,23.346505,0
28,7,0,16.336586,9.094793,-25.194137,24.357521,24.308653,0
29,7,0,17.977862,9.094793,-25.194137,25.369000,25.319309,0
30,7,0,19.619137,9.094793,-25.194137,26.425038,26.374557,0
0,8,0,-29.619137,10.736069,-25.194137,25.892564,25.842474,0
1,8,0,-27.977862,10.736069,-25.194137,24.820870,24.771617,0
2,8,0,-26.336586,10.736069,-25.194137,23.793502,23.745123,0
3,8,0,-24.695310,10.736069,-25.194137,22.814489,22.767016,0
4,8,0,-23.054034,10.736069,-25.194137,21.888139,21.841597,0
5,8,0,-21.412758,10.736069,-25.194137,21.019008,20.973416,0
6,8,0,-19.771482,10.736069,-25.194137,20.211865,20.167227,0
7,8,0,-18.130207,10.736069,-25.194137,19.471620,19.427928,0
8,8,0,-16.488931,10.736069,-25.194137,18.803245,18.760469,0
9,8,0,-14.847655,10.736069,-25.194137,18.211656,18.169749,0
10,8,0,-13.206379,10.736069,-25.194137,17.701589,17.660477,0
11,8,0,-11.565103,10.736069,-25.194137,17.277440,17.237026,0
12,8,0,-9.923827,10.736069,-25.194137,16.943110,16.903270,0
13,8,0,-8.282552,10.736069,-25.194137,16.701840,16.662429,0
14,8,0,-6.641276,10.736069,-25.194137,16.556068,16.516922,0
15,8,0,-5.000000,10.736069,-25.194137,16.507306,16.468250,0
16,8,0,-3.358724,10.736069,-25.194137,16.556068,16.516922,0
17,8,0,-1.717448,10.736069,-25.194137,16.701840,16.662429,0
18,8,0,-0.076173,10.736069,-25.194137,16.943110,16.903270,0
19,8,0,1.565103,10.736069,-25.194137,17.277440,17.237026,0
20,8,0,3.206379,10.736069,-25.194137,17.701589,17.660477,0
21,8,0,4.847655,10.736069,-25.194137,18.211656,18.169749,0
22,8,0,6.488931,10.736069,-25.194137,18.803245,18.760469,0
23,8,0,8.130207,10.736069,-25.194137,19.471620,19.427928,0
24,8,0,9.771482,10.736069,-25.194137,20.211865,20.167227,0
25,8,0,11.412758,10.736069,-25.194137,21.019008,20.973416,0
26,8,0,13.054034,10.736069,-25.194137,21.888139,21.841597,0
27,8,0,14.695310,10.736069,-25.194137,22.814489,22.767016,0
28,8,0,16.336586,10.736069,-25.194137,23.793502,23.745123,0
29,8,0,17.977862,10.736069,-25.194137,24.820870,24.771617,0
30,8,0,19.619137,10.736069,-25.194137,25.892564,25.842474,0
0,9,0,-29.619137,12.377345,-25.194137,25.426155,25.376420,0
1,9,0,-27.977862,12.377345,-25.194137,24.340356,24.291502,0
2,9,0,-26.336586,12.377345,-25.194137,23.298636,23.250704,0
3,9,0,-24.695310,12.377345,-25.194137,22.305118,22.258148,0
4,9,0,-23.054034,12.377345,-25.194137,21.364232,21.318253,0
5,9,0,-21.412758,12.377345,-25.194137,20.480682,20.435718,0
6,9,0,-19.771482,12.377345,-25.194137,19.659411,19.615472,0
7,9,0,-18.130207,12.377345,-25.194137,18.905536,18.862616,0
8,9,0,-16.488931,12.377345,-25.194137,18.224256,18.182330,0
9,9,0,-14.847655,12.377345,-25.194137,17.620740,17.579759,0
10,9,0,-13.206379,12.377345,-25.194137,17.099983,17.059871,0
11,9,0,-11.565103,12.377345,-25.194137,16.666642,16.627295,0
12,9,0,-9.923827,12.377345,-25.194137,16.324865,16.286149,0
13,9,0,-8.282552,12.377345,-25.194137,16.078106,16.039862,0
14,9,0,-6.641276,12.377345,-25.194137,15.928968,15.891018,0
15,9,0,-5.000000,12.377345,-25.194137,15.879073,15.841222,0
16,9,0,-3.358724,12.377345,-25.194137,15.928968,15.891018,0
17,9,0,-1.717448,12.377345,-25.194137,16.078106,16.039862,0
18,9,0,-0.076173,12.377345,-25.194137,16.324865,16.286149,0
19,9,0,1.565103,12.377345,-25.194137,16.666642,16.627295,0
20,9,0,3.206379,12.377345,-25.194137,17.099983,17.059871,0
21,9,0,4.847655,12.377345,-25.194137,17.620740,17.579759,0
22,9,0,6.488931,12.377345,-25.194137,18.224256,18.182330,0
23,9,0,8.130207,12.377345,-25.194137,18.905536,18.862616,0
24,9,0,9.771482,12.377345,-25.194137,19.659411,19.615472,0
25,9,0,11.412758,12.377345,-25.194137,20.480682,20.435718,0
26,9,0,13.054034,12.377345,-25.194137,21.364232,21.318253,0
27,9,0,14.695310,12.377345,-25.194137,22.305118,22.258148,0
28,9,0,16.336586,12.377345,-25.194137,23.298636,23.250704,0
29,9,0,17.977862,12.377345,-25.194137,24.340356,24.291502,0
30,9,0,19.619137,12.377345,-25.194137,25.426155,25.376420,0
0,10,0,-29.619137,14.018621,-25.194137,25.028370,24.978949,0
1,10,0,-27.977862,14.018621,-25.194137,23.930240,23.881740,0
2,10,0,-26.336586,14.018621,-25.194137,22.875944,22.828411,0
3,10,0,-24.695310,14.018621,-25.194137,21.869688,21.823165,0
4,10,0,-23.054034,14.018621,-25.194137,20.916003,20.870528,0
5,10,0,-21.412758,14.018621,-25.194137,20.019726,19.975327,0
6,10,0,-19.771482,14.018621,-25.194137,19.185954,19.142646,0
7,10,0,-18.130207,14.018621,-25.194137,18.419986,18.377767,0
8,10,0,-16.488931,14.018621,-25.194137,17.727229,17.686077,0
9,10,0,-14.847655,14.018621,-25.194137,17.113080,17.072945,0
10,10,0,-13.206379,14.018621,-25.194137,16.582770,16.543576,0
11,10,0,-11.565103,14.018621,-25.194137,16.141201,16.102835,0
12,10,0,-9.923827,14.018621,-25.194137,15.792744,15.755066,0
13,10,0,-8.282552,14.018621,-25.194137,15.541055,15.503892,0
14,10,0,-6.641276,14.018621,-25.194137,15.388893,15.352051,0
15,10,0,-5.000000,14.018621,-25.194137,15.337977,15.301244,0
16,10,0,-3.358724,14.018621,-25.194137,15.388893,15.352051,0
17,10,0,-1.717448,14.018621,-25.194137,15.541055,15.503892,0
18,10,0,-0.076173,14.018621,-25.194137,15.792744,15.755066,0
19,10,0,1.565103,14.018621,-25.194137,16.141201,16.102835,0
20,10,0,3.206379,14.018621,-25.194137,16.582770,16.543576,0
21,10,0,4.847655,14.018621,-25.194137,17.113080,17.072945,0
22,10,0,6.488931,14.018621,-25.194137,17.727229,17.686077,0
23,10,0,8.130207,14.018621,-25.194137,18.419986,18.377767,0
24,10,0,9.771482,14.018621,-25.194137,19.185954,19.142646,0
25,10,0,11.412758,14.018621,-25.194137,20.019726,19.975327,0
26,10,0,13.054034,14.018621,-25.194137,20.916003,20.870528,0
27,10,0,14.695310,14.018621,-25.194137,21.869688,21.823165,0
28,10,0,16.336586,14.018621,-25.194137,22.875944,22.828411,0
29,10,0,17.977862,14.018621,-25.194137,23.930240,23.881740,0
30,10,0,19.619137,14.018621,-25.194137,25.028370,24.978949,0
0,11,0,-29.619137,15.659897,-25.194137,24.701497,24.652341,0
1,11,0,-27.977862,15.659897,-25.194137,23.593019,23.544819,0
2,11,0,-26.336586,15.659897,-25.194137,22.528149,22.480955,0
3,11,0,-24.695310,15.659897,-25.194137,21.511160,21.465020,0
4,11,0,-23.054034,15.659897,-25.194137,20.546670,20.501627,0
5,11,0,-21.412758,15.659897,-25.194137,19.639622,19.595709,0
6,11,0,-19.771482,15.659897,-25.194137,18.795247,18.752484,0
7,11,0,-18.130207,15.659897,-25.194137,18.019000,17.977389,0
8,11,0,-16.488931,15.659897,-25.194137,17.316467,17.275987,0
9,11,0,-14.847655,15.659897,-25.194137,16.693238,16.653843,0
10,11,0,-13.206379,15.659897,-25.194137,16.154759,16.116367,0
11,11,0,-11.565103,15.659897,-25.194137,15.706137,15.668634,0
12,11,0,-9.923827,15.659897,-25.194137,15.351947,15.315183,0
13,11,0,-8.282552,15.659897,-25.194137,15.096021,15.059813,0
14,11,0,-6.641276,15.659897,-25.194137,14.941258,14.905395,0
15,11,0,-5.000000,15.659897,-25.194137,14.889466,14.853720,0
16,11,0,-3.358724,15.659897,-25.194137,14.941258,14.905395,0
17,11,0,-1.717448,15.659897,-25.194137,15.096021,15.059813,0
18,11,0,-0.076173,15.659897,-25.194137,15.351947,15.315183,0
19,11,0,1.565103,15.659897,-25.194137,15.706137,15.668634,0
20,11,0,3.206379,15.659897,-25.194137,16.154759,16.116367,0
21,11,0,4.847655,15.659897,-25.194137,16.693238,16.653843,0
22,11,0,6.488931,15.659897,-25.194137,17.316467,17.275987,0
23,11,0,8.130207,15.659897,-25.194137,18.019000,17.977389,0
24,11,0,9.771482,15.659897,-25.194137,18.795247,18.752484,0
25,11,0,11.412758,15.659897,-25.194137,19.639622,19.595709,0
26,11,0,13.054034,15.659897,-25.194137,20.546670,20.501627,0
27,11,0,14.695310,15.659897,-25.194137,21.511160,21.465020,0
28,11,0,16.336586,15.659897,-25.194137,22.528149,22.480955,0
29,11,0,17.977862,15.659897,-25.194137,23.593019,23.544819,0
30,11,0,19.619137,15.659897,-25.194137,24.701497,24.652341,0
0,12,0,-29.619137,17.301173,-25.194137,24.447493,24.398549,0
1,12,0,-27.977862,17.301173,-25.194137,23.330836,23.282875,0
2,12,0,-26.336586,17.301173,-25.194137,22.257595,22.210672,0
3,12,0,-24.695310,17.301173,-25.194137,21.232094,21.186262,0
4,12,0,-23.054034,17.301173,-25.194137,20.259020,20.214324,0
5,12,0,-21.412758,17.301173,-25.194137,19.343400,19.299878,0
6,12,0,-19.771482,17.301173,-25.194137,18.490571,18.448248,0
7,12,0,-18.130207,17.301173,-25.194137,17.706112,17.664994,0
8,12,0,-16.488931,17.301173,-25.194137,16.995753,16.955821,0
9,12,0,-14.847655,17.301173,-25.194137,16.365246,16.326454,0
10,12,0,-13.206379,17.301173,-25.194137,15.820203,15.782470,0
11,12,0,-11.565103,17.301173,-25.194137,15.365909,15.329116,0
12,12,0,-9.923827,17.301173,-25.194137,15.007102,14.971092,0
13,12,0,-8.282552,17.301173,-25.194137,14.747761,14.712340,0
14,12,0,-6.641276,17.301173,-25.194137,14.590899,14.555845,0
15,12,0,-5.000000,17.301173,-25.194137,14.538399,14.503469,0
16,12,0,-3.358724,17.301173,-25.194137,14.590899,14.555845,0
17,12,0,-1.717448,17.301173,-25.194137,14.747761,14.712340,0
18,12,0,-0.076173,17.301173,-25.194137,15.007102,14.971092,0
19,12,0,1.565103,17.301173,-25.194137,15.365909,15.329116,0
20,12,0,3.206379,17.301173,-25.194137,15.820203,15.782470,0
21,12,0,4.847655,17.301173,-25.194137,16.365246,16.326454,0
22,12,0,6.488931,17.301173,-25.194137,16.995753,16.955821,0
23,12,0,8.130207,17.301173,-25.194137,17.706112,17.664994,0
24,12,0,9.771482,17.301173,-25.194137,18.490571,18.448248,0
25,12,0,11.412758,17.301173,-25.194137,19.343400,19.299878,0
26,12,0,13.054034,17.301173,-25.194137,20.259020,20.214324,0
27,12,0,14.695310,17.301173,-25.194137,21.232094,21.186262,0
28,12,0,16.336586,17.301173,-25.194137,22.257595,22.210672,0
