ix,iy,x,y,z,posErr,ok
13,2,-3.620117,13.878646,-8.575000,0.800640,0
14,2,-2.826823,13.878646,-8.575000,0.918568,0
15,2,-2.033529,13.878646,-8.575000,1.087144,0
16,2,-1.240234,13.878646,-8.575000,1.304299,0
17,2,-0.446940,13.878646,-8.575000,1.567530,0
18,2,0.346354,13.878646,-8.575000,1.874032,0
19,2,1.139648,13.878646,-8.575000,2.220814,0
20,2,1.932943,13.878646,-8.575000,2.604819,0
0,3,-13.932943,14.671940,-8.575000,3.298317,0
1,3,-13.139648,14.671940,-8.575000,2.819717,0
2,3,-12.346354,14.671940,-8.575000,2.370885,0
3,3,-11.553060,14.671940,-8.575000,1.954893,0
4,3,-10.759766,14.671940,-8.575000,1.574979,0
5,3,-9.966471,14.671940,-8.575000,1.234477,0
6,3,-9.173177,14.671940,-8.575000,0.936739,0
7,3,-8.379883,14.671940,-8.575000,0.685049,0
8,3,-7.586589,14.671940,-8.575000,0.482766,0
9,3,-6.793294,14.671940,-8.575000,0.333910,0
10,3,-6.000000,14.671940,-8.575000,0.241629,0
11,3,-5.206706,14.671940,-8.575000,0.203597,0
12,3,-4.413411,14.671940,-8.575000,0.215396,0
13,3,-3.620117,14.671940,-8.575000,0.278751,0
14,3,-2.826823,14.671940,-8.575000,0.398250,0
15,3,-2.033529,14.671940,-8.575000,0.573234,0
16,3,-1.240234,14.671940,-8.575000,0.799624,0
17,3,-0.446940,14.671940,-8.575000,1.073771,0
18,3,0.346354,14.671940,-8.575000,1.392401,0
19,3,1.139648,14.671940,-8.575000,1.752196,0
20,3,1.932943,14.671940,-8.575000,2.149799,0
0,4,-13.932943,15.465234,-8.575000,2.910946,0
1,4,-13.139648,15.465234,-8.575000,2.418629,0
2,4,-12.346354,15.465234,-8.575000,1.956006,0
3,4,-11.553060,15.465234,-8.575000,1.526342,0
4,4,-10.759766,15.465234,-8.575000,1.133115,0
5,4,-9.966471,15.465234,-8.575000,0.779960,0
6,4,-9.173177,15.465234,-8.575000,0.471069,0
7,4,-8.379883,15.465234,-8.575000,0.218689,0
8,4,-7.586589,15.465234,-8.575000,0.065148,0
9,4,-6.793294,15.465234,-8.575000,0.015025,0
10,4,-6.000000,15.465234,-8.575000,0.004554,1
11,4,-5.206706,15.465234,-8.575000,0.002579,1
12,4,-4.413411,15.465234,-8.575000,0.003094,1
13,4,-3.620117,15.465234,-8.575000,0.007575,1
14,4,-2.826823,15.465234,-8.575000,0.030277,0
15,4,-2.033529,15.465234,-8.575000,0.123301,0
16,4,-1.240234,15.465234,-8.575000,0.330644,0
17,4,-0.446940,15.465234,-8.575000,0.613105,0
18,4,0.346354,15.465234,-8.575000,0.943838,0
19,4,1.139648,15.465234,-8.575000,1.316645,0
20,4,1.932943,15.465234,-8.575000,1.727766,0
0,5,-13.932943,16.258529,-8.575000,2.558734,0
1,5,-13.139648,16.258529,-8.575000,2.053231,0
2,5,-12.346354,16.258529,-8.575000,1.577270,0
3,5,-11.553060,16.258529,-8.575000,1.134302,0
4,5,-10.759766,16.258529,-8.575000,0.728065,0
5,5,-9.966471,16.258529,-8.575000,0.364331,0
6,5,-9.173177,16.258529,-8.575000,0.089817,0
7,5,-8.379883,16.258529,-8.575000,0.006730,1
8,5,-7.586589,16.258529,-8.575000,0.000344,1
9,5,-6.793294,16.258529,-8.575000,0.000027,1
10,5,-6.000000,16.258529,-8.575000,0.000005,1
11,5,-5.206706,16.258529,-8.575000,0.000002,1
12,5,-4.413411,16.258529,-8.575000,0.000003,1
13,5,-3.620117,16.258529,-8.575000,0.000009,1
14,5,-2.826823,16.258529,-8.575000,0.000084,1
15,5,-2.033529,16.258529,-8.575000,0.001403,1
16,5,-1.240234,16.258529,-8.575000,0.026269,0
17,5,-0.446940,16.258529,-8.575000,0.201790,0
18,5,0.346354,16.258529,-8.575000,0.532440,0
19,5,1.139648,16.258529,-8.575000,0.917764,0
20,5,1.932943,16.258529,-8.575000,1.342079,0
0,6,-13.932943,17.051823,-8.575000,2.244467,0
1,6,-13.139648,17.051823,-8.575000,1.726575,0
2,6,-12.346354,17.051823,-8.575000,1.238009,0
3,6,-11.553060,17.051823,-8.575000,0.782405,0
4,6,-10.759766,17.051823,-8.575000,0.365570,0
5,6,-9.966471,17.051823,-8.575000,0.059838,0
6,6,-9.173177,17.051823,-8.575000,0.001528,1
7,6,-8.379883,17.051823,-8.575000,0.000022,1
8,6,-7.586589,17.051823,-8.575000,0.000000,1
9,6,-6.793294,17.051823,-8.575000,0.000000,1
10,6,-6.000000,17.051823,-8.575000,0.000000,1
11,6,-5.206706,17.051823,-8.575000,0.000000,1
12,6,-4.413411,17.051823,-8.575000,0.000000,1
13,6,-3.620117,17.051823,-8.575000,0.000000,1
14,6,-2.826823,17.051823,-8.575000,0.000000,1
15,6,-2.033529,17.051823,-8.575000,0.000003,1
16,6,-1.240234,17.051823,-8.575000,0.000165,1
17,6,-0.446940,17.051823,-8.575000,0.010505,0
18,6,0.346354,17.051823,-8.575000,0.177945,0
19,6,1.139648,17.051823,-8.575000,0.559511,0
20,6,1.932943,17.051823,-8.575000,0.996219,0
0,7,-13.932943,17.845117,-8.575000,1.970884,0
1,7,-13.139648,17.845117,-8.575000,1.441692,0
2,7,-12.346354,17.845117,-8.575000,0.941565,0
3,7,-11.553060,17.845117,-8.575000,0.474810,0
4,7,-10.759766,17.845117,-8.575000,0.091367,0
5,7,-9.966471,17.845117,-8.575000,0.001550,1
6,7,-9.173177,17.845117,-8.575000,0.000008,1
7,7,-8.379883,17.845117,-8.575000,0.000000,1
8,7,-7.586589,17.845117,-8.575000,0.000000,1
9,7,-6.793294,17.845117,-8.575000,0.000000,1
10,7,-6.000000,17.845117,-8.575000,0.000000,1
11,7,-5.206706,17.845117,-8.575000,0.000000,1
12,7,-4.413411,17.845117,-8.575000,0.000000,1
13,7,-3.620117,17.845117,-8.575000,0.000000,1
14,7,-2.826823,17.845117,-8.575000,0.000000,1
15,7,-2.033529,17.845117,-8.575000,0.000000,1
16,7,-1.240234,17.845117,-8.575000,0.000000,1
17,7,-0.446940,17.845117,-8.575000,0.000104,1
18,7,0.346354,17.845117,-8.575000,0.014485,0
19,7,1.139648,17.845117,-8.575000,0.252147,0
20,7,1.932943,17.845117,-8.575000,0.693732,0
0,8,-13.932943,18.638411,-8.575000,1.740589,0
1,8,-13.139648,18.638411,-8.575000,1.201485,0
2,8,-12.346354,18.638411,-8.575000,0.691206,0
3,8,-11.553060,18.638411,-8.575000,0.223261,0
4,8,-10.759766,18.638411,-8.575000,0.007010,1
5,8,-9.966471,18.638411,-8.575000,0.000022,1
6,8,-9.173177,18.638411,-8.575000,0.000000,1
7,8,-8.379883,18.638411,-8.575000,0.000000,1
8,8,-7.586589,18.638411,-8.575000,0.000000,1
9,8,-6.793294,18.638411,-8.575000,0.000000,1
10,8,-6.000000,18.638411,-8.575000,0.000000,1
11,8,-5.206706,18.638411,-8.575000,0.000000,1
12,8,-4.413411,18.638411,-8.575000,0.000000,1
13,8,-3.620117,18.638411,-8.575000,0.000000,1
14,8,-2.826823,18.638411,-8.575000,0.000000,1
15,8,-2.033529,18.638411,-8.575000,0.000000,1
16,8,-1.240234,18.638411,-8.575000,0.000000,1
17,8,-0.446940,18.638411,-8.575000,0.000001,1
18,8,0.346354,18.638411,-8.575000,0.000396,1
19,8,1.139648,18.638411,-8.575000,0.056485,0
20,8,1.932943,18.638411,-8.575000,0.438726,0
0,9,-13.932943,19.431706,-8.575000,1.555945,0
1,9,-13.139648,19.431706,-8.575000,1.008618,0
2,9,-12.346354,19.431706,-8.575000,0.490244,0
3,9,-11.553060,19.431706,-8.575000,0.068296,0
4,9,-10.759766,19.431706,-8.575000,0.000362,1
5,9,-9.966471,19.431706,-8.575000,0.000000,1
6,9,-9.173177,19.431706,-8.575000,0.000000,1
7,9,-8.379883,19.431706,-8.575000,0.000000,1
8,9,-7.586589,19.431706,-8.575000,0.000000,1
9,9,-6.793294,19.431706,-8.575000,0.000000,1
10,9,-6.000000,19.431706,-8.575000,0.000000,1
11,9,-5.206706,19.431706,-8.575000,0.000000,1
12,9,-4.413411,19.431706,-8.575000,0.000000,1
13,9,-3.620117,19.431706,-8.575000,0.000000,1
14,9,-2.826823,19.431706,-8.575000,0.000000,1
15,9,-2.033529,19.431706,-8.575000,0.000000,1
16,9,-1.240234,19.431706,-8.575000,0.000000,1
17,9,-0.446940,19.431706,-8.575000,0.000000,1
18,9,0.346354,19.431706,-8.575000,0.000011,1
19,9,1.139648,19.431706,-8.575000,0.006290,1
20,9,1.932943,19.431706,-8.575000,0.240036,0
0,10,-13.932943,20.225000,-8.575000,1.418975,0
1,10,-13.139648,20.225000,-8.575000,0.865383,0
2,10,-12.346354,20.225000,-8.575000,0.342511,0
3,10,-11.553060,20.225000,-8.575000,0.016162,0
4,10,-10.759766,20.225000,-8.575000,0.000028,1
5,10,-9.966471,20.225000,-8.575000,0.000000,1
6,10,-9.173177,20.225000,-8.575000,0.000000,1
7,10,-8.379883,20.225000,-8.575000,0.000000,1
8,10,-7.586589,20.225000,-8.575000,0.000000,1
9,10,-6.793294,20.225000,-8.575000,0.000000,1
10,10,-6.000000,20.225000,-8.575000,0.000000,1
11,10,-5.206706,20.225000,-8.575000,0.000000,1
12,10,-4.413411,20.225000,-8.575000,0.000000,1
13,10,-3.620117,20.225000,-8.575000,0.000000,1
14,10,-2.826823,20.225000,-8.575000,0.000000,1
15,10,-2.033529,20.225000,-8.575000,0.000000,1
16,10,-1.240234,20.225000,-8.575000,0.000000,1
17,10,-0.446940,20.225000,-8.575000,0.000000,1
18,10,0.346354,20.225000,-8.575000,0.000001,1
19,10,1.139648,20.225000,-8.575000,0.000741,1
20,10,1.932943,20.225000,-8.575000,0.113973,0
0,11,-13.932943,21.018294,-8.575000,1.331257,0
1,11,-13.139648,21.018294,-8.575000,0.773582,0
2,11,-12.346354,21.018294,-8.575000,0.250951,0
3,11,-11.553060,21.018294,-8.575000,0.004956,1
4,11,-10.759766,21.018294,-8.575000,0.000004,1
5,11,-9.966471,21.018294,-8.575000,0.000000,1
6,11,-9.173177,21.018294,-8.575000,0.000000,1
7,11,-8.379883,21.018294,-8.575000,0.000000,1
8,11,-7.586589,21.018294,-8.575000,0.000000,1
9,11,-6.793294,21.018294,-8.575000,0.000000,1
10,11,-6.000000,21.018294,-8.575000,0.000000,1
11,11,-5.206706,21.018294,-8.575000,0.000000,1
12,11,-4.413411,21.018294,-8.575000,0.000000,1
13,11,-3.620117,21.018294,-8.575000,0.000000,1
14,11,-2.826823,21.018294,-8.575000,0.000000,1
15,11,-2.033529,21.018294,-8.575000,0.000000,1
16,11,-1.240234,21.018294,-8.575000,0.000000,1
17,11,-0.446940,21.018294,-8.575000,0.000000,1
18,11,0.346354,21.018294,-8.575000,0.000000,1
19,11,1.139648,21.018294,-8.575000,0.000157,1
20,11,1.932943,21.018294,-8.575000,0.056812,0
0,12,-13.932943,21.811589,-8.575000,1.293835,0
1,12,-13.139648,21.811589,-8.575000,0.734405,0
2,12,-12.346354,21.811589,-8.575000,0.213574,0
3,12,-11.553060,21.811589,-8.575000,0.002809,1
4,12,-10.759766,21.811589,-8.575000,0.000002,1
5,12,-9.966471,21.811589,-8.575000,0.000000,1
6,12,-9.173177,21.811589,-8.575000,0.000000,1
7,12,-8.379883,21.811589,-8.575000,0.000000,1
8,12,-7.586589,21.811589,-8.575000,0.000000,1
9,12,-6.793294,21.811589,-8.575000,0.000000,1
10,12,-6.000000,21.811589,-8.575000,0.000000,1
11,12,-5.206706,21.811589,-8.575000,0.000000,1
12,12,-4.413411,21.811589,-8.575000,0.000000,1
13,12,-3.620117,21.811589,-8.575000,0.000000,1
14,12,-2.826823,21.811589,-8.575000,0.000000,1
15,12,-2.033529,21.811589,-8.575000,0.000000,1
16,12,-1.240234,21.811589,-8.575000,0.000000,1
17,12,-0.446940,21.811589,-8.575000,0.000000,1
18,12,0.346354,21.811589,-8.575000,0.000000,1
19,12,1.139648,21.811589,-8.575000,0.000076,1
20,12,1.932943,21.811589,-8.575000,0.039539,0
0,13,-13.932943,22.604883,-8.575000,1.307167,0
1,13,-13.139648,22.604883,-8.575000,0.748363,0
2,13,-12.346354,22.604883,-8.575000,0.226614,0
3,13,-11.553060,22.604883,-8.575000,0.003369,1
4,13,-10.759766,22.604883,-8.575000,0.000002,1
5,13,-9.966471,22.604883,-8.575000,0.000000,1
6,13,-9.173177,22.604883,-8.575000,0.000000,1
7,13,-8.379883,22.604883,-8.575000,0.000000,1
8,13,-7.586589,22.604883,-8.575000,0.000000,1
9,13,-6.793294,22.604883,-8.575000,0.000000,1
10,13,-6.000000,22.604883,-8.575000,0.000000,1
11,13,-5.206706,22.604883,-8.575000,0.000000,1
12,13,-4.413411,22.604883,-8.575000,0.000000,1
13,13,-3.620117,22.604883,-8.575000,0.000000,1
14,13,-2.826823,22.604883,-8.575000,0.000000,1
15,13,-2.033529,22.604883,-8.575000,0.000000,1
16,13,-1.240234,22.604883,-8.575000,0.000000,1
17,13,-0.446940,22.604883,-8.575000,0.000000,1
18,13,0.346354,22.604883,-8.575000,0.000000,1
19,13,1.139648,22.604883,-8.575000,0.000093,1
20,13,1.932943,22.604883,-8.575000,0.044917,0
0,14,-13.932943,23.398177,-8.575000,1.371090,0
1,14,-13.139648,23.398177,-8.575000,0.815275,0
2,14,-12.346354,23.398177,-8.575000,0.291827,0
3,14,-11.553060,23.398177,-8.575000,0.008295,1
4,14,-10.759766,23.398177,-8.575000,0.000008,1
5,14,-9.966471,23.398177,-8.575000,0.000000,1
6,14,-9.173177,23.398177,-8.575000,0.000000,1
7,14,-8.379883,23.398177,-8.575000,0.000000,1
8,14,-7.586589,23.398177,-8.575000,0.000000,1
9,14,-6.793294,23.398177,-8.575000,0.000000,1
10,14,-6.000000,23.398177,-8.575000,0.000000,1
11,14,-5.206706,23.398177,-8.575000,0.000000,1
12,14,-4.413411,23.398177,-8.575000,0.000000,1
13,14,-3.620117,23.398177,-8.575000,0.000000,1
14,14,-2.826823,23.398177,-8.575000,0.000000,1
15,14,-2.033529,23.398177,-8.575000,0.000000,1
16,14,-1.240234,23.398177,-8.575000,0.000000,1
17,14,-0.446940,23.398177,-8.575000,0.000000,1
18,14,0.346354,23.398177,-8.575000,0.000000,1
19,14,1.139648,23.398177,-8.575000,0.000285,1
20,14,1.932943,23.398177,-8.575000,0.079173,0
0,15,-13.932943,24.191471,-8.575000,1.484830,0
1,15,-13.139648,24.191471,-8.575000,0.934268,0
2,15,-12.346354,24.191471,-8.575000,0.413096,0
3,15,-11.553060,24.191471,-8.575000,0.033347,0
4,15,-10.759766,24.191471,-8.575000,0.000076,1
5,15,-9.966471,24.191471,-8.575000,0.000000,1
6,15,-9.173177,24.191471,-8.575000,0.000000,1
7,15,-8.379883,24.191471,-8.575000,0.000000,1
8,15,-7.586589,24.191471,-8.575000,0.000000,1
9,15,-6.793294,24.191471,-8.575000,0.000000,1
10,15,-6.000000,24.191471,-8.575000,0.000000,1
11,15,-5.206706,24.191471,-8.575000,0.000000,1
12,15,-4.413411,24.191471,-8.575000,0.000000,1
13,15,-3.620117,24.191471,-8.575000,0.000000,1
14,15,-2.826823,24.191471,-8.575000,0.000000,1
15,15,-2.033529,24.191471,-8.575000,0.000000,1
16,15,-1.240234,24.191471,-8.575000,0.000000,1
17,15,-0.446940,24.191471,-8.575000,0.000000,1
18,15,0.346354,24.191471,-8.575000,0.000001,1
19,15,1.139648,24.191471,-8.575000,0.001918,1
20,15,1.932943,24.191471,-8.575000,0.169671,0
0,16,-13.932943,24.984766,-8.575000,1.647056,0
1,16,-13.139648,24.984766,-8.575000,1.103818,0
2,16,-12.346354,24.984766,-8.575000,0.589351,0
3,16,-11.553060,24.984766,-8.575000,0.133378,0
4,16,-10.759766,24.984766,-8.575000,0.001395,1
5,16,-9.966471,24.984766,-8.575000,0.000001,1
6,16,-9.173177,24.984766,-8.575000,0.000000,1
7,16,-8.379883,24.984766,-8.575000,0.000000,1
8,16,-7.586589,24.984766,-8.575000,0.000000,1
9,16,-6.793294,24.984766,-8.575000,0.000000,1
10,16,-6.000000,24.984766,-8.575000,0.000000,1
11,16,-5.206706,24.984766,-8.575000,0.000000,1
12,16,-4.413411,24.984766,-8.575000,0.000000,1
13,16,-3.620117,24.984766,-8.575000,0.000000,1
14,16,-2.826823,24.984766,-8.575000,0.000000,1
15,16,-2.033529,24.984766,-8.575000,0.000000,1
16,16,-1.240234,24.984766,-8.575000,0.000000,1
17,16,-0.446940,24.984766,-8.575000,0.000000,1
18,16,0.346354,24.984766,-8.575000,0.000046,1
19,16,1.139648,24.984766,-8.575000,0.019472,0
20,16,1.932943,24.984766,-8.575000,0.336123,0
0,17,-13.932943,25.778060,-8.575000,1.855942,0
1,17,-13.139648,25.778060,-8.575000,1.321850,0
2,17,-12.346354,25.778060,-8.575000,0.816696,0
3,17,-11.553060,25.778060,-8.575000,0.346373,0
4,17,-10.759766,25.778060,-8.575000,0.028502,0
5,17,-9.966471,25.778060,-8.575000,0.000128,1
6,17,-9.173177,25.778060,-8.575000,0.000000,1
7,17,-8.379883,25.778060,-8.575000,0.000000,1
8,17,-7.586589,25.778060,-8.575000,0.000000,1
9,17,-6.793294,25.778060,-8.575000,0.000000,1
10,17,-6.000000,25.778060,-8.575000,0.000000,1
11,17,-5.206706,25.778060,-8.575000,0.000000,1
12,17,-4.413411,25.778060,-8.575000,0.000000,1
13,17,-3.620117,25.778060,-8.575000,0.000000,1
14,17,-2.826823,25.778060,-8.575000,0.000000,1
15,17,-2.033529,25.778060,-8.575000,0.000000,1
16,17,-1.240234,25.778060,-8.575000,0.000000,1
17,17,-0.446940,25.778060,-8.575000,0.000004,1
18,17,0.346354,25.778060,-8.575000,0.002196,1
19,17,1.139648,25.778060,-8.575000,0.137046,0
20,17,1.932943,25.778060,-8.575000,0.566315,0
0,18,-13.932943,26.571354,-8.575000,2.109276,0
1,18,-13.139648,26.571354,-8.575000,1.585862,0
2,18,-12.346354,26.571354,-8.575000,1.091654,0
3,18,-11.553060,26.571354,-8.575000,0.630415,0
4,18,-10.759766,26.571354,-8.575000,0.215357,0
5,18,-9.966471,26.571354,-8.575000,0.010742,0
6,18,-9.173177,26.571354,-8.575000,0.000061,1
7,18,-8.379883,26.571354,-8.575000,0.000000,1
8,18,-7.586589,26.571354,-8.575000,0.000000,1
9,18,-6.793294,26.571354,-8.575000,0.000000,1
10,18,-6.000000,26.571354,-8.575000,0.000000,1
11,18,-5.206706,26.571354,-8.575000,0.000000,1
12,18,-4.413411,26.571354,-8.575000,0.000000,1
13,18,-3.620117,26.571354,-8.575000,0.000000,1
14,18,-2.826823,26.571354,-8.575000,0.000000,1
15,18,-2.033529,26.571354,-8.575000,0.000000,1
16,18,-1.240234,26.571354,-8.575000,0.000002,1
17,18,-0.446940,26.571354,-8.575000,0.000866,1
18,18,0.346354,26.571354,-8.575000,0.064283,0
19,18,1.139648,26.571354,-8.575000,0.405318,0
20,18,1.932943,26.571354,-8.575000,0.846903,0
0,19,-13.932943,27.364648,-8.575000,2.404553,0
1,19,-13.139648,27.364648,-8.575000,1.893048,0
2,19,-12.346354,27.364648,-8.575000,1.410990,0
3,19,-11.553060,27.364648,-8.575000,0.961913,0
4,19,-10.759766,27.364648,-8.575000,0.549802,0
5,19,-9.966471,27.364648,-8.575000,0.190419,0
6,19,-9.173177,27.364648,-8.575000,0.014516,0
7,19,-8.379883,27.364648,-8.575000,0.000238,1
8,19,-7.586589,27.364648,-8.575000,0.000000,1
9,19,-6.793294,27.364648,-8.575000,0.000000,1
10,19,-6.000000,27.364648,-8.575000,0.000000,1
11,19,-5.206706,27.364648,-8.575000,0.000000,1
12,19,-4.413411,27.364648,-8.575000,0.000000,1
13,19,-3.620117,27.364648,-8.575000,0.000000,1
14,19,-2.826823,27.364648,-8.575000,0.000001,1
15,19,-2.033529,27.364648,-8.575000,0.000018,1
16,19,-1.240234,27.364648,-8.575000,0.001918,1
17,19,-0.446940,27.364648,-8.575000,0.064228,0
18,19,0.346354,27.364648,-8.575000,0.352500,0
19,19,1.139648,27.364648,-8.575000,0.742233,0
20,19,1.932943,27.364648,-8.575000,1.172610,0
0,20,-13.932943,28.157943,-8.575000,2.739087,0
1,20,-13.139648,28.157943,-8.575000,2.240425,0
2,20,-12.346354,28.157943,-8.575000,1.771393,0
3,20,-11.553060,28.157943,-8.575000,1.335347,0
4,20,-10.759766,28.157943,-8.575000,0.935878,0
5,20,-9.966471,28.157943,-8.575000,0.576853,0
6,20,-9.173177,28.157943,-8.575000,0.266506,0
7,20,-8.379883,28.157943,-8.575000,0.059479,0
8,20,-7.586589,28.157943,-8.575000,0.005322,1
9,20,-6.793294,28.157943,-8.575000,0.000385,1
10,20,-6.000000,28.157943,-8.575000,0.000036,1
11,20,-5.206706,28.157943,-8.575000,0.000006,1
12,20,-4.413411,28.157943,-8.575000,0.000012,1
13,20,-3.620117,28.157943,-8.575000,0.000107,1
14,20,-2.826823,28.157943,-8.575000,0.001333,1
15,20,-2.033529,28.157943,-8.575000,0.018255,0
16,20,-1.240234,28.157943,-8.575000,0.138545,0
17,20,-0.446940,28.157943,-8.575000,0.407723,0
18,20,0.346354,28.157943,-8.575000,0.743458,0
19,20,1.139648,28.157943,-8.575000,1.122372,0
20,20,1.932943,28.157943,-8.575000,1.539817,0
