ix,iy,iz,x,y,z,posErr,ok
8,3,0,-1.240234,17.051823,-16.507943,6.548777,0
9,3,0,0.346354,17.051823,-16.507943,6.953669,0
10,3,0,1.932943,17.051823,-16.507943,7.485683,0
0,4,0,-13.932943,18.638411,-16.507943,7.978388,0
1,4,0,-12.346354,18.638411,-16.507943,7.288659,0
2,4,0,-10.759766,18.638411,-16.507943,6.713969,0
3,4,0,-9.173177,18.638411,-16.507943,6.265747,0
4,4,0,-7.586589,18.638411,-16.507943,5.953975,0
5,4,0,-6.000000,18.638411,-16.507943,5.786217,0
6,4,0,-4.413411,18.638411,-16.507943,5.766773,0
7,4,0,-2.826823,18.638411,-16.507943,5.896152,0
8,4,0,-1.240234,18.638411,-16.507943,6.171009,0
9,4,0,0.346354,18.638411,-16.507943,6.584556,0
10,4,0,1.932943,18.638411,-16.507943,7.127353,0
0,5,0,-13.932943,20.225000,-16.507943,7.763484,0
1,5,0,-12.346354,20.225000,-16.507943,7.065593,0
2,5,0,-10.759766,20.225000,-16.507943,6.483609,0
3,5,0,-9.173177,20.225000,-16.507943,6.029357,0
4,5,0,-7.586589,20.225000,-16.507943,5.713200,0
5,5,0,-6.000000,20.225000,-16.507943,5.543014,0
6,5,0,-4.413411,20.225000,-16.507943,5.523285,0
7,5,0,-2.826823,20.225000,-16.507943,5.654545,0
8,5,0,-1.240234,20.225000,-16.507943,5.933303,0
9,5,0,0.346354,20.225000,-16.507943,6.352487,0
10,5,0,1.932943,20.225000,-16.507943,6.902286,0
0,6,0,-13.932943,21.811589,-16.507943,7.680689,0
1,6,0,-12.346354,21.811589,-16.507943,6.979600,0
2,6,0,-10.759766,21.811589,-16.507943,6.394754,0
3,6,0,-9.173177,21.811589,-16.507943,5.938132,0
4,6,0,-7.586589,21.811589,-16.507943,5.620249,0
5,6,0,-6.000000,21.811589,-16.507943,5.449107,0
6,6,0,-4.413411,21.811589,-16.507943,5.429266,0
7,6,0,-2.826823,21.811589,-16.507943,5.561267,0
8,6,0,-1.240234,21.811589,-16.507943,5.841561,0
9,6,0,0.346354,21.811589,-16.507943,6.262961,0
10,6,0,1.932943,21.811589,-16.507943,6.815510,0
0,7,0,-13.932943,23.398177,-16.507943,7.731746,0
1,7,0,-12.346354,23.398177,-16.507943,7.032633,0
2,7,0,-10.759766,23.398177,-16.507943,6.449555,0
3,7,0,-9.173177,23.398177,-16.507943,5.994398,0
4,7,0,-7.586589,23.398177,-16.507943,5.677582,0
5,7,0,-6.000000,23.398177,-16.507943,5.507031,0
6,7,0,-4.413411,23.398177,-16.507943,5.487259,0
7,7,0,-2.826823,23.398177,-16.507943,5.618803,0
8,7,0,-1.240234,23.398177,-16.507943,5.898147,0
9,7,0,0.346354,23.398177,-16.507943,6.318178,0
10,7,0,1.932943,23.398177,-16.507943,6.869027,0
0,8,0,-13.932943,24.984766,-16.507943,7.915578,0
1,8,0,-12.346354,24.984766,-16.507943,7.223484,0
2,8,0,-10.759766,24.984766,-16.507943,6.646681,0
3,8,0,-9.173177,24.984766,-16.507943,6.196715,0
4,8,0,-7.586589,24.984766,-16.507943,5.883676,0
5,8,0,-6.000000,24.984766,-16.507943,5.715216,0
6,8,0,-4.413411,24.984766,-16.507943,5.695690,0
7,8,0,-2.826823,24.984766,-16.507943,5.825612,0
8,8,0,-1.240234,24.984766,-16.507943,6.101596,0
9,8,0,0.346354,24.984766,-16.507943,6.516775,0
10,8,0,1.932943,24.984766,-16.507943,7.061598,0
0,9,0,-13.932943,26.571354,-16.507943,8.228394,0
1,9,0,-12.346354,26.571354,-16.507943,7.547919,0
2,9,0,-10.759766,26.571354,-16.507943,6.981475,0
3,9,0,-9.173177,26.571354,-16.507943,6.540056,0
4,9,0,-7.586589,26.571354,-16.507943,6.233221,0
5,9,0,-6.000000,26.571354,-16.507943,6.068194,0
6,9,0,-4.413411,26.571354,-16.507943,6.049070,0
7,9,0,-2.826823,26.571354,-16.507943,6.176334,0
8,9,0,-1.240234,26.571354,-16.507943,6.446799,0
9,9,0,0.346354,26.571354,-16.507943,6.853992,0
10,9,0,1.932943,26.571354,-16.507943,7.388876,0
0,10,0,-13.932943,28.157943,-16.507943,8.664067,0
1,10,0,-12.346354,28.157943,-16.507943,7.999129,0
2,10,0,-10.759766,28.157943,-16.507943,7.446478,0
3,10,0,-9.173177,28.157943,-16.507943,7.016399,0
4,10,0,-7.586589,28.157943,-16.507943,6.717774,0
5,10,0,-6.000000,28.157943,-16.507943,6.557278,0
6,10,0,-4.413411,28.157943,-16.507943,6.538685,0
7,10,0,-2.826823,28.157943,-16.507943,6.662439,0
8,10,0,-1.240234,28.157943,-16.507943,6.925608,0
9,10,0,0.346354,28.157943,-16.507943,7.322215,0
10,10,0,1.932943,28.157943,-16.507943,7.843877,0
0,0,1,-13.932943,12.292057,-14.921354,8.826869,0
1,0,1,-12.346354,12.292057,-14.921354,8.167553,0
2,0,1,-10.759766,12.292057,-14.921354,7.619877,0
3,0,1,-9.173177,12.292057,-14.921354,7.193877,0
4,0,1,-7.586589,12.292057,-14.921354,6.898198,0
5,0,1,-6.000000,12.292057,-14.921354,6.739327,0
6,0,1,-4.413411,12.292057,-14.921354,6.720923,0
7,0,1,-2.826823,12.292057,-14.921354,6.843420,0
8,0,1,-1.240234,12.292057,-14.921354,7.103972,0
9,0,1,0.346354,12.292057,-14.921354,7.496773,0
10,0,1,1.932943,12.292057,-14.921354,8.013669,0
0,1,1,-13.932943,13.878646,-14.921354,8.103596,0
1,1,1,-12.346354,13.878646,-14.921354,7.418534,0
2,1,1,-10.759766,13.878646,-14.921354,6.848004,0
3,1,1,-9.173177,13.878646,-14.921354,6.403218,0
4,1,1,-7.586589,13.878646,-14.921354,6.093940,0
5,1,1,-6.000000,13.878646,-14.921354,5.927562,0
6,1,1,-4.413411,13.878646,-14.921354,5.908280,0
7,1,1,-2.826823,13.878646,-14.921354,6.036590,0
8,1,1,-1.240234,13.878646,-14.921354,6.309228,0
9,1,1,0.346354,13.878646,-14.921354,6.719566,0
10,1,1,1.932943,13.878646,-14.921354,7.258369,0
0,2,1,-13.932943,15.465234,-14.921354,7.487974,0
1,2,1,-12.346354,15.465234,-14.921354,6.779326,0
2,2,1,-10.759766,15.465234,-14.921354,6.187702,0
3,2,1,-9.173177,15.465234,-14.921354,5.725459,0
4,2,1,-7.586589,15.465234,-14.921354,5.403478,0
5,2,1,-6.000000,15.465234,-14.921354,5.230062,0
6,2,1,-4.413411,15.465234,-14.921354,5.209954,0
7,2,1,-2.826823,15.465234,-14.921354,5.343718,0
8,2,1,-1.240234,15.465234,-14.921354,5.627659,0
9,2,1,0.346354,15.465234,-14.921354,6.054318,0
10,2,1,1.932943,15.465234,-14.921354,6.613379,0
0,3,1,-13.932943,17.051823,-14.921354,6.991001,0
1,3,1,-12.346354,17.051823,-14.921354,6.262069,0
2,3,1,-10.759766,17.051823,-14.921354,5.652176,0
3,3,1,-9.173177,17.051823,-14.921354,5.174721,0
4,3,1,-7.586589,17.051823,-14.921354,4.841613,0
5,3,1,-6.000000,17.051823,-14.921354,4.662013,0
6,3,1,-4.413411,17.051823,-14.921354,4.641179,0
7,3,1,-2.826823,17.051823,-14.921354,4.779738,0
8,3,1,-1.240234,17.051823,-14.921354,5.073589,0
9,3,1,0.346354,17.051823,-14.921354,5.514491,0
10,3,1,1.932943,17.051823,-14.921354,6.091127,0
0,4,1,-13.932943,18.638411,-14.921354,6.622666,0
1,4,1,-12.346354,18.638411,-14.921354,5.877918,0
2,4,1,-10.759766,18.638411,-14.921354,5.253697,0
3,4,1,-9.173177,18.638411,-14.921354,4.764246,0
4,4,1,-7.586589,18.638411,-14.921354,4.422326,0
5,4,1,-6.000000,18.638411,-14.921354,4.237814,0
6,4,1,-4.413411,18.638411,-14.921354,4.216403,0
7,4,1,-2.826823,18.638411,-14.921354,4.358771,0
8,4,1,-1.240234,18.638411,-14.921354,4.660478,0
9,4,1,0.346354,18.638411,-14.921354,5.112626,0
10,4,1,1.932943,18.638411,-14.921354,5.703066,0
0,5,1,-13.932943,20.225000,-14.921354,6.391103,0
1,5,1,-12.346354,20.225000,-14.921354,5.636048,0
2,5,1,-10.759766,20.225000,-14.921354,5.002447,0
3,5,1,-9.173177,20.225000,-14.921354,4.505113,0
4,5,1,-7.586589,20.225000,-14.921354,4.157383,0
5,5,1,-6.000000,20.225000,-14.921354,3.969625,0
6,5,1,-4.413411,20.225000,-14.921354,3.947833,0
7,5,1,-2.826823,20.225000,-14.921354,4.092719,0
8,5,1,-1.240234,20.225000,-14.921354,4.399610,0
9,5,1,0.346354,20.225000,-14.921354,4.859154,0
10,5,1,1.932943,20.225000,-14.921354,5.458640,0
0,6,1,-13.932943,21.811589,-14.921354,6.301776,0
1,6,1,-12.346354,21.811589,-14.921354,5.542666,0
2,6,1,-10.759766,21.811589,-14.921354,4.905367,0
3,6,1,-9.173177,21.811589,-14.921354,4.404917,0
4,6,1,-7.586589,21.811589,-14.921354,4.054887,0
5,6,1,-6.000000,21.811589,-14.921354,3.865842,0
6,6,1,-4.413411,21.811589,-14.921354,3.843898,0
7,6,1,-2.826823,21.811589,-14.921354,3.989784,0
8,6,1,-1.240234,21.811589,-14.921354,4.298727,0
9,6,1,0.346354,21.811589,-14.921354,4.761196,0
10,6,1,1.932943,21.811589,-14.921354,5.364252,0
0,7,1,-13.932943,23.398177,-14.921354,6.356869,0
1,7,1,-12.346354,23.398177,-14.921354,5.600265,0
2,7,1,-10.759766,23.398177,-14.921354,4.965253,0
3,7,1,-9.173177,23.398177,-14.921354,4.466729,0
4,7,1,-7.586589,23.398177,-14.921354,4.118122,0
5,7,1,-6.000000,23.398177,-14.921354,3.929874,0
6,7,1,-4.413411,23.398177,-14.921354,3.908023,0
7,7,1,-2.826823,23.398177,-14.921354,4.053291,0
8,7,1,-1.240234,23.398177,-14.921354,4.360964,0
9,7,1,0.346354,23.398177,-14.921354,4.821625,0
10,7,1,1.932943,23.398177,-14.921354,5.422474,0
0,8,1,-13.932943,24.984766,-14.921354,6.555030,0
1,8,1,-12.346354,24.984766,-14.921354,5.807302,0
2,8,1,-10.759766,24.984766,-14.921354,5.180372,0
3,8,1,-9.173177,24.984766,-14.921354,4.688646,0
4,8,1,-7.586589,24.984766,-14.921354,4.345052,0
5,8,1,-6.000000,24.984766,-14.921354,4.159605,0
6,8,1,-4.413411,24.984766,-14.921354,4.138084,0
7,8,1,-2.826823,24.984766,-14.921354,4.281178,0
8,8,1,-1.240234,24.984766,-14.921354,4.584379,0
9,8,1,0.346354,24.984766,-14.921354,5.038659,0
10,8,1,1.932943,24.984766,-14.921354,5.631712,0
0,9,1,-13.932943,26.571354,-14.921354,6.891530,0
1,9,1,-12.346354,26.571354,-14.921354,6.158395,0
2,9,1,-10.759766,26.571354,-14.921354,5.544703,0
3,9,1,-9.173177,26.571354,-14.921354,5.064071,0
4,9,1,-7.586589,26.571354,-14.921354,4.728633,0
5,9,1,-6.000000,26.571354,-14.921354,4.547735,0
6,9,1,-4.413411,26.571354,-14.921354,4.526749,0
7,9,1,-2.826823,26.571354,-14.921354,4.666314,0
8,9,1,-1.240234,26.571354,-14.921354,4.962242,0
9,9,1,0.346354,26.571354,-14.921354,5.406120,0
10,9,1,1.932943,26.571354,-14.921354,5.986416,0
0,10,1,-13.932943,28.157943,-14.921354,7.358801,0
1,10,1,-12.346354,28.157943,-14.921354,6.644992,0
2,10,1,-10.759766,28.157943,-14.921354,6.048732,0
3,10,1,-9.173177,28.157943,-14.921354,5.582636,0
4,10,1,-7.586589,28.157943,-14.921354,5.257842,0
5,10,1,-6.000000,28.157943,-14.921354,5.082865,0
6,10,1,-4.413411,28.157943,-14.921354,5.062574,0
7,10,1,-2.826823,28.157943,-14.921354,5.197548,0
8,10,1,-1.240234,28.157943,-14.921354,5.483994,0
9,10,1,0.346354,28.157943,-14.921354,5.914258,0
10,10,1,1.932943,28.157943,-14.921354,6.477777,0
0,0,2,-13.932943,12.292057,-13.334766,7.667697,0
1,0,2,-12.346354,12.292057,-13.334766,6.966104,0
2,0,2,-10.759766,12.292057,-13.334766,6.380807,0
3,0,2,-9.173177,12.292057,-13.334766,5.923810,0
4,0,2,-7.586589,12.292057,-13.334766,5.605655,0
5,0,2,-6.000000,12.292057,-13.334766,5.434361,0
6,0,2,-4.413411,12.292057,-13.334766,5.414502,0
7,0,2,-2.826823,12.292057,-13.334766,5.546621,0
8,0,2,-1.240234,12.292057,-13.334766,5.827157,0
9,0,2,0.346354,12.292057,-13.334766,6.248908,0
10,0,2,1.932943,12.292057,-13.334766,6.801890,0
0,1,2,-13.932943,13.878646,-13.334766,6.897877,0
1,1,2,-12.346354,13.878646,-13.334766,6.165011,0
2,1,2,-10.759766,13.878646,-13.334766,5.551563,0
3,1,2,-9.173177,13.878646,-13.334766,5.071135,0
4,1,2,-7.586589,13.878646,-13.334766,4.735847,0
5,1,2,-6.000000,13.878646,-13.334766,4.555033,0
6,1,2,-4.413411,13.878646,-13.334766,4.534056,0
7,1,2,-2.826823,13.878646,-13.334766,4.673556,0
8,1,2,-1.240234,13.878646,-13.334766,4.969351,0
9,1,2,0.346354,13.878646,-13.334766,5.413038,0
10,1,2,1.932943,13.878646,-13.334766,5.993098,0
0,2,2,-13.932943,15.465234,-13.334766,6.239475,0
1,2,2,-12.346354,15.465234,-13.334766,5.477511,0
2,2,2,-10.759766,15.465234,-13.334766,4.837606,0
3,2,2,-9.173177,15.465234,-13.334766,4.334957,0
4,2,2,-7.586589,15.465234,-13.334766,3.983303,0
5,2,2,-6.000000,15.465234,-13.334766,3.793349,0
6,2,2,-4.413411,15.465234,-13.334766,3.771298,0
7,2,2,-2.826823,15.465234,-13.334766,3.917889,0
8,2,2,-1.240234,15.465234,-13.334766,4.228282,0
9,2,2,0.346354,15.465234,-13.334766,4.692816,0
10,2,2,1.932943,15.465234,-13.334766,5.298388,0
0,3,2,-13.932943,17.051823,-13.334766,5.705600,0
1,3,2,-12.346354,17.051823,-13.334766,4.918245,0
2,3,2,-10.759766,17.051823,-13.334766,4.255035,0
3,3,2,-9.173177,17.051823,-13.334766,3.732645,0
4,3,2,-7.586589,17.051823,-13.334766,3.366347,0
5,3,2,-6.000000,17.051823,-13.334766,3.168176,0
6,3,2,-4.413411,17.051823,-13.334766,3.145156,0
7,3,2,-2.826823,17.051823,-13.334766,3.298128,0
8,3,2,-1.240234,17.051823,-13.334766,3.621603,0
9,3,2,0.346354,17.051823,-13.334766,4.104695,0
10,3,2,1.932943,17.051823,-13.334766,4.732792,0
0,4,2,-13.932943,18.638411,-13.334766,5.308419,0
1,4,2,-12.346354,18.638411,-13.334766,4.501019,0
2,4,2,-10.759766,18.638411,-13.334766,3.819262,0
3,4,2,-9.173177,18.638411,-13.334766,3.281039,0
4,4,2,-7.586589,18.638411,-13.334766,2.902924,0
5,4,2,-6.000000,18.638411,-13.334766,2.698095,0
6,4,2,-4.413411,18.638411,-13.334766,2.674289,0
7,4,2,-2.826823,18.638411,-13.334766,2.832436,0
8,4,2,-1.240234,18.638411,-13.334766,3.166481,0
9,4,2,0.346354,18.638411,-13.334766,3.664482,0
10,4,2,1.932943,18.638411,-13.334766,4.310542,0
0,5,2,-13.932943,20.225000,-13.334766,5.058021,0
1,5,2,-12.346354,20.225000,-13.334766,4.237436,0
2,5,2,-10.759766,20.225000,-13.334766,3.543404,0
3,5,2,-9.173177,20.225000,-13.334766,2.994645,0
4,5,2,-7.586589,20.225000,-13.334766,2.608627,0
5,5,2,-6.000000,20.225000,-13.334766,2.399330,0
6,5,2,-4.413411,20.225000,-13.334766,2.374996,0
7,5,2,-2.826823,20.225000,-13.334766,2.536616,0
8,5,2,-1.240234,20.225000,-13.334766,2.877737,0
9,5,2,0.346354,20.225000,-13.334766,3.385675,0
10,5,2,1.932943,20.225000,-13.334766,4.043643,0
0,6,2,-13.932943,21.811589,-13.334766,4.961277,0
1,6,2,-12.346354,21.811589,-13.334766,4.135479,0
2,6,2,-10.759766,21.811589,-13.334766,3.436577,0
3,6,2,-9.173177,21.811589,-13.334766,2.883623,0
4,6,2,-7.586589,21.811589,-13.334766,2.494450,0
5,6,2,-6.000000,21.811589,-13.334766,2.283366,0
6,6,2,-4.413411,21.811589,-13.334766,2.258821,0
7,6,2,-2.826823,21.811589,-13.334766,2.421831,0
8,6,2,-1.240234,21.811589,-13.334766,2.765779,0
9,6,2,0.346354,21.811589,-13.334766,3.277675,0
10,6,2,1.932943,21.811589,-13.334766,3.940371,0
0,7,2,-13.932943,23.398177,-13.334766,5.020955,0
1,7,2,-12.346354,23.398177,-13.334766,4.198381,0
2,7,2,-10.759766,23.398177,-13.334766,3.502492,0
3,7,2,-9.173177,23.398177,-13.334766,2.952133,0
4,7,2,-7.586589,23.398177,-13.334766,2.564914,0
5,7,2,-6.000000,23.398177,-13.334766,2.354936,0
6,7,2,-4.413411,23.398177,-13.334766,2.330521,0
7,7,2,-2.826823,23.398177,-13.334766,2.492671,0
8,7,2,-1.240234,23.398177,-13.334766,2.834869,0
9,7,2,0.346354,23.398177,-13.334766,3.344316,0
10,7,2,1.932943,23.398177,-13.334766,4.004086,0
0,8,2,-13.932943,24.984766,-13.334766,5.235340,0
1,8,2,-12.346354,24.984766,-13.334766,4.424137,0
2,8,2,-10.759766,24.984766,-13.334766,3.738845,0
3,8,2,-9.173177,24.984766,-13.334766,3.197594,0
4,8,2,-7.586589,24.984766,-13.334766,2.817211,0
5,8,2,-6.000000,24.984766,-13.334766,2.611100,0
6,8,2,-4.413411,24.984766,-13.334766,2.587143,0
7,8,2,-2.826823,24.984766,-13.334766,2.746285,0
8,8,2,-1.240234,24.984766,-13.334766,3.082361,0
9,8,2,0.346354,24.984766,-13.334766,3.583218,0
10,8,2,1.932943,24.984766,-13.334766,4.232705,0
0,9,2,-13.932943,26.571354,-13.334766,5.598470,0
1,9,2,-12.346354,26.571354,-13.334766,4.805810,0
2,9,2,-10.759766,26.571354,-13.334766,4.137704,0
3,9,2,-9.173177,26.571354,-13.334766,3.611145,0
4,9,2,-7.586589,26.571354,-13.334766,3.241742,0
5,9,2,-6.000000,26.571354,-13.334766,3.041824,0
6,9,2,-4.413411,26.571354,-13.334766,3.018598,0
7,9,2,-2.826823,26.571354,-13.334766,3.172928,0
8,9,2,-1.240234,26.571354,-13.334766,3.499179,0
9,9,2,0.346354,26.571354,-13.334766,3.986194,0
10,9,2,1.932943,26.571354,-13.334766,4.619029,0
0,10,2,-13.932943,28.157943,-13.334766,6.100923,0
1,10,2,-12.346354,28.157943,-13.334766,5.332532,0
2,10,2,-10.759766,28.157943,-13.334766,4.686748,0
3,10,2,-9.173177,28.157943,-13.334766,4.179134,0
4,10,2,-7.586589,28.157943,-13.334766,3.823806,0
5,10,2,-6.000000,28.157943,-13.334766,3.631794,0
6,10,2,-4.413411,28.157943,-13.334766,3.609501,0
7,10,2,-2.826823,28.157943,-13.334766,3.757689,0
8,10,2,-1.240234,28.157943,-13.334766,4.071363,0
9,10,2,0.346354,28.157943,-13.334766,4.540560,0
10,10,2,1.932943,28.157943,-13.334766,5.151810,0
0,0,3,-13.932943,12.292057,-11.748177,6.575086,0
1,0,3,-12.346354,12.292057,-11.748177,5.828244,0
2,0,3,-10.759766,12.292057,-11.748177,5.202120,0
3,0,3,-9.173177,12.292057,-11.748177,4.711071,0
4,0,3,-7.586589,12.292057,-11.748177,4.367975,0
5,0,3,-6.000000,12.292057,-11.748177,4.182807,0
6,0,3,-4.413411,12.292057,-11.748177,4.161318,0
7,0,3,-2.826823,12.292057,-11.748177,4.304196,0
8,0,3,-1.240234,12.292057,-11.748177,4.606952,0
9,0,3,0.346354,12.292057,-11.748177,5.060598,0
10,0,3,1.932943,12.292057,-11.748177,5.652874,0
0,1,3,-13.932943,13.878646,-11.748177,5.755409,0
1,1,3,-12.346354,13.878646,-11.748177,4.970496,0
2,1,3,-10.759766,13.878646,-11.748177,4.309536,0
3,1,3,-9.173177,13.878646,-11.748177,3.789059,0
4,1,3,-7.586589,13.878646,-11.748177,3.424185,0
5,1,3,-6.000000,13.878646,-11.748177,3.226815,0
6,1,3,-4.413411,13.878646,-11.748177,3.203890,0
7,1,3,-2.826823,13.878646,-11.748177,3.356240,0
8,1,3,-1.240234,13.878646,-11.748177,3.678442,0
9,1,3,0.346354,13.878646,-11.748177,4.159734,0
10,1,3,1.932943,13.878646,-11.748177,4.785653,0
0,2,3,-13.932943,15.465234,-11.748177,5.050471,0
1,2,3,-12.346354,15.465234,-11.748177,4.229482,0
2,2,3,-10.759766,15.465234,-11.748177,3.535073,0
3,2,3,-9.173177,15.465234,-11.748177,2.985988,0
4,2,3,-7.586589,15.465234,-11.748177,2.599727,0
5,2,3,-6.000000,15.465234,-11.748177,2.390291,0
6,2,3,-4.413411,15.465234,-11.748177,2.365941,0
7,2,3,-2.826823,15.465234,-11.748177,2.527668,0
8,2,3,-1.240234,15.465234,-11.748177,2.869008,0
9,2,3,0.346354,15.465234,-11.748177,3.377253,0
10,2,3,1.932943,15.465234,-11.748177,4.035587,0
0,3,3,-13.932943,17.051823,-11.748177,4.475869,0
1,3,3,-12.346354,17.051823,-11.748177,3.622853,0
2,3,3,-10.759766,17.051823,-11.748177,2.898362,0
3,3,3,-9.173177,17.051823,-11.748177,2.323239,0
4,3,3,-7.586589,17.051823,-11.748177,1.917311,0
5,3,3,-6.000000,17.051823,-11.748177,1.696703,0
6,3,3,-4.413411,17.051823,-11.748177,1.671029,0
7,3,3,-2.826823,17.051823,-11.748177,1.841451,0
8,3,3,-1.240234,17.051823,-11.748177,2.200427,0
9,3,3,0.346354,17.051823,-11.748177,2.733275,0
10,3,3,1.932943,17.051823,-11.748177,3.420854,0
0,4,3,-13.932943,18.638411,-11.748177,4.046455,0
1,4,3,-12.346354,18.638411,-11.748177,3.167770,0
2,4,3,-10.759766,18.638411,-11.748177,2.418895,0
3,4,3,-9.173177,18.638411,-11.748177,1.822434,0
4,4,3,-7.586589,18.638411,-11.748177,1.400242,0
5,4,3,-6.000000,18.638411,-11.748177,1.170334,0
6,4,3,-4.413411,18.638411,-11.748177,1.143555,0
7,4,3,-2.826823,18.638411,-11.748177,1.321222,0
8,4,3,-1.240234,18.638411,-11.748177,1.694813,0
9,4,3,0.346354,18.638411,-11.748177,2.247875,0
10,4,3,1.932943,18.638411,-11.748177,2.959230,0
0,5,3,-13.932943,20.225000,-11.748177,3.774814,0
1,5,3,-12.346354,20.225000,-11.748177,2.879054,0
2,5,3,-10.759766,20.225000,-11.748177,2.113814,0
3,5,3,-9.173177,20.225000,-11.748177,1.502911,0
4,5,3,-7.586589,20.225000,-11.748177,1.069630,0
5,5,3,-6.000000,20.225000,-11.748177,0.833356,0
6,5,3,-4.413411,20.225000,-11.748177,0.805822,0
7,5,3,-2.826823,20.225000,-11.748177,0.988448,0
8,5,3,-1.240234,20.225000,-11.748177,1.372018,0
9,5,3,0.346354,20.225000,-11.748177,1.938790,0
10,5,3,1.932943,20.225000,-11.748177,2.666137,0
0,6,3,-13.932943,21.811589,-11.748177,3.669662,0
1,6,3,-12.346354,21.811589,-11.748177,2.767105,0
2,6,3,-10.759766,21.811589,-11.748177,1.995321,0
3,6,3,-9.173177,21.811589,-11.748177,1.378614,0
4,6,3,-7.586589,21.811589,-11.748177,0.940859,0
5,6,3,-6.000000,21.811589,-11.748177,0.702031,0
6,6,3,-4.413411,21.811589,-11.748177,0.674200,0
7,6,3,-2.826823,21.811589,-11.748177,0.858805,0
8,6,3,-1.240234,21.811589,-11.748177,1.246402,0
9,6,3,0.346354,21.811589,-11.748177,1.818690,0
10,6,3,1.932943,21.811589,-11.748177,2.552442,0
0,7,3,-13.932943,23.398177,-11.748177,3.734540,0
1,7,3,-12.346354,23.398177,-11.748177,2.836189,0
2,7,3,-10.759766,23.398177,-11.748177,2.068457,0
3,7,3,-9.173177,23.398177,-11.748177,1.455346,0
4,7,3,-7.586589,23.398177,-11.748177,1.020364,0
5,7,3,-6.000000,23.398177,-11.748177,0.783114,0
6,7,3,-4.413411,23.398177,-11.748177,0.755465,0
7,7,3,-2.826823,23.398177,-11.748177,0.938850,0
8,7,3,-1.240234,23.398177,-11.748177,1.323951,0
9,7,3,0.346354,23.398177,-11.748177,1.892821,0
10,7,3,1.932943,23.398177,-11.748177,2.622607,0
0,8,3,-13.932943,24.984766,-11.748177,3.967252,0
1,8,3,-12.346354,24.984766,-11.748177,3.083658,0
2,8,3,-10.759766,24.984766,-11.748177,2.330090,0
3,8,3,-9.173177,24.984766,-11.748177,1.729498,0
4,8,3,-7.586589,24.984766,-11.748177,1.304140,0
5,8,3,-6.000000,24.984766,-11.748177,1.072416,0
6,8,3,-4.413411,24.984766,-11.748177,1.045422,0
7,8,3,-2.826823,24.984766,-11.748177,1.224504,0
8,8,3,-1.240234,24.984766,-11.748177,1.600942,0
9,8,3,0.346354,24.984766,-11.748177,2.157924,0
10,8,3,1.932943,24.984766,-11.748177,2.873862,0
0,9,3,-13.932943,26.571354,-11.748177,4.360215,0
1,9,3,-12.346354,26.571354,-11.748177,3.500439,0
2,9,3,-10.759766,26.571354,-11.748177,2.769550,0
3,9,3,-9.173177,26.571354,-11.748177,2.188849,0
4,9,3,-7.586589,26.571354,-11.748177,1.778683,0
5,9,3,-6.000000,26.571354,-11.748177,1.555657,0
