ix,iy,iz,x,y,z,posErr,ok
0,5,0,-12.635958,17.877303,-6.210958,0.000550,1
1,5,0,-12.178306,17.877303,-6.210958,0.000003,1
2,5,0,-11.720653,17.877303,-6.210958,0.000000,1
3,5,0,-11.263001,17.877303,-6.210958,0.000000,1
4,5,0,-10.805349,17.877303,-6.210958,0.000000,1
5,5,0,-10.347697,17.877303,-6.210958,0.000000,1
6,5,0,-9.890044,17.877303,-6.210958,0.000000,1
7,5,0,-9.432392,17.877303,-6.210958,0.000000,1
8,5,0,-8.974740,17.877303,-6.210958,0.000000,1
9,5,0,-8.517087,17.877303,-6.210958,0.000000,1
10,5,0,-8.059435,17.877303,-6.210958,0.000000,1
11,5,0,-7.601783,17.877303,-6.210958,0.000000,1
12,5,0,-7.144131,17.877303,-6.210958,0.000000,1
13,5,0,-6.686478,17.877303,-6.210958,0.000000,1
14,5,0,-6.228826,17.877303,-6.210958,0.000000,1
15,5,0,-5.771174,17.877303,-6.210958,0.000000,1
16,5,0,-5.313522,17.877303,-6.210958,0.000000,1
17,5,0,-4.855869,17.877303,-6.210958,0.000000,1
18,5,0,-4.398217,17.877303,-6.210958,0.000000,1
19,5,0,-3.940565,17.877303,-6.210958,0.000000,1
20,5,0,-3.482913,17.877303,-6.210958,0.000000,1
21,5,0,-3.025260,17.877303,-6.210958,0.000000,1
22,5,0,-2.567608,17.877303,-6.210958,0.000000,1
23,5,0,-2.109956,17.877303,-6.210958,0.000000,1
24,5,0,-1.652303,17.877303,-6.210958,0.000000,1
25,5,0,-1.194651,17.877303,-6.210958,0.000000,1
26,5,0,-0.736999,17.877303,-6.210958,0.000000,1
27,5,0,-0.279347,17.877303,-6.210958,0.000000,1
28,5,0,0.178306,17.877303,-6.210958,0.000000,1
29,5,0,0.635958,17.877303,-6.210958,0.000000,1
0,6,0,-12.635958,18.334956,-6.210958,0.000042,1
1,6,0,-12.178306,18.334956,-6.210958,0.000000,1
2,6,0,-11.720653,18.334956,-6.210958,0.000000,1
3,6,0,-11.263001,18.334956,-6.210958,0.000000,1
4,6,0,-10.805349,18.334956,-6.210958,0.000000,1
5,6,0,-10.347697,18.334956,-6.210958,0.000000,1
6,6,0,-9.890044,18.334956,-6.210958,0.000000,1
7,6,0,-9.432392,18.334956,-6.210958,0.000000,1
8,6,0,-8.974740,18.334956,-6.210958,0.000000,1
9,6,0,-8.517087,18.334956,-6.210958,0.000000,1
10,6,0,-8.059435,18.334956,-6.210958,0.000000,1
11,6,0,-7.601783,18.334956,-6.210958,0.000000,1
12,6,0,-7.144131,18.334956,-6.210958,0.000000,1
13,6,0,-6.686478,18.334956,-6.210958,0.000000,1
14,6,0,-6.228826,18.334956,-6.210958,0.000000,1
15,6,0,-5.771174,18.334956,-6.210958,0.000000,1
16,6,0,-5.313522,18.334956,-6.210958,0.000000,1
17,6,0,-4.855869,18.334956,-6.210958,0.000000,1
18,6,0,-4.398217,18.334956,-6.210958,0.000000,1
19,6,0,-3.940565,18.334956,-6.210958,0.000000,1
20,6,0,-3.482913,18.334956,-6.210958,0.000000,1
21,6,0,-3.025260,18.334956,-6.210958,0.000000,1
22,6,0,-2.567608,18.334956,-6.210958,0.000000,1
23,6,0,-2.109956,18.334956,-6.210958,0.000000,1
24,6,0,-1.652303,18.334956,-6.210958,0.000000,1
25,6,0,-1.194651,18.334956,-6.210958,0.000000,1
26,6,0,-0.736999,18.334956,-6.210958,0.000000,1
27,6,0,-0.279347,18.334956,-6.210958,0.000000,1
28,6,0,0.178306,18.334956,-6.210958,0.000000,1
29,6,0,0.635958,18.334956,-6.210958,0.000000,1
0,7,0,-12.635958,18.792608,-6.210958,0.000003,1
1,7,0,-12.178306,18.792608,-6.210958,0.000000,1
2,7,0,-11.720653,18.792608,-6.210958,0.000000,1
3,7,0,-11.263001,18.792608,-6.210958,0.000000,1
4,7,0,-10.805349,18.792608,-6.210958,0.000000,1
5,7,0,-10.347697,18.792608,-6.210958,0.000000,1
6,7,0,-9.890044,18.792608,-6.210958,0.000000,1
7,7,0,-9.432392,18.792608,-6.210958,0.000000,1
8,7,0,-8.974740,18.792608,-6.210958,0.000000,1
9,7,0,-8.517087,18.792608,-6.210958,0.000000,1
10,7,0,-8.059435,18.792608,-6.210958,0.000000,1
11,7,0,-7.601783,18.792608,-6.210958,0.000000,1
12,7,0,-7.144131,18.792608,-6.210958,0.000000,1
13,7,0,-6.686478,18.792608,-6.210958,0.000000,1
14,7,0,-6.228826,18.792608,-6.210958,0.000000,1
15,7,0,-5.771174,18.792608,-6.210958,0.000000,1
16,7,0,-5.313522,18.792608,-6.210958,0.000000,1
17,7,0,-4.855869,18.792608,-6.210958,0.000000,1
18,7,0,-4.398217,18.792608,-6.210958,0.000000,1
19,7,0,-3.940565,18.792608,-6.210958,0.000000,1
20,7,0,-3.482913,18.792608,-6.210958,0.000000,1
21,7,0,-3.025260,18.792608,-6.210958,0.000000,1
22,7,0,-2.567608,18.792608,-6.210958,0.000000,1
23,7,0,-2.109956,18.792608,-6.210958,0.000000,1
24,7,0,-1.652303,18.792608,-6.210958,0.000000,1
25,7,0,-1.194651,18.792608,-6.210958,0.000000,1
26,7,0,-0.736999,18.792608,-6.210958,0.000000,1
27,7,0,-0.279347,18.792608,-6.210958,0.000000,1
28,7,0,0.178306,18.792608,-6.210958,0.000000,1
29,7,0,0.635958,18.792608,-6.210958,0.000000,1
0,8,0,-12.635958,19.250260,-6.210958,0.000000,1
1,8,0,-12.178306,19.250260,-6.210958,0.000000,1
2,8,0,-11.720653,19.250260,-6.210958,0.000000,1
3,8,0,-11.263001,19.250260,-6.210958,0.000000,1
4,8,0,-10.805349,19.250260,-6.210958,0.000000,1
5,8,0,-10.347697,19.250260,-6.210958,0.000000,1
6,8,0,-9.890044,19.250260,-6.210958,0.000000,1
7,8,0,-9.432392,19.250260,-6.210958,0.000000,1
8,8,0,-8.974740,19.250260,-6.210958,0.000000,1
9,8,0,-8.517087,19.250260,-6.210958,0.000000,1
10,8,0,-8.059435,19.250260,-6.210958,0.000000,1
11,8,0,-7.601783,19.250260,-6.210958,0.000000,1
12,8,0,-7.144131,19.250260,-6.210958,0.000000,1
13,8,0,-6.686478,19.250260,-6.210958,0.000000,1
14,8,0,-6.228826,19.250260,-6.210958,0.000000,1
15,8,0,-5.771174,19.250260,-6.210958,0.000000,1
16,8,0,-5.313522,19.250260,-6.210958,0.000000,1
17,8,0,-4.855869,19.250260,-6.210958,0.000000,1
18,8,0,-4.398217,19.250260,-6.210958,0.000000,1
19,8,0,-3.940565,19.250260,-6.210958,0.000000,1
20,8,0,-3.482913,19.250260,-6.210958,0.000000,1
21,8,0,-3.025260,19.250260,-6.210958,0.000000,1
22,8,0,-2.567608,19.250260,-6.210958,0.000000,1
23,8,0,-2.109956,19.250260,-6.210958,0.000000,1
24,8,0,-1.652303,19.250260,-6.210958,0.000000,1
25,8,0,-1.194651,19.250260,-6.210958,0.000000,1
26,8,0,-0.736999,19.250260,-6.210958,0.000000,1
27,8,0,-0.279347,19.250260,-6.210958,0.000000,1
28,8,0,0.178306,19.250260,-6.210958,0.000000,1
29,8,0,0.635958,19.250260,-6.210958,0.000000,1
0,9,0,-12.635958,19.707913,-6.210958,0.000000,1
1,9,0,-12.178306,19.707913,-6.210958,0.000000,1
2,9,0,-11.720653,19.707913,-6.210958,0.000000,1
3,9,0,-11.263001,19.707913,-6.210958,0.000000,1
4,9,0,-10.805349,19.707913,-6.210958,0.000000,1
5,9,0,-10.347697,19.707913,-6.210958,0.000000,1
6,9,0,-9.890044,19.707913,-6.210958,0.000000,1
7,9,0,-9.432392,19.707913,-6.210958,0.000000,1
8,9,0,-8.974740,19.707913,-6.210958,0.000000,1
9,9,0,-8.517087,19.707913,-6.210958,0.000000,1
10,9,0,-8.059435,19.707913,-6.210958,0.000000,1
11,9,0,-7.601783,19.707913,-6.210958,0.000000,1
12,9,0,-7.144131,19.707913,-6.210958,0.000000,1
13,9,0,-6.686478,19.707913,-6.210958,0.000000,1
14,9,0,-6.228826,19.707913,-6.210958,0.000000,1
15,9,0,-5.771174,19.707913,-6.210958,0.000000,1
16,9,0,-5.313522,19.707913,-6.210958,0.000000,1
17,9,0,-4.855869,19.707913,-6.210958,0.000000,1
18,9,0,-4.398217,19.707913,-6.210958,0.000000,1
19,9,0,-3.940565,19.707913,-6.210958,0.000000,1
20,9,0,-3.482913,19.707913,-6.210958,0.000000,1
21,9,0,-3.025260,19.707913,-6.210958,0.000000,1
22,9,0,-2.567608,19.707913,-6.210958,0.000000,1
23,9,0,-2.109956,19.707913,-6.210958,0.000000,1
24,9,0,-1.652303,19.707913,-6.210958,0.000000,1
25,9,0,-1.194651,19.707913,-6.210958,0.000000,1
26,9,0,-0.736999,19.707913,-6.210958,0.000000,1
27,9,0,-0.279347,19.707913,-6.210958,0.000000,1
28,9,0,0.178306,19.707913,-6.210958,0.000000,1
29,9,0,0.635958,19.707913,-6.210958,0.000000,1
0,10,0,-12.635958,20.165565,-6.210958,0.000000,1
1,10,0,-12.178306,20.165565,-6.210958,0.000000,1
2,10,0,-11.720653,20.165565,-6.210958,0.000000,1
3,10,0,-11.263001,20.165565,-6.210958,0.000000,1
4,10,0,-10.805349,20.165565,-6.210958,0.000000,1
5,10,0,-10.347697,20.165565,-6.210958,0.000000,1
6,10,0,-9.890044,20.165565,-6.210958,0.000000,1
7,10,0,-9.432392,20.165565,-6.210958,0.000000,1
8,10,0,-8.974740,20.165565,-6.210958,0.000000,1
9,10,0,-8.517087,20.165565,-6.210958,0.000000,1
10,10,0,-8.059435,20.165565,-6.210958,0.000000,1
11,10,0,-7.601783,20.165565,-6.210958,0.000000,1
12,10,0,-7.144131,20.165565,-6.210958,0.000000,1
13,10,0,-6.686478,20.165565,-6.210958,0.000000,1
14,10,0,-6.228826,20.165565,-6.210958,0.000000,1
15,10,0,-5.771174,20.165565,-6.210958,0.000000,1
16,10,0,-5.313522,20.165565,-6.210958,0.000000,1
17,10,0,-4.855869,20.165565,-6.210958,0.000000,1
18,10,0,-4.398217,20.165565,-6.210958,0.000000,1
19,10,0,-3.940565,20.165565,-6.210958,0.000000,1
20,10,0,-3.482913,20.165565,-6.210958,0.000000,1
21,10,0,-3.025260,20.165565,-6.210958,0.000000,1
22,10,0,-2.567608,20.165565,-6.210958,0.000000,1
23,10,0,-2.109956,20.165565,-6.210958,0.000000,1
24,10,0,-1.652303,20.165565,-6.210958,0.000000,1
25,10,0,-1.194651,20.165565,-6.210958,0.000000,1
26,10,0,-0.736999,20.165565,-6.210958,0.000000,1
27,10,0,-0.279347,20.165565,-6.210958,0.000000,1
28,10,0,0.178306,20.165565,-6.210958,0.000000,1
29,10,0,0.635958,20.165565,-6.210958,0.000000,1
0,11,0,-12.635958,20.623217,-6.210958,0.000000,1
1,11,0,-12.178306,20.623217,-6.210958,0.000000,1
2,11,0,-11.720653,20.623217,-6.210958,0.000000,1
3,11,0,-11.263001,20.623217,-6.210958,0.000000,1
4,11,0,-10.805349,20.623217,-6.210958,0.000000,1
5,11,0,-10.347697,20.623217,-6.210958,0.000000,1
6,11,0,-9.890044,20.623217,-6.210958,0.000000,1
7,11,0,-9.432392,20.623217,-6.210958,0.000000,1
8,11,0,-8.974740,20.623217,-6.210958,0.000000,1
9,11,0,-8.517087,20.623217,-6.210958,0.000000,1
10,11,0,-8.059435,20.623217,-6.210958,0.000000,1
11,11,0,-7.601783,20.623217,-6.210958,0.000000,1
12,11,0,-7.144131,20.623217,-6.210958,0.000000,1
13,11,0,-6.686478,20.623217,-6.210958,0.000000,1
14,11,0,-6.228826,20.623217,-6.210958,0.000000,1
15,11,0,-5.771174,20.623217,-6.210958,0.000000,1
16,11,0,-5.313522,20.623217,-6.210958,0.000000,1
17,11,0,-4.855869,20.623217,-6.210958,0.000000,1
18,11,0,-4.398217,20.623217,-6.210958,0.000000,1
19,11,0,-3.940565,20.623217,-6.210958,0.000000,1
20,11,0,-3.482913,20.623217,-6.210958,0.000000,1
21,11,0,-3.025260,20.623217,-6.210958,0.000000,1
22,11,0,-2.567608,20.623217,-6.210958,0.000000,1
23,11,0,-2.109956,20.623217,-6.210958,0.000000,1
24,11,0,-1.652303,20.623217,-6.210958,0.000000,1
25,11,0,-1.194651,20.623217,-6.210958,0.000000,1
26,11,0,-0.736999,20.623217,-6.210958,0.000000,1
27,11,0,-0.279347,20.623217,-6.210958,0.000000,1
28,11,0,0.178306,20.623217,-6.210958,0.000000,1
29,11,0,0.635958,20.623217,-6.210958,0.000000,1
0,12,0,-12.635958,21.080869,-6.210958,0.000000,1
1,12,0,-12.178306,21.080869,-6.210958,0.000000,1
2,12,0,-11.720653,21.080869,-6.210958,0.000000,1
3,12,0,-11.263001,21.080869,-6.210958,0.000000,1
4,12,0,-10.805349,21.080869,-6.210958,0.000000,1
5,12,0,-10.347697,21.080869,-6.210958,0.000000,1
6,12,0,-9.890044,21.080869,-6.210958,0.000000,1
7,12,0,-9.432392,21.080869,-6.210958,0.000000,1
8,12,0,-8.974740,21.080869,-6.210958,0.000000,1
9,12,0,-8.517087,21.080869,-6.210958,0.000000,1
10,12,0,-8.059435,21.080869,-6.210958,0.000000,1
11,12,0,-7.601783,21.080869,-6.210958,0.000000,1
12,12,0,-7.144131,21.080869,-6.210958,0.000000,1
13,12,0,-6.686478,21.080869,-6.210958,0.000000,1
14,12,0,-6.228826,21.080869,-6.210958,0.000000,1
15,12,0,-5.771174,21.080869,-6.210958,0.000000,1
16,12,0,-5.313522,21.080869,-6.210958,0.000000,1
17,12,0,-4.855869,21.080869,-6.210958,0.000000,1
18,12,0,-4.398217,21.080869,-6.210958,0.000000,1
19,12,0,-3.940565,21.080869,-6.210958,0.000000,1
20,12,0,-3.482913,21.080869,-6.210958,0.000000,1
21,12,0,-3.025260,21.080869,-6.210958,0.000000,1
22,12,0,-2.567608,21.080869,-6.210958,0.000000,1
23,12,0,-2.109956,21.080869,-6.210958,0.000000,1
24,12,0,-1.652303,21.080869,-6.210958,0.000000,1
25,12,0,-1.194651,21.080869,-6.210958,0.000000,1
26,12,0,-0.736999,21.080869,-6.210958,0.000000,1
27,12,0,-0.279347,21.080869,-6.210958,0.000000,1
28,12,0,0.178306,21.080869,-6.210958,0.000000,1
29,12,0,0.635958,21.080869,-6.210958,0.000000,1
0,13,0,-12.635958,21.538522,-6.210958,0.000000,1
1,13,0,-12.178306,21.538522,-6.210958,0.000000,1
2,13,0,-11.720653,21.538522,-6.210958,0.000000,1
3,13,0,-11.263001,21.538522,-6.210958,0.000000,1
4,13,0,-10.805349,21.538522,-6.210958,0.000000,1
5,13,0,-10.347697,21.538522,-6.210958,0.000000,1
6,13,0,-9.890044,21.538522,-6.210958,0.000000,1
7,13,0,-9.432392,21.538522,-6.210958,0.000000,1
8,13,0,-8.974740,21.538522,-6.210958,0.000000,1
9,13,0,-8.517087,21.538522,-6.210958,0.000000,1
10,13,0,-8.059435,21.538522,-6.210958,0.000000,1
11,13,0,-7.601783,21.538522,-6.210958,0.000000,1
12,13,0,-7.144131,21.538522,-6.210958,0.000000,1
13,13,0,-6.686478,21.538522,-6.210958,0.000000,1
14,13,0,-6.228826,21.538522,-6.210958,0.000000,1
15,13,0,-5.771174,21.538522,-6.210958,0.000000,1
16,13,0,-5.313522,21.538522,-6.210958,0.000000,1
17,13,0,-4.855869,21.538522,-6.210958,0.000000,1
18,13,0,-4.398217,21.538522,-6.210958,0.000000,1
19,13,0,-3.940565,21.538522,-6.210958,0.000000,1
20,13,0,-3.482913,21.538522,-6.210958,0.000000,1
21,13,0,-3.025260,21.538522,-6.210958,0.000000,1
22,13,0,-2.567608,21.538522,-6.210958,0.000000,1
23,13,0,-2.109956,21.538522,-6.210958,0.000000,1
24,13,0,-1.652303,21.538522,-6.210958,0.000000,1
25,13,0,-1.194651,21.538522,-6.210958,0.000000,1
26,13,0,-0.736999,21.538522,-6.210958,0.000000,1
27,13,0,-0.279347,21.538522,-6.210958,0.000000,1
28,13,0,0.178306,21.538522,-6.210958,0.000000,1
29,13,0,0.635958,21.538522,-6.210958,0.000000,1
0,14,0,-12.635958,21.996174,-6.210958,0.000000,1
1,14,0,-12.178306,21.996174,-6.210958,0.000000,1
2,14,0,-11.720653,21.996174,-6.210958,0.000000,1
3,14,0,-11.263001,21.996174,-6.210958,0.000000,1
4,14,0,-10.805349,21.996174,-6.210958,0.000000,1
5,14,0,-10.347697,21.996174,-6.210958,0.000000,1
6,14,0,-9.890044,21.996174,-6.210958,0.000000,1
7,14,0,-9.432392,21.996174,-6.210958,0.000000,1
8,14,0,-8.974740,21.996174,-6.210958,0.000000,1
9,14,0,-8.517087,21.996174,-6.210958,0.000000,1
10,14,0,-8.059435,21.996174,-6.210958,0.000000,1
11,14,0,-7.601783,21.996174,-6.210958,0.000000,1
12,14,0,-7.144131,21.996174,-6.210958,0.000000,1
13,14,0,-6.686478,21.996174,-6.210958,0.000000,1
14,14,0,-6.228826,21.996174,-6.210958,0.000000,1
15,14,0,-5.771174,21.996174,-6.210958,0.000000,1
16,14,0,-5.313522,21.996174,-6.210958,0.000000,1
17,14,0,-4.855869,21.996174,-6.210958,0.000000,1
18,14,0,-4.398217,21.996174,-6.210958,0.000000,1
19,14,0,-3.940565,21.996174,-6.210958,0.000000,1
20,14,0,-3.482913,21.996174,-6.210958,0.000000,1
21,14,0,-3.025260,21.996174,-6.210958,0.000000,1
22,14,0,-2.567608,21.996174,-6.210958,0.000000,1
23,14,0,-2.109956,21.996174,-6.210958,0.000000,1
24,14,0,-1.652303,21.996174,-6.210958,0.000000,1
25,14,0,-1.194651,21.996174,-6.210958,0.000000,1
26,14,0,-0.736999,21.996174,-6.210958,0.000000,1
27,14,0,-0.279347,21.996174,-6.210958,0.000000,1
28,14,0,0.178306,21.996174,-6.210958,0.000000,1
29,14,0,0.635958,21.996174,-6.210958,0.000000,1
0,15,0,-12.635958,22.453826,-6.210958,0.000000,1
1,15,0,-12.178306,22.453826,-6.210958,0.000000,1
2,15,0,-11.720653,22.453826,-6.210958,0.000000,1
3,15,0,-11.263001,22.453826,-6.210958,0.000000,1
4,15,0,-10.805349,22.453826,-6.210958,0.000000,1
5,15,0,-10.347697,22.453826,-6.210958,0.000000,1
6,15,0,-9.890044,22.453826,-6.210958,0.000000,1
7,15,0,-9.432392,22.453826,-6.210958,0.000000,1
8,15,0,-8.974740,22.453826,-6.210958,0.000000,1
9,15,0,-8.517087,22.453826,-6.210958,0.000000,1
10,15,0,-8.059435,22.453826,-6.210958,0.000000,1
11,15,0,-7.601783,22.453826,-6.210958,0.000000,1
12,15,0,-7.144131,22.453826,-6.210958,0.000000,1
13,15,0,-6.686478,22.453826,-6.210958,0.000000,1
14,15,0,-6.228826,22.453826,-6.210958,0.000000,1
15,15,0,-5.771174,22.453826,-6.210958,0.000000,1
